window,model,lead,sector,truth_frac_mean,truth_frac_q90,truth_frac_q95,truth_frac_max,n_valid_times
2021-03-01_2021-05-31,HRES,1 days,EuroAtlantic,0.09326923076923077,0.28625000000000006,0.325,0.425,182
2021-03-01_2021-05-31,HRES,1 days,Pacific,0.028983516483516485,0.1,0.22437499999999985,0.4625,182
2021-03-01_2021-05-31,HRES,3 days,EuroAtlantic,0.09339887640449439,0.2875,0.325,0.425,178
2021-03-01_2021-05-31,HRES,3 days,Pacific,0.02963483146067416,0.1,0.225,0.4625,178
2021-03-01_2021-05-31,HRES,5 days,EuroAtlantic,0.0942528735632184,0.2875,0.325,0.425,174
2021-03-01_2021-05-31,HRES,5 days,Pacific,0.03031609195402299,0.1,0.225,0.4625,174
2021-03-01_2021-05-31,HRES,7 days,EuroAtlantic,0.09647058823529413,0.2875,0.325,0.425,170
2021-03-01_2021-05-31,HRES,7 days,Pacific,0.031029411764705885,0.10124999999999994,0.225,0.4625,170
2021-03-01_2021-05-31,GraphCast,1 days,EuroAtlantic,,,,,0
2021-03-01_2021-05-31,GraphCast,1 days,Pacific,,,,,0
2021-03-01_2021-05-31,GraphCast,3 days,EuroAtlantic,,,,,0
2021-03-01_2021-05-31,GraphCast,3 days,Pacific,,,,,0
2021-03-01_2021-05-31,GraphCast,5 days,EuroAtlantic,,,,,0
2021-03-01_2021-05-31,GraphCast,5 days,Pacific,,,,,0
2021-03-01_2021-05-31,GraphCast,7 days,EuroAtlantic,,,,,0
2021-03-01_2021-05-31,GraphCast,7 days,Pacific,,,,,0
2021-03-01_2021-05-31,NeuralGCM,1 days,EuroAtlantic,,,,,0
2021-03-01_2021-05-31,NeuralGCM,1 days,Pacific,,,,,0
2021-03-01_2021-05-31,NeuralGCM,3 days,EuroAtlantic,,,,,0
2021-03-01_2021-05-31,NeuralGCM,3 days,Pacific,,,,,0
2021-03-01_2021-05-31,NeuralGCM,5 days,EuroAtlantic,,,,,0
2021-03-01_2021-05-31,NeuralGCM,5 days,Pacific,,,,,0
2021-03-01_2021-05-31,NeuralGCM,7 days,EuroAtlantic,,,,,0
2021-03-01_2021-05-31,NeuralGCM,7 days,Pacific,,,,,0
