window,model,lead,threshold,n_truth_blocked,fraction_truth_blocked
2021-03-01_2021-05-31,HRES,1 days,0.02,109,0.5989010989010989
2021-03-01_2021-05-31,HRES,1 days,0.05,100,0.5494505494505495
2021-03-01_2021-05-31,HRES,1 days,0.1,80,0.43956043956043955
2021-03-01_2021-05-31,HRES,1 days,0.2,40,0.21978021978021978
2021-03-01_2021-05-31,HRES,1 days,0.5,0,0.0
2021-03-01_2021-05-31,HRES,3 days,0.02,106,0.5955056179775281
2021-03-01_2021-05-31,HRES,3 days,0.05,97,0.5449438202247191
2021-03-01_2021-05-31,HRES,3 days,0.1,79,0.4438202247191011
2021-03-01_2021-05-31,HRES,3 days,0.2,40,0.2247191011235955
2021-03-01_2021-05-31,HRES,3 days,0.5,0,0.0
2021-03-01_2021-05-31,HRES,5 days,0.02,103,0.5919540229885057
2021-03-01_2021-05-31,HRES,5 days,0.05,94,0.5402298850574713
2021-03-01_2021-05-31,HRES,5 days,0.1,79,0.4540229885057471
2021-03-01_2021-05-31,HRES,5 days,0.2,40,0.22988505747126436
2021-03-01_2021-05-31,HRES,5 days,0.5,0,0.0
2021-03-01_2021-05-31,HRES,7 days,0.02,103,0.6058823529411764
2021-03-01_2021-05-31,HRES,7 days,0.05,94,0.5529411764705883
2021-03-01_2021-05-31,HRES,7 days,0.1,79,0.4647058823529412
2021-03-01_2021-05-31,HRES,7 days,0.2,40,0.23529411764705882
2021-03-01_2021-05-31,HRES,7 days,0.5,0,0.0
2021-03-01_2021-05-31,GraphCast,1 days,0.02,0,
2021-03-01_2021-05-31,GraphCast,1 days,0.05,0,
2021-03-01_2021-05-31,GraphCast,1 days,0.1,0,
2021-03-01_2021-05-31,GraphCast,1 days,0.2,0,
2021-03-01_2021-05-31,GraphCast,1 days,0.5,0,
2021-03-01_2021-05-31,GraphCast,3 days,0.02,0,
2021-03-01_2021-05-31,GraphCast,3 days,0.05,0,
2021-03-01_2021-05-31,GraphCast,3 days,0.1,0,
2021-03-01_2021-05-31,GraphCast,3 days,0.2,0,
2021-03-01_2021-05-31,GraphCast,3 days,0.5,0,
2021-03-01_2021-05-31,GraphCast,5 days,0.02,0,
2021-03-01_2021-05-31,GraphCast,5 days,0.05,0,
2021-03-01_2021-05-31,GraphCast,5 days,0.1,0,
2021-03-01_2021-05-31,GraphCast,5 days,0.2,0,
2021-03-01_2021-05-31,GraphCast,5 days,0.5,0,
2021-03-01_2021-05-31,GraphCast,7 days,0.02,0,
2021-03-01_2021-05-31,GraphCast,7 days,0.05,0,
2021-03-01_2021-05-31,GraphCast,7 days,0.1,0,
2021-03-01_2021-05-31,GraphCast,7 days,0.2,0,
2021-03-01_2021-05-31,GraphCast,7 days,0.5,0,
2021-03-01_2021-05-31,NeuralGCM,1 days,0.02,0,
2021-03-01_2021-05-31,NeuralGCM,1 days,0.05,0,
2021-03-01_2021-05-31,NeuralGCM,1 days,0.1,0,
2021-03-01_2021-05-31,NeuralGCM,1 days,0.2,0,
2021-03-01_2021-05-31,NeuralGCM,1 days,0.5,0,
2021-03-01_2021-05-31,NeuralGCM,3 days,0.02,0,
2021-03-01_2021-05-31,NeuralGCM,3 days,0.05,0,
2021-03-01_2021-05-31,NeuralGCM,3 days,0.1,0,
2021-03-01_2021-05-31,NeuralGCM,3 days,0.2,0,
2021-03-01_2021-05-31,NeuralGCM,3 days,0.5,0,
2021-03-01_2021-05-31,NeuralGCM,5 days,0.02,0,
2021-03-01_2021-05-31,NeuralGCM,5 days,0.05,0,
2021-03-01_2021-05-31,NeuralGCM,5 days,0.1,0,
2021-03-01_2021-05-31,NeuralGCM,5 days,0.2,0,
2021-03-01_2021-05-31,NeuralGCM,5 days,0.5,0,
2021-03-01_2021-05-31,NeuralGCM,7 days,0.02,0,
2021-03-01_2021-05-31,NeuralGCM,7 days,0.05,0,
2021-03-01_2021-05-31,NeuralGCM,7 days,0.1,0,
2021-03-01_2021-05-31,NeuralGCM,7 days,0.2,0,
2021-03-01_2021-05-31,NeuralGCM,7 days,0.5,0,
