window,model,lead,regime,mean_lagged_growth,mean_error_growth,n
2021-01-01_2021-12-31,HRES,1 days,0,384.32149444181647,47.0729408301869,161
2021-01-01_2021-12-31,HRES,1 days,1,361.54487407754556,46.21602059457303,273
2021-01-01_2021-12-31,HRES,1 days,2,378.48099783600264,46.77717496960059,152
2021-01-01_2021-12-31,HRES,1 days,3,365.98866440477366,47.48142587853087,141
2021-01-01_2021-12-31,HRES,3 days,0,388.15376234672624,139.06564395223612,158
2021-01-01_2021-12-31,HRES,3 days,1,366.5082561213022,142.043539291091,273
2021-01-01_2021-12-31,HRES,3 days,2,382.65999075249186,140.17514529446652,152
2021-01-01_2021-12-31,HRES,3 days,3,368.9946657253692,138.49058996079324,140
2021-01-01_2021-12-31,HRES,5 days,0,422.18466481207986,307.06210732831374,154
2021-01-01_2021-12-31,HRES,5 days,1,405.0972495629839,317.5211358635464,273
2021-01-01_2021-12-31,HRES,5 days,2,419.22113011107405,316.03315147366624,152
2021-01-01_2021-12-31,HRES,5 days,3,402.164736606233,308.45825853443415,140
2021-01-01_2021-12-31,HRES,7 days,0,524.2066681477987,531.3114536441924,151
2021-01-01_2021-12-31,HRES,7 days,1,510.4629982663154,528.3015204908401,273
2021-01-01_2021-12-31,HRES,7 days,2,521.4578331133971,536.4501782852849,152
2021-01-01_2021-12-31,HRES,7 days,3,496.6465614799744,524.5662097361841,139
2021-01-01_2021-12-31,GraphCast,1 days,0,327.5506328107097,38.573165808977976,10
2021-01-01_2021-12-31,GraphCast,1 days,3,359.5734187041618,39.27601318892496,51
2021-01-01_2021-12-31,GraphCast,3 days,0,308.25362349685656,110.98743354008683,7
2021-01-01_2021-12-31,GraphCast,3 days,3,355.9809373136254,120.65097233141475,54
2021-01-01_2021-12-31,GraphCast,5 days,0,301.3452154452495,220.3524774288236,3
2021-01-01_2021-12-31,GraphCast,5 days,3,354.12617037197134,262.79332635420593,58
2021-01-01_2021-12-31,GraphCast,7 days,3,398.2667037114652,449.39758195519283,61
