window,variable,model,lead,regime,metric,n,mean,ci_lo,ci_hi,median,std
2019-06-01_2019-08-31,z500,HRES,1 days,0,RMSE,56,49.179648347402726,48.397075340362385,49.92331156445985,49.24913269929073,2.061955240813918
2019-06-01_2019-08-31,z500,HRES,1 days,1,RMSE,47,47.99050884847556,46.89594740949085,49.105013575923294,47.810393326080664,2.4455348635030068
2019-06-01_2019-08-31,z500,HRES,1 days,2,RMSE,37,48.22478973230397,46.95368420828866,49.18605344309425,47.98901950164495,2.6620431810172414
2019-06-01_2019-08-31,z500,HRES,1 days,3,RMSE,42,50.95385788474435,49.39162299648896,52.603272748212824,51.48678644889023,3.0397263375651598
2019-06-01_2019-08-31,z500,HRES,3 days,0,RMSE,56,145.64740804995947,141.92345372454474,150.38222085944955,145.61289905581907,12.668496873303742
2019-06-01_2019-08-31,z500,HRES,3 days,1,RMSE,47,136.91686036273626,133.73571750675345,139.82939185323784,137.18800244488125,7.728055372722921
2019-06-01_2019-08-31,z500,HRES,3 days,2,RMSE,37,140.73726018798752,134.43145128161078,145.2901463752326,139.10383361098198,13.284748135240708
2019-06-01_2019-08-31,z500,HRES,3 days,3,RMSE,38,151.27768299069467,141.93654708857386,158.08131768694585,152.5667597806124,13.406235731213462
2019-06-01_2019-08-31,z500,HRES,5 days,0,RMSE,56,315.30580299137534,305.93133728593205,324.03932211943345,314.72682633291856,27.246322260890647
2019-06-01_2019-08-31,z500,HRES,5 days,1,RMSE,47,291.61110777221063,283.2761199027947,300.43886459070643,288.5768473472111,24.948745212589092
2019-06-01_2019-08-31,z500,HRES,5 days,2,RMSE,37,301.75913888682976,288.67111317826834,312.8703617194312,298.2552660293386,31.046709302349413
2019-06-01_2019-08-31,z500,HRES,5 days,3,RMSE,34,326.2329561881338,305.2104330379336,344.60975000636773,329.6458606349215,34.81845728415598
2019-06-01_2019-08-31,z500,HRES,7 days,0,RMSE,56,529.5230896896788,510.1010044990135,542.1743873878258,527.3812545517069,53.39894803369208
2019-06-01_2019-08-31,z500,HRES,7 days,1,RMSE,47,494.3486150620663,481.57009996625595,508.38215369431555,486.53034610664355,48.334680896141464
