window,variable,model,lead,rmse_mean,acc_mean,mae_mean,bias_mean,n_valid_times
2019-06-01_2019-08-31,z500,HRES,1 days,49.087876233996774,0.9978844248547561,36.71809104190892,-3.297871041715012,182
2019-06-01_2019-08-31,z500,HRES,3 days,143.5234711710577,0.9816340895868522,91.4735549681103,-7.062132545100946,178
2019-06-01_2019-08-31,z500,HRES,5 days,308.16009012655275,0.9143617198494415,182.39721801055174,-11.128304257081671,174
2019-06-01_2019-08-31,z500,HRES,7 days,518.5337600380836,0.7560461248267923,301.7685054315018,-14.379778615004959,170
2019-06-01_2019-08-31,z500,GraphCast,1 days,,,,,0
2019-06-01_2019-08-31,z500,GraphCast,3 days,,,,,0
2019-06-01_2019-08-31,z500,GraphCast,5 days,,,,,0
2019-06-01_2019-08-31,z500,GraphCast,7 days,,,,,0
2019-06-01_2019-08-31,z500,NeuralGCM,1 days,,,,,0
2019-06-01_2019-08-31,z500,NeuralGCM,3 days,,,,,0
2019-06-01_2019-08-31,z500,NeuralGCM,5 days,,,,,0
2019-06-01_2019-08-31,z500,NeuralGCM,7 days,,,,,0
2019-06-01_2019-08-31,t850,HRES,1 days,0.7551029723194114,0.9718598197517514,0.5175263006047179,-0.0019007577512464438,182
2019-06-01_2019-08-31,t850,HRES,3 days,1.2192590253898548,0.926529542698992,0.8206812292584212,-0.0005237796116024508,178
2019-06-01_2019-08-31,t850,HRES,5 days,1.8673871347871749,0.8265372634808942,1.2151100312527372,-0.02739729629531356,174
2019-06-01_2019-08-31,t850,HRES,7 days,2.632124263708116,0.6556059236150659,1.7003640261487127,-0.06531879023974954,170
2019-06-01_2019-08-31,t850,GraphCast,1 days,,,,,0
2019-06-01_2019-08-31,t850,GraphCast,3 days,,,,,0
2019-06-01_2019-08-31,t850,GraphCast,5 days,,,,,0
2019-06-01_2019-08-31,t850,GraphCast,7 days,,,,,0
2019-06-01_2019-08-31,t850,NeuralGCM,1 days,,,,,0
2019-06-01_2019-08-31,t850,NeuralGCM,3 days,,,,,0
2019-06-01_2019-08-31,t850,NeuralGCM,5 days,,,,,0
2019-06-01_2019-08-31,t850,NeuralGCM,7 days,,,,,0
2019-06-01_2019-08-31,u850,HRES,1 days,1.3564597649991081,0.9695827745878196,1.0013582189172319,0.011474939261958255,182
2019-06-01_2019-08-31,u850,HRES,3 days,2.459667500825349,0.8988806222396927,1.723689319943352,0.029001307318608612,178
2019-06-01_2019-08-31,u850,HRES,5 days,3.78582411055462,0.7592767137285493,2.5889466658263607,0.027037301677632696,174
2019-06-01_2019-08-31,u850,HRES,7 days,5.103940555578452,0.5650648100659855,3.5023843438586963,0.007944435979190157,170
2019-06-01_2019-08-31,u850,GraphCast,1 days,,,,,0
2019-06-01_2019-08-31,u850,GraphCast,3 days,,,,,0
2019-06-01_2019-08-31,u850,GraphCast,5 days,,,,,0
2019-06-01_2019-08-31,u850,GraphCast,7 days,,,,,0
2019-06-01_2019-08-31,u850,NeuralGCM,1 days,,,,,0
2019-06-01_2019-08-31,u850,NeuralGCM,3 days,,,,,0
2019-06-01_2019-08-31,u850,NeuralGCM,5 days,,,,,0
2019-06-01_2019-08-31,u850,NeuralGCM,7 days,,,,,0
2019-06-01_2019-08-31,v850,HRES,1 days,1.3750892034078037,0.9676781093252109,1.008321812568323,-0.014213822818612274,182
2019-06-01_2019-08-31,v850,HRES,3 days,2.474423362243453,0.8939746467116833,1.7029489147647334,0.040940820972594306,178
2019-06-01_2019-08-31,v850,HRES,5 days,3.8296146752668863,0.7440005322596144,2.5572153626826184,0.014313672292999124,174
2019-06-01_2019-08-31,v850,HRES,7 days,5.147613357831067,0.5346476621874958,3.4337602658968387,0.029443944754062694,170
2019-06-01_2019-08-31,v850,GraphCast,1 days,,,,,0
2019-06-01_2019-08-31,v850,GraphCast,3 days,,,,,0
2019-06-01_2019-08-31,v850,GraphCast,5 days,,,,,0
2019-06-01_2019-08-31,v850,GraphCast,7 days,,,,,0
2019-06-01_2019-08-31,v850,NeuralGCM,1 days,,,,,0
2019-06-01_2019-08-31,v850,NeuralGCM,3 days,,,,,0
2019-06-01_2019-08-31,v850,NeuralGCM,5 days,,,,,0
2019-06-01_2019-08-31,v850,NeuralGCM,7 days,,,,,0
2019-06-01_2019-08-31,mslp,HRES,1 days,63.720435274398156,0.9954410995651718,45.567730811454474,-0.687219808747193,182
2019-06-01_2019-08-31,mslp,HRES,3 days,154.41025975243159,0.9728818427207987,96.28088008167417,-1.2559509925944154,178
2019-06-01_2019-08-31,mslp,HRES,5 days,313.07993451244687,0.8882310605972634,183.10465217741927,-1.921440835700715,174
2019-06-01_2019-08-31,mslp,HRES,7 days,504.5025868956067,0.7123548670342191,292.65467176384504,-1.625381084483019,170
2019-06-01_2019-08-31,mslp,GraphCast,1 days,,,,,0
2019-06-01_2019-08-31,mslp,GraphCast,3 days,,,,,0
2019-06-01_2019-08-31,mslp,GraphCast,5 days,,,,,0
2019-06-01_2019-08-31,mslp,GraphCast,7 days,,,,,0
