window,variable,model,lead,rmse_mean,acc_mean,mae_mean,bias_mean,n_valid_times
2018-01-01_2018-12-31,z500,HRES,1 days,49.277166572586516,0.9988168434952236,36.57165568500332,-2.735865687714003,728
2018-01-01_2018-12-31,z500,HRES,3 days,146.11898546098433,0.9893726003224367,93.1268943798526,-6.378261706076562,724
2018-01-01_2018-12-31,z500,HRES,5 days,319.9701927921754,0.9484656524305235,191.3723697587951,-10.295946026721287,720
2018-01-01_2018-12-31,z500,HRES,7 days,536.7407770777606,0.8553146826827175,317.86835452750734,-13.63945399264968,716
2018-01-01_2018-12-31,z500,GraphCast,1 days,,,,,0
2018-01-01_2018-12-31,z500,GraphCast,3 days,,,,,0
2018-01-01_2018-12-31,z500,GraphCast,5 days,,,,,0
2018-01-01_2018-12-31,z500,GraphCast,7 days,,,,,0
2018-01-01_2018-12-31,z500,NeuralGCM,1 days,,,,,0
2018-01-01_2018-12-31,z500,NeuralGCM,3 days,,,,,0
2018-01-01_2018-12-31,z500,NeuralGCM,5 days,,,,,0
2018-01-01_2018-12-31,z500,NeuralGCM,7 days,,,,,0
2018-01-01_2018-12-31,t850,HRES,1 days,0.7295526292040195,0.9893408523924391,0.5077645964406997,-0.015882595808450896,728
2018-01-01_2018-12-31,t850,HRES,3 days,1.1911077170998492,0.9714499362704503,0.8097573641617647,-0.009259639819134734,724
2018-01-01_2018-12-31,t850,HRES,5 days,1.873046303683634,0.9287833693173563,1.2251823452508888,-0.024515608095895213,720
2018-01-01_2018-12-31,t850,HRES,7 days,2.702097732115456,0.8503186368321775,1.7436186377977052,-0.04226968520080234,716
2018-01-01_2018-12-31,t850,GraphCast,1 days,,,,,0
2018-01-01_2018-12-31,t850,GraphCast,3 days,,,,,0
2018-01-01_2018-12-31,t850,GraphCast,5 days,,,,,0
2018-01-01_2018-12-31,t850,GraphCast,7 days,,,,,0
2018-01-01_2018-12-31,t850,NeuralGCM,1 days,,,,,0
2018-01-01_2018-12-31,t850,NeuralGCM,3 days,,,,,0
2018-01-01_2018-12-31,t850,NeuralGCM,5 days,,,,,0
2018-01-01_2018-12-31,t850,NeuralGCM,7 days,,,,,0
2018-01-01_2018-12-31,u850,HRES,1 days,1.3398223639784652,0.9746888251656031,0.9874199135895324,0.007803689299206391,728
2018-01-01_2018-12-31,u850,HRES,3 days,2.4302603088529944,0.9160384240883047,1.702392856251918,0.022011425929591905,724
2018-01-01_2018-12-31,u850,HRES,5 days,3.7923159867386844,0.7942983122066228,2.5931866305952647,-1.770777665183064e-05,720
2018-01-01_2018-12-31,u850,HRES,7 days,5.140725218755551,0.6217118272457142,3.5283614663000096,-0.03805298506519145,716
2018-01-01_2018-12-31,u850,GraphCast,1 days,,,,,0
2018-01-01_2018-12-31,u850,GraphCast,3 days,,,,,0
2018-01-01_2018-12-31,u850,GraphCast,5 days,,,,,0
2018-01-01_2018-12-31,u850,GraphCast,7 days,,,,,0
2018-01-01_2018-12-31,u850,NeuralGCM,1 days,,,,,0
2018-01-01_2018-12-31,u850,NeuralGCM,3 days,,,,,0
2018-01-01_2018-12-31,u850,NeuralGCM,5 days,,,,,0
2018-01-01_2018-12-31,u850,NeuralGCM,7 days,,,,,0
2018-01-01_2018-12-31,v850,HRES,1 days,1.3630622211662389,0.9692171520776716,0.9971150752359511,-0.024444006797358055,728
2018-01-01_2018-12-31,v850,HRES,3 days,2.460451847236508,0.8988523338562702,1.685687429274063,0.0016125146658898149,724
2018-01-01_2018-12-31,v850,HRES,5 days,3.836467183886866,0.7531214259746194,2.555506034308217,-0.010148355030827198,720
2018-01-01_2018-12-31,v850,HRES,7 days,5.194675434141088,0.547385157343261,3.467577693233947,-0.014476190619502786,716
2018-01-01_2018-12-31,v850,GraphCast,1 days,,,,,0
2018-01-01_2018-12-31,v850,GraphCast,3 days,,,,,0
2018-01-01_2018-12-31,v850,GraphCast,5 days,,,,,0
2018-01-01_2018-12-31,v850,GraphCast,7 days,,,,,0
2018-01-01_2018-12-31,v850,NeuralGCM,1 days,,,,,0
2018-01-01_2018-12-31,v850,NeuralGCM,3 days,,,,,0
2018-01-01_2018-12-31,v850,NeuralGCM,5 days,,,,,0
2018-01-01_2018-12-31,v850,NeuralGCM,7 days,,,,,0
2018-01-01_2018-12-31,mslp,HRES,1 days,64.73790132235715,0.9962844015957318,46.46892602879286,-1.9795703582327941,728
2018-01-01_2018-12-31,mslp,HRES,3 days,156.69021967776584,0.9778609403989108,98.77553732774454,-2.1580794119103683,724
2018-01-01_2018-12-31,mslp,HRES,5 days,321.6081355002432,0.9060565030252478,190.75032893601545,-2.221680914794312,720
2018-01-01_2018-12-31,mslp,HRES,7 days,517.9355700779928,0.7582097142004782,306.40091881025506,-2.5267261640511163,716
2018-01-01_2018-12-31,mslp,GraphCast,1 days,,,,,0
2018-01-01_2018-12-31,mslp,GraphCast,3 days,,,,,0
2018-01-01_2018-12-31,mslp,GraphCast,5 days,,,,,0
2018-01-01_2018-12-31,mslp,GraphCast,7 days,,,,,0
