window,variable,model,lead,rmse_mean,acc_mean,mae_mean,bias_mean,n_valid_times
2020-06-01_2020-08-31,z500,HRES,1 days,46.323437415779445,0.9981236408949964,34.464376084846585,-4.287743263103899,182
2020-06-01_2020-08-31,z500,HRES,3 days,136.08580857605872,0.9834821018636215,86.66106241618564,-4.825626701335871,178
2020-06-01_2020-08-31,z500,HRES,5 days,303.6001460957837,0.9171422356336872,177.1009354241323,-7.077645212230546,174
2020-06-01_2020-08-31,z500,HRES,7 days,513.1012259169329,0.7627018244733482,294.0895849223887,-7.97329596236017,170
2020-06-01_2020-08-31,z500,GraphCast,1 days,40.40813627365289,0.9985738663530144,29.312313708920914,-0.7521533253402436,182
2020-06-01_2020-08-31,z500,GraphCast,3 days,127.01817797176311,0.9856697662480958,77.56581203073098,-4.859087881875462,178
2020-06-01_2020-08-31,z500,GraphCast,5 days,278.83476831107686,0.9286156134347456,158.3081106939234,-12.083488081097329,174
2020-06-01_2020-08-31,z500,GraphCast,7 days,465.5069948029118,0.7963841569503562,264.2245636340757,-19.919291585136918,170
2020-06-01_2020-08-31,z500,NeuralGCM,1 days,38.839476239895994,0.9986821861369136,28.726802686409172,-6.0636978816662,182
2020-06-01_2020-08-31,z500,NeuralGCM,3 days,117.54448101017051,0.9877254070884642,71.81886363222064,-4.514275957153217,178
2020-06-01_2020-08-31,z500,NeuralGCM,5 days,270.486007573095,0.9330140669300978,152.82079780716936,-3.1410741394550192,174
2020-06-01_2020-08-31,z500,NeuralGCM,7 days,464.41024861411563,0.7998386342309074,263.96702431604206,-2.864929537040127,170
2020-06-01_2020-08-31,t850,HRES,1 days,0.7494276298744391,0.9732973487009672,0.51794265452244,0.01484918956127811,182
2020-06-01_2020-08-31,t850,HRES,3 days,1.2314506253333968,0.9273507385979077,0.8304211135863865,0.02968494743027309,178
2020-06-01_2020-08-31,t850,HRES,5 days,1.8927470477077253,0.8280114424419518,1.2319400136992624,0.01704638859439858,174
2020-06-01_2020-08-31,t850,HRES,7 days,2.649294442615097,0.6611713092542496,1.7079273186738964,-0.001168170398945229,170
2020-06-01_2020-08-31,t850,GraphCast,1 days,0.5299809570047358,0.9867258187122303,0.3720600349190008,-0.016243379126726652,182
2020-06-01_2020-08-31,t850,GraphCast,3 days,0.9812933131793171,0.9533451864870611,0.6571018450915873,-0.01083829309881466,178
2020-06-01_2020-08-31,t850,GraphCast,5 days,1.5997286258511456,0.8727859604721553,1.0202831822977583,-0.050890398888886024,174
2020-06-01_2020-08-31,t850,GraphCast,7 days,2.333094409487012,0.723649145214342,1.4694034612621472,-0.0944561967173144,170
2020-06-01_2020-08-31,t850,NeuralGCM,1 days,0.5609607548497448,0.9851124599656065,0.3941792622610931,-0.012101175401858668,182
2020-06-01_2020-08-31,t850,NeuralGCM,3 days,1.0102907857146217,0.9504757814182035,0.6796255145081146,0.014656170192366898,178
2020-06-01_2020-08-31,t850,NeuralGCM,5 days,1.6297821180955971,0.868289882529602,1.0469867402417818,0.03728408919783823,174
2020-06-01_2020-08-31,t850,NeuralGCM,7 days,2.373544492394986,0.7162629471419332,1.5099833425394824,0.040912207393078576,170
2020-06-01_2020-08-31,u850,HRES,1 days,1.3310038352107172,0.9704804646927044,0.9795398826967271,0.04235703927389092,182
2020-06-01_2020-08-31,u850,HRES,3 days,2.4017137435660305,0.9028428657693768,1.6815871421034896,0.05202692349410069,178
2020-06-01_2020-08-31,u850,HRES,5 days,3.7443149987873645,0.7634110099693115,2.5588773186061253,0.030310007404880494,174
2020-06-01_2020-08-31,u850,HRES,7 days,5.046467338719175,0.5716269784751495,3.4539414316226487,0.006825258916290098,170
2020-06-01_2020-08-31,u850,GraphCast,1 days,1.0174733006892838,0.9826831386504452,0.7464974988923223,0.014660554843525055,182
2020-06-01_2020-08-31,u850,GraphCast,3 days,1.9942090457615032,0.9316736253786206,1.3797412422669415,0.045691581683597556,178
2020-06-01_2020-08-31,u850,GraphCast,5 days,3.1980142626554984,0.8170706667117177,2.1403732570446157,0.07332796585844048,174
2020-06-01_2020-08-31,u850,GraphCast,7 days,4.452157507053607,0.6358831305167845,2.985082783529293,0.10767949908738705,170
2020-06-01_2020-08-31,u850,NeuralGCM,1 days,1.068784854501315,0.9808721615511159,0.7898425241489763,0.015887185514152653,182
2020-06-01_2020-08-31,u850,NeuralGCM,3 days,2.027206579358132,0.9297045077473395,1.4107643669863883,0.026217544669874315,178
