window,variable,model,lead,regime,metric,n,mean,ci_lo,ci_hi,median,std
2020-06-01_2020-08-31,z500,HRES,1 days,0,RMSE,35,45.28123875311133,44.67796135371943,45.7942701255996,45.154738673405284,1.7593277775810474
2020-06-01_2020-08-31,z500,HRES,1 days,1,RMSE,42,47.21982974185019,46.42070905727802,48.43171734453523,47.118890922141084,2.065535974842827
2020-06-01_2020-08-31,z500,HRES,1 days,2,RMSE,45,45.97446032705317,45.02050369064176,47.03134282375801,45.904287648002246,2.2980285151484856
2020-06-01_2020-08-31,z500,HRES,1 days,3,RMSE,60,46.565644823964355,45.834212859476274,47.34472866538942,46.402369227847316,2.238669464132413
2020-06-01_2020-08-31,z500,HRES,3 days,0,RMSE,35,132.70252015882858,128.6759070472164,137.15715828054766,131.11810570048573,12.826971403423757
2020-06-01_2020-08-31,z500,HRES,3 days,1,RMSE,42,136.97291396297982,134.18711033165488,140.10936572184934,136.70110541284396,9.207431708008963
2020-06-01_2020-08-31,z500,HRES,3 days,2,RMSE,41,136.44596017420832,132.48913253347348,142.42149861920154,135.12877807676924,11.525624291667837
2020-06-01_2020-08-31,z500,HRES,3 days,3,RMSE,60,137.19231612319587,133.99495221571337,141.52814137294268,136.70396520484854,10.61065874903989
2020-06-01_2020-08-31,z500,HRES,5 days,0,RMSE,35,293.59946538582864,283.7029987044066,304.19880912389135,287.6772769611824,32.243777272911274
2020-06-01_2020-08-31,z500,HRES,5 days,1,RMSE,42,296.93707891040737,285.0611572278652,305.4378457405647,294.5282452103344,27.20794877500548
2020-06-01_2020-08-31,z500,HRES,5 days,2,RMSE,37,315.68608176709324,301.29802854564696,334.6801911430071,315.2353719562496,34.050308866892834
2020-06-01_2020-08-31,z500,HRES,5 days,3,RMSE,60,306.6450298757133,296.99087504721774,318.8044472758309,298.779786810431,33.68023340154952
2020-06-01_2020-08-31,z500,HRES,7 days,0,RMSE,35,483.55616740327565,474.8516657991355,502.9021756487928,491.42831386321205,42.20742085505091
2020-06-01_2020-08-31,z500,HRES,7 days,1,RMSE,42,494.9609485669559,483.61379529074014,504.17590089207454,484.28587912877276,37.72345732516349
2020-06-01_2020-08-31,z500,HRES,7 days,2,RMSE,33,533.8730371200711,506.14969326002813,567.8291890367839,535.5134714022013,66.10395197301972
2020-06-01_2020-08-31,z500,HRES,7 days,3,RMSE,60,531.6095413664908,512.8847255457006,546.8610956495817,537.6921737799762,53.044729207014825
2020-06-01_2020-08-31,z500,GraphCast,1 days,0,RMSE,35,39.61954790864017,39.170235728957,40.25437660751073,39.94376966053658,1.3582020658219824
