time,regime,window
2021-12-01 00:00:00,2,2021-12-01_2022-02-28
2021-12-01 06:00:00,2,2021-12-01_2022-02-28
2021-12-01 12:00:00,2,2021-12-01_2022-02-28
2021-12-01 18:00:00,2,2021-12-01_2022-02-28
2021-12-02 00:00:00,2,2021-12-01_2022-02-28
2021-12-02 06:00:00,2,2021-12-01_2022-02-28
2021-12-02 12:00:00,2,2021-12-01_2022-02-28
2021-12-02 18:00:00,2,2021-12-01_2022-02-28
2021-12-03 00:00:00,2,2021-12-01_2022-02-28
2021-12-03 06:00:00,2,2021-12-01_2022-02-28
2021-12-03 12:00:00,2,2021-12-01_2022-02-28
2021-12-03 18:00:00,2,2021-12-01_2022-02-28
2021-12-04 00:00:00,2,2021-12-01_2022-02-28
2021-12-04 06:00:00,2,2021-12-01_2022-02-28
2021-12-04 12:00:00,2,2021-12-01_2022-02-28
2021-12-04 18:00:00,2,2021-12-01_2022-02-28
2021-12-05 00:00:00,2,2021-12-01_2022-02-28
2021-12-05 06:00:00,2,2021-12-01_2022-02-28
2021-12-05 12:00:00,2,2021-12-01_2022-02-28
2021-12-05 18:00:00,2,2021-12-01_2022-02-28
2021-12-06 00:00:00,2,2021-12-01_2022-02-28
2021-12-06 06:00:00,2,2021-12-01_2022-02-28
2021-12-06 12:00:00,2,2021-12-01_2022-02-28
2021-12-06 18:00:00,2,2021-12-01_2022-02-28
2021-12-07 00:00:00,2,2021-12-01_2022-02-28
2021-12-07 06:00:00,2,2021-12-01_2022-02-28
2021-12-07 12:00:00,2,2021-12-01_2022-02-28
2021-12-07 18:00:00,2,2021-12-01_2022-02-28
2021-12-08 00:00:00,2,2021-12-01_2022-02-28
2021-12-08 06:00:00,2,2021-12-01_2022-02-28
2021-12-08 12:00:00,2,2021-12-01_2022-02-28
2021-12-08 18:00:00,2,2021-12-01_2022-02-28
2021-12-09 00:00:00,2,2021-12-01_2022-02-28
2021-12-09 06:00:00,2,2021-12-01_2022-02-28
2021-12-09 12:00:00,2,2021-12-01_2022-02-28
2021-12-09 18:00:00,2,2021-12-01_2022-02-28
2021-12-10 00:00:00,2,2021-12-01_2022-02-28
2021-12-10 06:00:00,2,2021-12-01_2022-02-28
2021-12-10 12:00:00,2,2021-12-01_2022-02-28
2021-12-10 18:00:00,2,2021-12-01_2022-02-28
2021-12-11 00:00:00,2,2021-12-01_2022-02-28
2021-12-11 06:00:00,2,2021-12-01_2022-02-28
2021-12-11 12:00:00,2,2021-12-01_2022-02-28
2021-12-11 18:00:00,2,2021-12-01_2022-02-28
2021-12-12 00:00:00,2,2021-12-01_2022-02-28
2021-12-12 06:00:00,2,2021-12-01_2022-02-28
2021-12-12 12:00:00,2,2021-12-01_2022-02-28
2021-12-12 18:00:00,2,2021-12-01_2022-02-28
2021-12-13 00:00:00,2,2021-12-01_2022-02-28
2021-12-13 06:00:00,2,2021-12-01_2022-02-28
2021-12-13 12:00:00,2,2021-12-01_2022-02-28
2021-12-13 18:00:00,2,2021-12-01_2022-02-28
2021-12-14 00:00:00,2,2021-12-01_2022-02-28
2021-12-14 06:00:00,2,2021-12-01_2022-02-28
2021-12-14 12:00:00,2,2021-12-01_2022-02-28
2021-12-14 18:00:00,2,2021-12-01_2022-02-28
2021-12-15 00:00:00,2,2021-12-01_2022-02-28
2021-12-15 06:00:00,2,2021-12-01_2022-02-28
2021-12-15 12:00:00,3,2021-12-01_2022-02-28
2021-12-15 18:00:00,3,2021-12-01_2022-02-28
2021-12-16 00:00:00,3,2021-12-01_2022-02-28
2021-12-16 06:00:00,3,2021-12-01_2022-02-28
2021-12-16 12:00:00,3,2021-12-01_2022-02-28
2021-12-16 18:00:00,3,2021-12-01_2022-02-28
2021-12-17 00:00:00,3,2021-12-01_2022-02-28
2021-12-17 06:00:00,3,2021-12-01_2022-02-28
2021-12-17 12:00:00,3,2021-12-01_2022-02-28
2021-12-17 18:00:00,3,2021-12-01_2022-02-28
2021-12-18 00:00:00,3,2021-12-01_2022-02-28
2021-12-18 06:00:00,3,2021-12-01_2022-02-28
2021-12-18 12:00:00,3,2021-12-01_2022-02-28
2021-12-18 18:00:00,3,2021-12-01_2022-02-28
2021-12-19 00:00:00,3,2021-12-01_2022-02-28
2021-12-19 06:00:00,3,2021-12-01_2022-02-28
2021-12-19 12:00:00,3,2021-12-01_2022-02-28
2021-12-19 18:00:00,3,2021-12-01_2022-02-28
2021-12-20 00:00:00,3,2021-12-01_2022-02-28
2021-12-20 06:00:00,3,2021-12-01_2022-02-28
2021-12-20 12:00:00,3,2021-12-01_2022-02-28
2021-12-20 18:00:00,3,2021-12-01_2022-02-28
2021-12-21 00:00:00,3,2021-12-01_2022-02-28
2021-12-21 06:00:00,3,2021-12-01_2022-02-28
2021-12-21 12:00:00,3,2021-12-01_2022-02-28
2021-12-21 18:00:00,3,2021-12-01_2022-02-28
2021-12-22 00:00:00,3,2021-12-01_2022-02-28
2021-12-22 06:00:00,3,2021-12-01_2022-02-28
2021-12-22 12:00:00,3,2021-12-01_2022-02-28
2021-12-22 18:00:00,3,2021-12-01_2022-02-28
2021-12-23 00:00:00,3,2021-12-01_2022-02-28
2021-12-23 06:00:00,3,2021-12-01_2022-02-28
2021-12-23 12:00:00,3,2021-12-01_2022-02-28
2021-12-23 18:00:00,3,2021-12-01_2022-02-28
2021-12-24 00:00:00,3,2021-12-01_2022-02-28
2021-12-24 06:00:00,3,2021-12-01_2022-02-28
2021-12-24 12:00:00,3,2021-12-01_2022-02-28
2021-12-24 18:00:00,3,2021-12-01_2022-02-28
2021-12-25 00:00:00,3,2021-12-01_2022-02-28
2021-12-25 06:00:00,3,2021-12-01_2022-02-28
2021-12-25 12:00:00,3,2021-12-01_2022-02-28
2021-12-25 18:00:00,3,2021-12-01_2022-02-28
2021-12-26 00:00:00,3,2021-12-01_2022-02-28
2021-12-26 06:00:00,3,2021-12-01_2022-02-28
2021-12-26 12:00:00,3,2021-12-01_2022-02-28
2021-12-26 18:00:00,3,2021-12-01_2022-02-28
2021-12-27 00:00:00,3,2021-12-01_2022-02-28
2021-12-27 06:00:00,3,2021-12-01_2022-02-28
2021-12-27 12:00:00,3,2021-12-01_2022-02-28
2021-12-27 18:00:00,3,2021-12-01_2022-02-28
2021-12-28 00:00:00,3,2021-12-01_2022-02-28
2021-12-28 06:00:00,3,2021-12-01_2022-02-28
2021-12-28 12:00:00,3,2021-12-01_2022-02-28
2021-12-28 18:00:00,3,2021-12-01_2022-02-28
2021-12-29 00:00:00,3,2021-12-01_2022-02-28
2021-12-29 06:00:00,3,2021-12-01_2022-02-28
2021-12-29 12:00:00,3,2021-12-01_2022-02-28
2021-12-29 18:00:00,3,2021-12-01_2022-02-28
2021-12-30 00:00:00,3,2021-12-01_2022-02-28
2021-12-30 06:00:00,3,2021-12-01_2022-02-28
2021-12-30 12:00:00,3,2021-12-01_2022-02-28
2021-12-30 18:00:00,3,2021-12-01_2022-02-28
2021-12-31 00:00:00,3,2021-12-01_2022-02-28
2021-12-31 06:00:00,3,2021-12-01_2022-02-28
2021-12-31 12:00:00,3,2021-12-01_2022-02-28
2021-12-31 18:00:00,3,2021-12-01_2022-02-28
2022-01-01 00:00:00,3,2021-12-01_2022-02-28
2022-01-01 06:00:00,3,2021-12-01_2022-02-28
2022-01-01 12:00:00,3,2021-12-01_2022-02-28
2022-01-01 18:00:00,3,2021-12-01_2022-02-28
2022-01-02 00:00:00,3,2021-12-01_2022-02-28
2022-01-02 06:00:00,3,2021-12-01_2022-02-28
2022-01-02 12:00:00,3,2021-12-01_2022-02-28
