window,model,lead,threshold,n_truth_blocked,fraction_truth_blocked
2018-09-01_2018-11-30,HRES,1 days,0.02,84,0.4666666666666667
2018-09-01_2018-11-30,HRES,1 days,0.05,71,0.39444444444444443
2018-09-01_2018-11-30,HRES,1 days,0.1,56,0.3111111111111111
2018-09-01_2018-11-30,HRES,1 days,0.2,16,0.08888888888888889
2018-09-01_2018-11-30,HRES,1 days,0.5,1,0.005555555555555556
2018-09-01_2018-11-30,HRES,3 days,0.02,80,0.45454545454545453
2018-09-01_2018-11-30,HRES,3 days,0.05,68,0.38636363636363635
2018-09-01_2018-11-30,HRES,3 days,0.1,54,0.3068181818181818
2018-09-01_2018-11-30,HRES,3 days,0.2,16,0.09090909090909091
2018-09-01_2018-11-30,HRES,3 days,0.5,1,0.005681818181818182
2018-09-01_2018-11-30,HRES,5 days,0.02,77,0.4476744186046512
2018-09-01_2018-11-30,HRES,5 days,0.05,65,0.37790697674418605
2018-09-01_2018-11-30,HRES,5 days,0.1,54,0.313953488372093
2018-09-01_2018-11-30,HRES,5 days,0.2,16,0.09302325581395349
2018-09-01_2018-11-30,HRES,5 days,0.5,1,0.005813953488372093
2018-09-01_2018-11-30,HRES,7 days,0.02,73,0.43452380952380953
2018-09-01_2018-11-30,HRES,7 days,0.05,61,0.3630952380952381
2018-09-01_2018-11-30,HRES,7 days,0.1,50,0.2976190476190476
2018-09-01_2018-11-30,HRES,7 days,0.2,16,0.09523809523809523
2018-09-01_2018-11-30,HRES,7 days,0.5,1,0.005952380952380952
2018-09-01_2018-11-30,GraphCast,1 days,0.02,0,
2018-09-01_2018-11-30,GraphCast,1 days,0.05,0,
2018-09-01_2018-11-30,GraphCast,1 days,0.1,0,
2018-09-01_2018-11-30,GraphCast,1 days,0.2,0,
2018-09-01_2018-11-30,GraphCast,1 days,0.5,0,
2018-09-01_2018-11-30,GraphCast,3 days,0.02,0,
2018-09-01_2018-11-30,GraphCast,3 days,0.05,0,
2018-09-01_2018-11-30,GraphCast,3 days,0.1,0,
2018-09-01_2018-11-30,GraphCast,3 days,0.2,0,
2018-09-01_2018-11-30,GraphCast,3 days,0.5,0,
2018-09-01_2018-11-30,GraphCast,5 days,0.02,0,
2018-09-01_2018-11-30,GraphCast,5 days,0.05,0,
2018-09-01_2018-11-30,GraphCast,5 days,0.1,0,
2018-09-01_2018-11-30,GraphCast,5 days,0.2,0,
2018-09-01_2018-11-30,GraphCast,5 days,0.5,0,
2018-09-01_2018-11-30,GraphCast,7 days,0.02,0,
2018-09-01_2018-11-30,GraphCast,7 days,0.05,0,
2018-09-01_2018-11-30,GraphCast,7 days,0.1,0,
2018-09-01_2018-11-30,GraphCast,7 days,0.2,0,
2018-09-01_2018-11-30,GraphCast,7 days,0.5,0,
2018-09-01_2018-11-30,NeuralGCM,1 days,0.02,0,
2018-09-01_2018-11-30,NeuralGCM,1 days,0.05,0,
2018-09-01_2018-11-30,NeuralGCM,1 days,0.1,0,
2018-09-01_2018-11-30,NeuralGCM,1 days,0.2,0,
2018-09-01_2018-11-30,NeuralGCM,1 days,0.5,0,
2018-09-01_2018-11-30,NeuralGCM,3 days,0.02,0,
2018-09-01_2018-11-30,NeuralGCM,3 days,0.05,0,
2018-09-01_2018-11-30,NeuralGCM,3 days,0.1,0,
2018-09-01_2018-11-30,NeuralGCM,3 days,0.2,0,
2018-09-01_2018-11-30,NeuralGCM,3 days,0.5,0,
2018-09-01_2018-11-30,NeuralGCM,5 days,0.02,0,
2018-09-01_2018-11-30,NeuralGCM,5 days,0.05,0,
2018-09-01_2018-11-30,NeuralGCM,5 days,0.1,0,
2018-09-01_2018-11-30,NeuralGCM,5 days,0.2,0,
2018-09-01_2018-11-30,NeuralGCM,5 days,0.5,0,
2018-09-01_2018-11-30,NeuralGCM,7 days,0.02,0,
2018-09-01_2018-11-30,NeuralGCM,7 days,0.05,0,
2018-09-01_2018-11-30,NeuralGCM,7 days,0.1,0,
2018-09-01_2018-11-30,NeuralGCM,7 days,0.2,0,
2018-09-01_2018-11-30,NeuralGCM,7 days,0.5,0,
