window,variable,model,lead,regime,metric,n,mean,ci_lo,ci_hi,median,std
2018-09-01_2018-11-30,z500,HRES,1 days,0,RMSE,44,47.247095827595324,46.19166885137075,48.28075481738689,46.94420770232289,2.333850257161616
2018-09-01_2018-11-30,z500,HRES,1 days,1,RMSE,72,46.43753014921688,45.74147368107848,47.00478207010422,46.413344888792636,2.0278388398061136
2018-09-01_2018-11-30,z500,HRES,1 days,2,RMSE,36,47.08771133013545,45.65031996713661,47.96262174952011,47.4388159171811,2.257933973574114
2018-09-01_2018-11-30,z500,HRES,1 days,3,RMSE,28,48.62732778183346,47.357695342543515,50.37321608547714,48.473578514350976,2.56640669729965
2018-09-01_2018-11-30,z500,HRES,3 days,0,RMSE,44,139.41052001448318,132.50484059636463,149.04478641025676,135.04511344897105,14.598094054101981
2018-09-01_2018-11-30,z500,HRES,3 days,1,RMSE,72,135.72394876368543,131.23439673102874,139.2235526227734,133.25474524220482,13.085635357244726
2018-09-01_2018-11-30,z500,HRES,3 days,2,RMSE,32,148.74758214462037,142.1998981445415,155.708641739223,148.27742974712092,13.570292871017433
2018-09-01_2018-11-30,z500,HRES,3 days,3,RMSE,28,139.42280190738336,133.94955204089595,146.36241048806252,136.65495878986502,10.03873754730806
2018-09-01_2018-11-30,z500,HRES,5 days,0,RMSE,44,312.663840486656,289.4584196265878,334.2406418139169,307.8822712640034,42.160456220021864
2018-09-01_2018-11-30,z500,HRES,5 days,1,RMSE,72,296.87408198406723,289.641417419503,305.5420320576608,294.4912570464387,25.663478786247232
2018-09-01_2018-11-30,z500,HRES,5 days,2,RMSE,28,317.04465605117286,298.70737953913135,337.5734895113783,317.17542320368807,33.82892178464327
2018-09-01_2018-11-30,z500,HRES,5 days,3,RMSE,28,297.74650048814055,284.46343831569897,308.71363974608477,297.90269226423834,21.443478718669983
2018-09-01_2018-11-30,z500,HRES,7 days,0,RMSE,44,538.0438858915077,507.9331560183073,560.697440841324,544.1856772719468,61.745132595988714
2018-09-01_2018-11-30,z500,HRES,7 days,1,RMSE,72,507.474372899406,488.8860264409348,523.142773155122,497.03695876718257,60.12738760540762
2018-09-01_2018-11-30,z500,HRES,7 days,2,RMSE,24,518.8746325677481,484.7880494891883,547.0687985886518,525.1618826814727,54.34690966237205
2018-09-01_2018-11-30,z500,HRES,7 days,3,RMSE,28,509.07633814460524,484.61002311276525,526.643965463806,509.9947110150192,46.640124536314154
2018-09-01_2018-11-30,z500,HRES,1 days,0,ACC,44,0.9983455869849158,0.9982647780251163,0.9984174498664595,0.9983774445362742,0.00017339079472684539
2018-09-01_2018-11-30,z500,HRES,1 days,1,ACC,72,0.9983846245577838,0.9983002289864756,0.998485214766693,0.9984329400952099,0.0002487975086551045
2018-09-01_2018-11-30,z500,HRES,1 days,2,ACC,36,0.9988222958972917,0.9986975409286255,0.9989122214042337,0.9988779532528043,0.00019190514122503557
2018-09-01_2018-11-30,z500,HRES,1 days,3,ACC,28,0.9989428442408428,0.9989106284360447,0.9989982583199908,0.9989433222565213,0.00011429459133332574
2018-09-01_2018-11-30,z500,HRES,3 days,0,ACC,44,0.9857563407684418,0.984750355061514,0.9865421129255644,0.9860805478277175,0.0020748905085353703
2018-09-01_2018-11-30,z500,HRES,3 days,1,ACC,72,0.9858817368046444,0.9849278546775233,0.9870668867448935,0.9867533188331389,0.0033290232076480454
2018-09-01_2018-11-30,z500,HRES,3 days,2,ACC,32,0.988142754265429,0.9866794434338644,0.9894399943389606,0.9876088763628689,0.0027167447173470877
2018-09-01_2018-11-30,z500,HRES,3 days,3,ACC,28,0.9908830577248444,0.9899873529590834,0.9919874861613961,0.9911943042589373,0.0015590703117394165
2018-09-01_2018-11-30,z500,HRES,5 days,0,ACC,44,0.9293516515752145,0.9233931107651505,0.9348966199050459,0.9312202329619301,0.013436084070646087
2018-09-01_2018-11-30,z500,HRES,5 days,1,ACC,72,0.9319517639786888,0.9273916061582209,0.9365961587146201,0.933516671427127,0.013359320659752915
2018-09-01_2018-11-30,z500,HRES,5 days,2,ACC,28,0.9451104619601196,0.9316893325884856,0.95418687274536,0.9440758175676056,0.016781182998539448
2018-09-01_2018-11-30,z500,HRES,5 days,3,ACC,28,0.9569224154838384,0.9540634328737829,0.9633695036259711,0.9578617061267515,0.009444607975659308
2018-09-01_2018-11-30,z500,HRES,7 days,0,ACC,44,0.793391759269602,0.7812195431877841,0.8040948393296685,0.7967472194787169,0.036212620041658934
2018-09-01_2018-11-30,z500,HRES,7 days,1,ACC,72,0.8035251404455033,0.7927419800147407,0.8168722708322844,0.8149431715996633,0.0446283856251293
2018-09-01_2018-11-30,z500,HRES,7 days,2,ACC,24,0.8513881031277212,0.8191347575729958,0.8773410070572537,0.8580096362678137,0.04341969745651267
2018-09-01_2018-11-30,z500,HRES,7 days,3,ACC,28,0.8700363296597731,0.8551599835951472,0.890466909388995,0.8789282965842027,0.03557310085666044
2018-09-01_2018-11-30,z500,HRES,1 days,0,MAE,44,34.47895185668562,33.7708333732438,35.12499823875431,34.40095627107592,1.6551488723357521
2018-09-01_2018-11-30,z500,HRES,1 days,1,MAE,72,34.29339246727271,33.797462094614495,34.73327428479303,34.31971483896652,1.4644001807278018
2018-09-01_2018-11-30,z500,HRES,1 days,2,MAE,36,34.5922890256276,33.60331123391067,35.16214884946572,34.66628483084762,1.4789517116021282
2018-09-01_2018-11-30,z500,HRES,1 days,3,MAE,28,36.05668460570452,35.421757802158275,37.003633423796536,35.84193119773738,1.7179609476220377
2018-09-01_2018-11-30,z500,HRES,3 days,0,MAE,44,88.15766173691128,84.19808026626885,92.66992605903803,87.09207163111927,7.49907923988116
2018-09-01_2018-11-30,z500,HRES,3 days,1,MAE,72,87.07174551950763,85.1250794751557,88.48264398011662,86.5839485633567,6.099901307945638
