window,variable,model,lead,regime,metric,n,mean,ci_lo,ci_hi,median,std
2021-03-01_2021-05-31,z500,HRES,1 days,0,RMSE,63,47.15322415374084,46.59419555892465,47.74178955843998,47.08217908286013,1.7919685198461437
2021-03-01_2021-05-31,z500,HRES,1 days,1,RMSE,40,47.63264892751552,46.34393413412872,49.307174132848544,46.96456074482292,3.061141390080546
2021-03-01_2021-05-31,z500,HRES,1 days,2,RMSE,31,47.432580776945436,46.22128351690965,48.494290582975076,47.507490087846385,2.1762472204965455
2021-03-01_2021-05-31,z500,HRES,1 days,3,RMSE,48,45.68646019781272,45.22317550149341,46.16857891347397,45.705740533545026,1.8553498479719563
2021-03-01_2021-05-31,z500,HRES,3 days,0,RMSE,59,147.0388165150945,142.6836040762098,151.84800181833202,147.31390070740747,13.102064971177244
2021-03-01_2021-05-31,z500,HRES,3 days,1,RMSE,40,147.36090966333745,141.48484687977742,152.76791804569277,146.2198230992069,12.900803849665085
2021-03-01_2021-05-31,z500,HRES,3 days,2,RMSE,31,147.79006137853983,142.72141118081024,153.55155357575018,146.62059622793842,10.149149362196537
2021-03-01_2021-05-31,z500,HRES,3 days,3,RMSE,48,142.302514505314,136.199320148106,147.10084574782178,141.3496182879151,13.195882006643997
2021-03-01_2021-05-31,z500,HRES,5 days,0,RMSE,55,329.51122601301773,317.6352024438214,345.9867951504266,320.97791270366037,40.26347892639081
2021-03-01_2021-05-31,z500,HRES,5 days,1,RMSE,40,342.4421291334343,323.49154142211296,357.78878977970885,343.2703306972188,42.800325784250965
2021-03-01_2021-05-31,z500,HRES,5 days,2,RMSE,31,340.365037738083,321.54243471878937,359.15275547662475,335.79261805903514,37.540473632379886
2021-03-01_2021-05-31,z500,HRES,5 days,3,RMSE,48,325.17798231079513,308.533878716528,339.8258200634099,324.1656087404694,35.3389008161244
2021-03-01_2021-05-31,z500,HRES,7 days,0,RMSE,51,565.473885547652,542.4641332079349,593.0068742323385,559.0351916518481,66.36514744810346
2021-03-01_2021-05-31,z500,HRES,7 days,1,RMSE,40,583.30112017534,563.153499170341,614.7147453831294,567.8944278735513,62.74012697662111
2021-03-01_2021-05-31,z500,HRES,7 days,2,RMSE,31,587.0515600291315,546.9503314152556,620.9550367676146,597.4088102952217,70.37496067532257
