window,model,lead,regime,mean_lagged_growth,mean_error_growth,n
2019-06-01_2019-08-31,HRES,1 days,0,360.0017925294673,49.179648347402726,56
2019-06-01_2019-08-31,HRES,1 days,1,329.2849887495656,47.99050884847556,47
2019-06-01_2019-08-31,HRES,1 days,2,337.78604589950777,48.22478973230397,37
2019-06-01_2019-08-31,HRES,1 days,3,371.188128672882,50.95385788474435,41
2019-06-01_2019-08-31,HRES,3 days,0,364.12867831015444,145.64740804995947,56
2019-06-01_2019-08-31,HRES,3 days,1,336.56434294111136,136.91686036273626,47
2019-06-01_2019-08-31,HRES,3 days,2,346.9649166893567,140.73726018798752,37
2019-06-01_2019-08-31,HRES,3 days,3,378.2872137471428,151.27768299069467,37
2019-06-01_2019-08-31,HRES,5 days,0,408.01498201867196,315.30580299137534,56
2019-06-01_2019-08-31,HRES,5 days,1,372.29090979977366,291.61110777221063,47
2019-06-01_2019-08-31,HRES,5 days,2,388.4713896000951,301.75913888682976,37
2019-06-01_2019-08-31,HRES,5 days,3,417.5562373994416,326.2329561881338,33
2019-06-01_2019-08-31,HRES,7 days,0,515.239272358339,529.5230896896788,56
2019-06-01_2019-08-31,HRES,7 days,1,478.7121070674676,494.3486150620663,47
2019-06-01_2019-08-31,HRES,7 days,2,494.17387787306154,490.5211278292794,37
2019-06-01_2019-08-31,HRES,7 days,3,531.9367691192377,570.4593182083916,29
