window,variable,model,lead,regime,metric,n,mean,ci_lo,ci_hi,median,std
2021-09-01_2021-11-30,z500,HRES,1 days,0,RMSE,29,46.282082321250506,45.629085840109916,47.18233442739776,46.38600849970691,2.0709344659969005
2021-09-01_2021-11-30,z500,HRES,1 days,1,RMSE,59,45.111284380658034,44.13676426722631,45.896232676500055,45.13000588356947,2.355165703161912
2021-09-01_2021-11-30,z500,HRES,1 days,2,RMSE,51,46.265076339195254,45.59370905598441,46.85451337822207,46.05492180347433,1.6767277602147947
2021-09-01_2021-11-30,z500,HRES,1 days,3,RMSE,41,46.336940243351556,44.89582937942618,48.38666092991266,45.740001298725886,3.2566193498037235
2021-09-01_2021-11-30,z500,HRES,3 days,0,RMSE,29,131.5499391802736,126.10151831074715,137.76519709842398,128.59943572633267,10.733905274368269
2021-09-01_2021-11-30,z500,HRES,3 days,1,RMSE,55,142.6032325024674,138.77240657428166,145.70252287386106,143.50229478013253,10.576945383651964
2021-09-01_2021-11-30,z500,HRES,3 days,2,RMSE,51,128.20762266917671,125.60141341618629,130.50994805886322,127.7675176693349,8.247849028087238
2021-09-01_2021-11-30,z500,HRES,3 days,3,RMSE,41,135.74256259868298,131.17665242906597,141.31215855796597,134.33344700948422,11.417401914698443
2021-09-01_2021-11-30,z500,HRES,5 days,0,RMSE,29,289.66109092030047,276.430676787653,306.63522775405147,283.4679767579224,27.468092891642836
2021-09-01_2021-11-30,z500,HRES,5 days,1,RMSE,51,312.3717190260314,292.32290733793275,330.7849970093467,313.2382911141708,42.384380174875616
2021-09-01_2021-11-30,z500,HRES,5 days,2,RMSE,51,277.5584409798565,266.4157077013864,289.81666088306184,277.7587469244928,25.535318890519957
2021-09-01_2021-11-30,z500,HRES,5 days,3,RMSE,41,295.3504171159178,280.44796956070564,311.1010856373586,294.22576097624983,30.833181580022597
2021-09-01_2021-11-30,z500,HRES,7 days,0,RMSE,29,519.8570153053925,497.1347804703594,540.735887402367,514.9271123046998,45.981024406129684
2021-09-01_2021-11-30,z500,HRES,7 days,1,RMSE,47,525.2811321893812,488.20434341042045,560.4754718526275,527.8061609958594,67.1188757315543
2021-09-01_2021-11-30,z500,HRES,7 days,2,RMSE,51,482.7749947972455,460.6877652718862,496.572248174581,481.2074447296856,45.65542325043977
