window,model,lead,regime,mean_lagged_growth,mean_error_growth,n
2021-06-01_2021-08-31,HRES,1 days,0,363.297145865694,46.995753091500255,56
2021-06-01_2021-08-31,HRES,1 days,1,347.06311610014825,46.766943381974905,54
2021-06-01_2021-08-31,HRES,1 days,2,352.33713763752405,46.47240035868962,34
2021-06-01_2021-08-31,HRES,1 days,3,348.52754583005606,45.91586171889562,37
2021-06-01_2021-08-31,HRES,3 days,0,369.4927889915402,141.49466168326416,56
2021-06-01_2021-08-31,HRES,3 days,1,349.9525565898854,139.67061920193186,54
2021-06-01_2021-08-31,HRES,3 days,2,356.78616839855755,140.21534897144133,34
2021-06-01_2021-08-31,HRES,3 days,3,353.1576548283516,145.77837757999058,33
2021-06-01_2021-08-31,HRES,5 days,0,414.8487911525347,320.74711264045203,56
2021-06-01_2021-08-31,HRES,5 days,1,390.3440171363386,306.2954675932596,54
2021-06-01_2021-08-31,HRES,5 days,2,401.7790954330278,309.4464767233268,34
2021-06-01_2021-08-31,HRES,5 days,3,395.47431682059,331.33133277289977,29
2021-06-01_2021-08-31,HRES,7 days,0,523.3237369193648,539.30590593682,56
2021-06-01_2021-08-31,HRES,7 days,1,486.78306320428976,502.17614690412967,54
2021-06-01_2021-08-31,HRES,7 days,2,502.4449795640908,525.2448756248128,34
2021-06-01_2021-08-31,HRES,7 days,3,498.9996750022178,521.4358796099764,25
