hits,misses,false_alarms,correct_negatives,POD,FAR,CSI,frequency_bias,truth_positive_count,forecast_positive_count,window,model,lead,sector
38,0,1,143,1.0,0.02564102564102564,0.9743589743589743,1.0263157894736843,38,39,2018-06-01_2018-08-31,HRES,1 days,EuroAtlantic
7,2,0,173,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,9,7,2018-06-01_2018-08-31,HRES,1 days,Pacific
31,3,6,138,0.9117647058823529,0.16216216216216217,0.775,1.088235294117647,34,37,2018-06-01_2018-08-31,HRES,3 days,EuroAtlantic
5,4,2,167,0.5555555555555556,0.2857142857142857,0.45454545454545453,0.7777777777777778,9,7,2018-06-01_2018-08-31,HRES,3 days,Pacific
23,7,9,135,0.7666666666666667,0.28125,0.5897435897435898,1.0666666666666667,30,32,2018-06-01_2018-08-31,HRES,5 days,EuroAtlantic
2,7,3,162,0.2222222222222222,0.6,0.16666666666666666,0.5555555555555556,9,5,2018-06-01_2018-08-31,HRES,5 days,Pacific
22,8,6,134,0.7333333333333333,0.21428571428571427,0.6111111111111112,0.9333333333333333,30,28,2018-06-01_2018-08-31,HRES,7 days,EuroAtlantic
1,8,4,157,0.1111111111111111,0.8,0.07692307692307693,0.5555555555555556,9,5,2018-06-01_2018-08-31,HRES,7 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,GraphCast,1 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,GraphCast,1 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,GraphCast,3 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,GraphCast,3 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,GraphCast,5 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,GraphCast,5 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,GraphCast,7 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,GraphCast,7 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,NeuralGCM,1 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,NeuralGCM,1 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,NeuralGCM,3 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,NeuralGCM,3 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,NeuralGCM,5 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,NeuralGCM,5 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,NeuralGCM,7 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,NeuralGCM,7 days,Pacific
