window,variable,model,lead,regime,metric,n,mean,ci_lo,ci_hi,median,std
2018-06-01_2018-08-31,z500,HRES,1 days,0,RMSE,47,49.80441043258604,48.78747106919829,50.77670714392483,49.7130934527859,2.334873682398062
2018-06-01_2018-08-31,z500,HRES,1 days,1,RMSE,59,48.96442884114897,48.328032050695455,49.53772371005384,48.60567776060013,2.142688136515922
2018-06-01_2018-08-31,z500,HRES,1 days,2,RMSE,29,50.5343864806393,49.03881654084693,52.02668639041844,50.28046003586139,2.9132573291535393
2018-06-01_2018-08-31,z500,HRES,1 days,3,RMSE,47,48.68262820587072,47.048009399837156,50.00620440835642,48.61723640959872,2.997565009816184
2018-06-01_2018-08-31,z500,HRES,3 days,0,RMSE,47,145.52656342021936,140.36587773984292,149.5258416582451,144.61595644026588,11.057346928834527
2018-06-01_2018-08-31,z500,HRES,3 days,1,RMSE,59,147.16216988518747,142.0202282394836,153.24149821116424,146.792706463027,13.698984324624066
2018-06-01_2018-08-31,z500,HRES,3 days,2,RMSE,25,160.31059922855914,143.97983275678558,173.70474881486115,153.34998118370694,21.783093863843757
2018-06-01_2018-08-31,z500,HRES,3 days,3,RMSE,47,143.2654144394979,137.36422499168162,148.73580744711055,141.88485388564013,11.457092573569497
2018-06-01_2018-08-31,z500,HRES,5 days,0,RMSE,47,306.8391689943255,293.981424769964,317.56689385202804,307.2886241452641,28.363780698644508
2018-06-01_2018-08-31,z500,HRES,5 days,1,RMSE,59,323.4087702209211,308.1437311524902,338.13945629435904,313.07267386839976,37.03193886330191
2018-06-01_2018-08-31,z500,HRES,5 days,2,RMSE,21,354.24138462414834,315.65951129926106,387.1378316844196,342.8165977352141,53.69507745263756
2018-06-01_2018-08-31,z500,HRES,5 days,3,RMSE,47,323.5873808861678,314.08028244315244,331.6948268278276,321.33796575359645,29.19988779262921
2018-06-01_2018-08-31,z500,HRES,7 days,0,RMSE,47,516.0476291719884,492.2803050805763,531.0608456916214,514.0517365480365,55.0967305500637
2018-06-01_2018-08-31,z500,HRES,7 days,1,RMSE,59,539.3784640638405,514.4989889003203,566.2888196506674,531.1523846312055,65.01522042774837
2018-06-01_2018-08-31,z500,HRES,7 days,2,RMSE,17,569.07203825775,530.830950924551,597.040446358024,570.6535830128256,57.24160468513643
2018-06-01_2018-08-31,z500,HRES,7 days,3,RMSE,47,524.8976576793722,510.26365749284076,538.5887313454884,526.1786330780031,43.72008282925033
2018-06-01_2018-08-31,z500,HRES,1 days,0,ACC,47,0.9979258476972036,0.9978294806144944,0.9979942073892601,0.9979727234419505,0.00021657063043032027
2018-06-01_2018-08-31,z500,HRES,1 days,1,ACC,59,0.9976882569613366,0.9974808005802123,0.9978891655148375,0.9977618505636731,0.0003932961169578819
2018-06-01_2018-08-31,z500,HRES,1 days,2,ACC,29,0.9982140901192134,0.9981214104067075,0.9982747587306182,0.9982094328277081,0.00021173083954647705
2018-06-01_2018-08-31,z500,HRES,1 days,3,ACC,47,0.9977780498783232,0.9976132395742449,0.9979146770193311,0.997724515946845,0.0003530968743322814
2018-06-01_2018-08-31,z500,HRES,3 days,0,ACC,47,0.9821932288056839,0.9811478521147046,0.9832163650390321,0.9826198577103946,0.0026443274619257586
2018-06-01_2018-08-31,z500,HRES,3 days,1,ACC,59,0.9788459116718694,0.9770356719553982,0.9803910151850326,0.9789881557744806,0.004064789168982081
2018-06-01_2018-08-31,z500,HRES,3 days,2,ACC,25,0.9810372825671023,0.9778489395059676,0.984347975120009,0.9827484717500473,0.005112510798943598
2018-06-01_2018-08-31,z500,HRES,3 days,3,ACC,47,0.9805958416009893,0.9786618285755383,0.9820873658711678,0.9812352742844459,0.004240235698922837
2018-06-01_2018-08-31,z500,HRES,5 days,0,ACC,47,0.9218977728181522,0.9157506300052547,0.9271049500766853,0.9242305282938398,0.01331016065032141
2018-06-01_2018-08-31,z500,HRES,5 days,1,ACC,59,0.8951368416193757,0.8804824661372309,0.9070753304043612,0.9002246702170315,0.029893183593465655
2018-06-01_2018-08-31,z500,HRES,5 days,2,ACC,21,0.9048875807164181,0.8861028867654845,0.9272270306752487,0.9120735676786536,0.029565950884086672
2018-06-01_2018-08-31,z500,HRES,5 days,3,ACC,47,0.9015702503614328,0.8915361086948201,0.9086757719857158,0.9078677701163519,0.022452579468710248
2018-06-01_2018-08-31,z500,HRES,7 days,0,ACC,47,0.780375325926869,0.7656885080861985,0.799285949051748,0.7811562841849978,0.04735755631035981
2018-06-01_2018-08-31,z500,HRES,7 days,1,ACC,59,0.7114944412787158,0.6811495832014567,0.7391027289171935,0.7192935430639001,0.0755424298647275
2018-06-01_2018-08-31,z500,HRES,7 days,2,ACC,17,0.7577415143392374,0.7270261587392358,0.8003805975918156,0.7608388082510974,0.05803209156469396
2018-06-01_2018-08-31,z500,HRES,7 days,3,ACC,47,0.7410981590845451,0.7165601149487688,0.757997837603949,0.7442981184273038,0.05242044350628603
2018-06-01_2018-08-31,z500,HRES,1 days,0,MAE,47,36.83080038542417,36.09972229193098,37.535146961896615,37.00356020919441,1.6492961610405992
2018-06-01_2018-08-31,z500,HRES,1 days,1,MAE,59,35.9115330986623,35.51761565539985,36.35726532483793,35.78964132397487,1.573621363886151
2018-06-01_2018-08-31,z500,HRES,1 days,2,MAE,29,37.281059495412805,36.32303017430094,38.25875412418,36.96277984249404,2.0789436817709275
2018-06-01_2018-08-31,z500,HRES,1 days,3,MAE,47,36.02099650126164,34.75716826637034,36.934572719981105,35.72650313331868,2.2526597872187115
2018-06-01_2018-08-31,z500,HRES,3 days,0,MAE,47,92.45828962900086,90.0391293321548,94.26723888817058,91.69803305742589,5.125472128134324
2018-06-01_2018-08-31,z500,HRES,3 days,1,MAE,59,90.87206120245153,88.64225074656616,93.47437486250179,89.4323706689939,6.067672951198577
2018-06-01_2018-08-31,z500,HRES,3 days,2,MAE,25,99.8126042584721,91.75260853782484,106.30681017658108,97.74126625406466,10.667550226172636
2018-06-01_2018-08-31,z500,HRES,3 days,3,MAE,47,90.85477536092479,87.07729963728237,93.86864059976637,90.42694489909913,6.595878435049427
2018-06-01_2018-08-31,z500,HRES,5 days,0,MAE,47,181.97670803019517,176.5613741369238,186.42526076040443,182.31769856567547,12.14074490095763
2018-06-01_2018-08-31,z500,HRES,5 days,1,MAE,59,186.84880588028105,180.27843046903268,193.79521669950847,182.54130453599444,17.3528713836058
2018-06-01_2018-08-31,z500,HRES,5 days,2,MAE,21,207.90759589565027,187.87434768342945,224.54036425856546,201.4609517546127,29.77072286424284
2018-06-01_2018-08-31,z500,HRES,5 days,3,MAE,47,190.80649855372886,184.20559934752285,197.13409660007252,189.2760130832426,16.38242462039271
2018-06-01_2018-08-31,z500,HRES,7 days,0,MAE,47,300.2175566507902,285.95041630710585,308.85246679602847,301.02763494596206,29.38756030544572
2018-06-01_2018-08-31,z500,HRES,7 days,1,MAE,59,309.9975997303708,298.63609076786577,323.1753133589452,308.6990037862548,30.39009479050848
2018-06-01_2018-08-31,z500,HRES,7 days,2,MAE,17,336.62205217957296,312.3233826591256,353.3406998618046,340.04527659649153,35.2018443927994
2018-06-01_2018-08-31,z500,HRES,7 days,3,MAE,47,305.54211424223763,297.08011077371157,313.5047607193447,307.9369153019543,23.51750744328453
2018-06-01_2018-08-31,z500,HRES,1 days,0,BIAS,47,-1.8642589293556218,-3.328424585493895,-0.3647585623102573,-1.6195289834307092,2.9100658953773424
2018-06-01_2018-08-31,z500,HRES,1 days,1,BIAS,59,-1.5532235441295021,-2.4508592496999895,-0.6320129380325268,-1.7605239434019044,2.2146782963991023
2018-06-01_2018-08-31,z500,HRES,1 days,2,BIAS,29,-3.265862868262146,-4.263363737302744,-1.730580545381321,-3.2256977858462283,2.648227801473012
2018-06-01_2018-08-31,z500,HRES,1 days,3,BIAS,47,-2.160945389295867,-2.769043623608318,-1.4726597100946293,-2.177641878920037,2.0919145653770324
2018-06-01_2018-08-31,z500,HRES,3 days,0,BIAS,47,-8.173373411281014,-10.484941742174234,-5.241065357323349,-9.057804067584236,4.934893881781078
2018-06-01_2018-08-31,z500,HRES,3 days,1,BIAS,59,-5.745235956941032,-7.959828041271125,-3.3801626310248354,-6.560011822880741,5.1389491237326155
2018-06-01_2018-08-31,z500,HRES,3 days,2,BIAS,25,-8.45818258888254,-10.21973389860336,-5.949981591075066,-8.026676556213555,3.313022510626211
2018-06-01_2018-08-31,z500,HRES,3 days,3,BIAS,47,-5.265842466261888,-6.515708675036318,-3.9199866066863116,-5.523376648822178,3.058776207142446
2018-06-01_2018-08-31,z500,HRES,5 days,0,BIAS,47,-13.482786776800499,-17.366556824599073,-9.451816370657033,-13.630268290642276,7.026029400904384
2018-06-01_2018-08-31,z500,HRES,5 days,1,BIAS,59,-9.386738881390446,-12.518737598592812,-5.506141259846026,-8.69357582427801,7.413353404845199
2018-06-01_2018-08-31,z500,HRES,5 days,2,BIAS,21,-10.832849970558451,-14.971753230843998,-6.305054163072829,-9.012921250377026,5.778461540987436
2018-06-01_2018-08-31,z500,HRES,5 days,3,BIAS,47,-5.238115442344668,-7.704763295470175,-2.00836313257986,-5.876980948194175,6.135107278111839
2018-06-01_2018-08-31,z500,HRES,7 days,0,BIAS,47,-14.729810123508454,-21.033229067600846,-8.124414207121559,-14.419684472595147,11.902272090034797
2018-06-01_2018-08-31,z500,HRES,7 days,1,BIAS,59,-11.60583895015246,-15.85910661773223,-7.251016840731143,-13.25887222079366,9.433446200014714
2018-06-01_2018-08-31,z500,HRES,7 days,2,BIAS,17,-8.518899974620107,-13.080614071439955,-2.330022052202337,-5.412789981232144,9.47874199206607
2018-06-01_2018-08-31,z500,HRES,7 days,3,BIAS,47,-4.3305854472797165,-8.086539634200925,0.6589042059299794,-4.432795856949897,9.037988315174669
2018-06-01_2018-08-31,t850,HRES,1 days,0,RMSE,47,0.762617913674782,0.7513965139778837,0.7737583112099974,0.7553384162766469,0.02532243152302208
2018-06-01_2018-08-31,t850,HRES,1 days,1,RMSE,59,0.7501619347263642,0.7360370250236098,0.7645535536014659,0.7450065627699843,0.032294009423450364
2018-06-01_2018-08-31,t850,HRES,1 days,2,RMSE,29,0.7549640705893891,0.7365792011961153,0.7818137401454425,0.7485580243847773,0.03429198573941382
2018-06-01_2018-08-31,t850,HRES,1 days,3,RMSE,47,0.7297042303846607,0.719486830896957,0.7377781187640184,0.726987676401892,0.024149028519879177
2018-06-01_2018-08-31,t850,HRES,3 days,0,RMSE,47,1.255775161548375,1.2344026530132444,1.2778031536422791,1.2521073537115621,0.050657669525771526
2018-06-01_2018-08-31,t850,HRES,3 days,1,RMSE,59,1.2105680067679994,1.188015134958971,1.2360954848106407,1.203829703725082,0.05733035300877395
2018-06-01_2018-08-31,t850,HRES,3 days,2,RMSE,25,1.294631156533064,1.2664862745671357,1.3313207511505099,1.2927639735158654,0.06288645813116467
2018-06-01_2018-08-31,t850,HRES,3 days,3,RMSE,47,1.1788227320766231,1.1531868597118353,1.1985423117602694,1.1840954581114063,0.04969145690388264
2018-06-01_2018-08-31,t850,HRES,5 days,0,RMSE,47,1.9000338767874565,1.8509025741215945,1.9397862891092477,1.8805215780595084,0.09723038776939487
2018-06-01_2018-08-31,t850,HRES,5 days,1,RMSE,59,1.906106225791848,1.8421447050496522,1.9697972639822194,1.8957579416609942,0.1506986854358765
2018-06-01_2018-08-31,t850,HRES,5 days,2,RMSE,21,2.044093833951699,1.9630731730803388,2.102362760390933,2.059966156638079,0.11025861890341296
2018-06-01_2018-08-31,t850,HRES,5 days,3,RMSE,47,1.8638137311576628,1.8024278642011058,1.9139026610049843,1.9057010540606485,0.12005122682428403
2018-06-01_2018-08-31,t850,HRES,7 days,0,RMSE,47,2.6882123502637834,2.6108410166270346,2.749311895878908,2.688916270496256,0.1816398989090934
2018-06-01_2018-08-31,t850,HRES,7 days,1,RMSE,59,2.7157055808778034,2.629313420927601,2.817664583795701,2.684399974847831,0.22299556838767431
2018-06-01_2018-08-31,t850,HRES,7 days,2,RMSE,17,2.867223887911231,2.764108475014703,2.9369859031521406,2.908374515250758,0.18173481655853255
2018-06-01_2018-08-31,t850,HRES,7 days,3,RMSE,47,2.646429403587031,2.6048932049164013,2.6808019754185852,2.654579477431347,0.1361443591107318
2018-06-01_2018-08-31,t850,HRES,1 days,0,ACC,47,0.9724106679771221,0.9712608881587672,0.9738443023973704,0.9729437310663818,0.002732809052174613
2018-06-01_2018-08-31,t850,HRES,1 days,1,ACC,59,0.9702355224915421,0.9686968413763267,0.971944505232434,0.9708671186300962,0.0034038947303061157
2018-06-01_2018-08-31,t850,HRES,1 days,2,ACC,29,0.9785010678862328,0.9753654109178354,0.980729443686552,0.9775839205274874,0.003956887445978526
2018-06-01_2018-08-31,t850,HRES,1 days,3,ACC,47,0.9709618523979653,0.9695780861030034,0.9721827571475756,0.9706194136129026,0.0028766589917921426
2018-06-01_2018-08-31,t850,HRES,3 days,0,ACC,47,0.9254098978672215,0.9213768351855584,0.9295826682667292,0.9254629148205641,0.008483400368904753
2018-06-01_2018-08-31,t850,HRES,3 days,1,ACC,59,0.9221292571112021,0.9185271873548108,0.9257572304038567,0.9238459650502567,0.008275310188157222
2018-06-01_2018-08-31,t850,HRES,3 days,2,ACC,25,0.9355114951440988,0.9294756426452141,0.9388199768479147,0.9379743401985943,0.008555997923344586
2018-06-01_2018-08-31,t850,HRES,3 days,3,ACC,47,0.9240020685523195,0.919763394581265,0.9267801184507638,0.9234117244888559,0.009272050014788683
2018-06-01_2018-08-31,t850,HRES,5 days,0,ACC,47,0.8300960628400694,0.81970605332613,0.8419940858850135,0.8290375421034171,0.023188963808974967
2018-06-01_2018-08-31,t850,HRES,5 days,1,ACC,59,0.804706725491246,0.7900523242480554,0.8182794998493312,0.8068263734282475,0.032336243837748704
2018-06-01_2018-08-31,t850,HRES,5 days,2,ACC,21,0.8343321392339375,0.8256823181852723,0.8429975225745509,0.8352860235753291,0.015575379461685784
2018-06-01_2018-08-31,t850,HRES,5 days,3,ACC,47,0.8118224797993514,0.7990711107864772,0.821672140129046,0.8162245017732458,0.028534477780011204
