hits,misses,false_alarms,correct_negatives,POD,FAR,CSI,frequency_bias,truth_positive_count,forecast_positive_count,window,model,lead,sector
27,2,1,148,0.9310344827586207,0.03571428571428571,0.9,0.9655172413793104,29,28,2020-12-01_2021-02-28,HRES,1 days,EuroAtlantic
2,1,0,175,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,3,2,2020-12-01_2021-02-28,HRES,1 days,Pacific
27,1,2,144,0.9642857142857143,0.06896551724137931,0.9,1.0357142857142858,28,29,2020-12-01_2021-02-28,HRES,3 days,EuroAtlantic
0,3,0,171,0.0,0.0,0.0,0.0,3,0,2020-12-01_2021-02-28,HRES,3 days,Pacific
23,4,7,136,0.8518518518518519,0.23333333333333334,0.6764705882352942,1.1111111111111112,27,30,2020-12-01_2021-02-28,HRES,5 days,EuroAtlantic
1,2,1,166,0.3333333333333333,0.5,0.25,0.6666666666666666,3,2,2020-12-01_2021-02-28,HRES,5 days,Pacific
19,4,16,127,0.8260869565217391,0.45714285714285713,0.48717948717948717,1.5217391304347827,23,35,2020-12-01_2021-02-28,HRES,7 days,EuroAtlantic
0,3,2,161,0.0,1.0,0.0,0.6666666666666666,3,2,2020-12-01_2021-02-28,HRES,7 days,Pacific
26,1,1,96,0.9629629629629629,0.037037037037037035,0.9285714285714286,1.0,27,27,2020-12-01_2021-02-28,GraphCast,1 days,EuroAtlantic
0,0,0,124,0.0,0.0,0.0,0.0,0,0,2020-12-01_2021-02-28,GraphCast,1 days,Pacific
25,1,4,94,0.9615384615384616,0.13793103448275862,0.8333333333333334,1.1153846153846154,26,29,2020-12-01_2021-02-28,GraphCast,3 days,EuroAtlantic
0,0,0,124,0.0,0.0,0.0,0.0,0,0,2020-12-01_2021-02-28,GraphCast,3 days,Pacific
24,1,4,95,0.96,0.14285714285714285,0.8275862068965517,1.12,25,28,2020-12-01_2021-02-28,GraphCast,5 days,EuroAtlantic
0,0,0,124,0.0,0.0,0.0,0.0,0,0,2020-12-01_2021-02-28,GraphCast,5 days,Pacific
18,3,5,98,0.8571428571428571,0.21739130434782608,0.6923076923076923,1.0952380952380953,21,23,2020-12-01_2021-02-28,GraphCast,7 days,EuroAtlantic
1,0,1,122,1.0,0.5,0.5,2.0,1,2,2020-12-01_2021-02-28,GraphCast,7 days,Pacific
16,0,0,46,1.0,0.0,1.0,1.0,16,16,2020-12-01_2021-02-28,NeuralGCM,1 days,EuroAtlantic
0,0,0,62,0.0,0.0,0.0,0.0,0,0,2020-12-01_2021-02-28,NeuralGCM,1 days,Pacific
16,1,0,45,0.9411764705882353,0.0,0.9411764705882353,0.9411764705882353,17,16,2020-12-01_2021-02-28,NeuralGCM,3 days,EuroAtlantic
0,0,0,62,0.0,0.0,0.0,0.0,0,0,2020-12-01_2021-02-28,NeuralGCM,3 days,Pacific
18,2,0,42,0.9,0.0,0.9,0.9,20,18,2020-12-01_2021-02-28,NeuralGCM,5 days,EuroAtlantic
0,0,0,62,0.0,0.0,0.0,0.0,0,0,2020-12-01_2021-02-28,NeuralGCM,5 days,Pacific
17,3,4,38,0.85,0.19047619047619047,0.7083333333333334,1.05,20,21,2020-12-01_2021-02-28,NeuralGCM,7 days,EuroAtlantic
0,0,0,62,0.0,0.0,0.0,0.0,0,0,2020-12-01_2021-02-28,NeuralGCM,7 days,Pacific
