window,model,lead,regime,mean_lagged_growth,mean_error_growth,n
2021-12-01_2022-02-28,HRES,1 days,0,392.63937359263167,46.29119943805516,36
2021-12-01_2022-02-28,HRES,1 days,1,371.7143914382729,46.76234097107131,76
2021-12-01_2022-02-28,HRES,1 days,2,423.94245397288586,48.555713280516,26
2021-12-01_2022-02-28,HRES,1 days,3,354.5876795577476,47.1804112303423,39
2021-12-01_2022-02-28,HRES,3 days,0,392.4872515273653,133.1856379705934,36
2021-12-01_2022-02-28,HRES,3 days,1,371.25740602152257,136.14942773345055,76
2021-12-01_2022-02-28,HRES,3 days,2,425.5120017246376,141.37667741020513,22
2021-12-01_2022-02-28,HRES,3 days,3,357.55995477267464,140.99153933843345,39
2021-12-01_2022-02-28,HRES,5 days,0,418.201139739611,280.77403250100116,36
2021-12-01_2022-02-28,HRES,5 days,1,402.0289854360382,294.84412912576323,76
2021-12-01_2022-02-28,HRES,5 days,2,443.9447687536728,305.58154249890396,18
2021-12-01_2022-02-28,HRES,5 days,3,398.71105176117106,307.8192705083393,39
2021-12-01_2022-02-28,HRES,7 days,0,480.7572116474113,487.6737123301878,36
2021-12-01_2022-02-28,HRES,7 days,1,495.6449884129107,499.9367737607267,76
2021-12-01_2022-02-28,HRES,7 days,2,527.604242989824,511.5613867083164,14
2021-12-01_2022-02-28,HRES,7 days,3,506.6976618015821,519.4879770333696,39
