window,variable,model,lead,regime,metric,n,mean,ci_lo,ci_hi,median,std
2020-03-01_2020-05-31,z500,HRES,1 days,0,RMSE,47,46.93757423927096,45.668647774273936,47.91550139568741,46.31823514671251,2.5904332997978323
2020-03-01_2020-05-31,z500,HRES,1 days,1,RMSE,55,49.328222080990955,48.63595637959137,49.85491418415055,48.957065420855194,2.0250620195503855
2020-03-01_2020-05-31,z500,HRES,1 days,2,RMSE,48,47.14481732337858,46.21718306961306,48.15126226228936,46.776712104564325,2.2566950772123366
2020-03-01_2020-05-31,z500,HRES,1 days,3,RMSE,32,47.59942911103109,46.93520535804749,48.18180573434501,47.3409842072526,1.6108609215160314
2020-03-01_2020-05-31,z500,HRES,3 days,0,RMSE,47,143.46712332067582,138.73637633178797,148.7490140354667,144.71564500962083,13.838777109030119
2020-03-01_2020-05-31,z500,HRES,3 days,1,RMSE,51,142.56080625567435,137.7892747825243,148.88500181548392,140.29500956484745,15.388340536715623
2020-03-01_2020-05-31,z500,HRES,3 days,2,RMSE,48,141.39296751061377,135.2537187738969,147.93564141299103,140.48715582366788,12.548990521823773
2020-03-01_2020-05-31,z500,HRES,3 days,3,RMSE,32,142.86988891304597,139.7333551474474,146.0421285949272,142.05697486057608,10.260706932509722
2020-03-01_2020-05-31,z500,HRES,5 days,0,RMSE,47,335.01453052890605,319.8641932810313,349.79197540387014,330.250214179983,41.30370356026208
2020-03-01_2020-05-31,z500,HRES,5 days,1,RMSE,47,318.8007150879099,303.50621417854575,334.9303339817976,312.2694886747572,41.30314586531729
2020-03-01_2020-05-31,z500,HRES,5 days,2,RMSE,48,307.0477707647081,296.0854192388935,319.15317034096415,306.18393699171384,29.495073119725863
2020-03-01_2020-05-31,z500,HRES,5 days,3,RMSE,32,334.7605092555434,314.95357909894966,350.31554496922615,327.006549861817,46.863627249930445
2020-03-01_2020-05-31,z500,HRES,7 days,0,RMSE,47,573.9559882505165,554.0908009029713,601.5180723464975,569.490802676367,62.449615798593165
2020-03-01_2020-05-31,z500,HRES,7 days,1,RMSE,43,550.6389821161877,522.3689666926645,582.8411787702113,550.8719979783291,73.11730086096254
2020-03-01_2020-05-31,z500,HRES,7 days,2,RMSE,48,534.6635578370651,515.6167672474537,547.2753667069591,531.3044963127111,56.113371559846236
2020-03-01_2020-05-31,z500,HRES,7 days,3,RMSE,32,598.5765306794046,574.0739205031737,616.7702749727154,584.8294083931801,71.32394104172697
