window,variable,model,lead,wavenumber,spectral_retention,spectral_rmse
2020-03-01_2020-05-31,z500,HRES,1 days,0.5,0.917766700859875,0.013636372880053049
2020-03-01_2020-05-31,z500,HRES,1 days,1.5,0.9915312405373917,230688.2758829053
2020-03-01_2020-05-31,z500,HRES,1 days,2.5,0.9938766733804364,120183.06089364023
2020-03-01_2020-05-31,z500,HRES,1 days,3.5,0.9863050738102189,107360.36152142774
2020-03-01_2020-05-31,z500,HRES,1 days,4.5,0.9895275047108018,85500.9930155632
2020-03-01_2020-05-31,z500,HRES,1 days,5.5,0.987079733951653,71792.46326627812
2020-03-01_2020-05-31,z500,HRES,1 days,6.5,0.9910920359548844,64733.15183913157
2020-03-01_2020-05-31,z500,HRES,1 days,7.5,0.9900035336843453,53929.114162965874
2020-03-01_2020-05-31,z500,HRES,1 days,8.5,0.9905167509429468,47616.30512801125
2020-03-01_2020-05-31,z500,HRES,1 days,9.5,0.9930874344572391,42378.23034268151
2020-03-01_2020-05-31,z500,HRES,1 days,10.5,0.9910021662946378,36623.345590661
2020-03-01_2020-05-31,z500,HRES,1 days,11.5,0.993155647816523,33958.291266536304
2020-03-01_2020-05-31,z500,HRES,1 days,12.5,0.9972105711570275,29893.121436913923
2020-03-01_2020-05-31,z500,HRES,1 days,13.5,1.0047064483761647,27092.58454476431
2020-03-01_2020-05-31,z500,HRES,1 days,14.5,1.0104888380294736,24779.897324858663
2020-03-01_2020-05-31,z500,HRES,1 days,15.5,1.0131079189754582,22378.767887910755
2020-03-01_2020-05-31,z500,HRES,1 days,16.5,1.0127439321902991,20539.602177857945
2020-03-01_2020-05-31,z500,HRES,1 days,17.5,1.0103732127604665,18687.787057211073
2020-03-01_2020-05-31,z500,HRES,1 days,18.5,1.009297153398057,17157.483917677884
2020-03-01_2020-05-31,z500,HRES,1 days,19.5,1.0103677559120645,15903.234549354493
2020-03-01_2020-05-31,z500,HRES,1 days,20.5,1.0059771478522976,14737.10420301425
2020-03-01_2020-05-31,z500,HRES,1 days,21.5,1.0074602951878318,13537.141512902443
2020-03-01_2020-05-31,z500,HRES,1 days,22.5,1.0075405686168613,12660.899983803856
2020-03-01_2020-05-31,z500,HRES,1 days,23.5,1.007195024879042,11590.123311660964
2020-03-01_2020-05-31,z500,HRES,1 days,24.5,1.0096705026486485,10855.141377411044
2020-03-01_2020-05-31,z500,HRES,1 days,25.5,1.010081817139965,10200.3454466242
2020-03-01_2020-05-31,z500,HRES,1 days,26.5,1.0116912893067702,9358.831964974348
2020-03-01_2020-05-31,z500,HRES,1 days,27.5,1.0108325260672921,8869.744038489416
2020-03-01_2020-05-31,z500,HRES,1 days,28.5,1.0124702923640863,8366.001722643965
2020-03-01_2020-05-31,z500,HRES,1 days,29.5,1.0107946673368748,7744.919580728407
2020-03-01_2020-05-31,z500,HRES,1 days,30.5,1.0096423940724144,7399.5337227034515
2020-03-01_2020-05-31,z500,HRES,1 days,31.5,1.0105637741831375,6882.435225256595
2020-03-01_2020-05-31,z500,HRES,1 days,32.5,1.0141036370780387,6568.879976019327
2020-03-01_2020-05-31,z500,HRES,1 days,33.5,1.0147775840972177,6192.259956751306
2020-03-01_2020-05-31,z500,HRES,1 days,34.5,1.0149623210737422,5870.346912856235
2020-03-01_2020-05-31,z500,HRES,1 days,35.5,1.015909483858376,5593.3255040515
2020-03-01_2020-05-31,z500,HRES,1 days,36.5,1.0162492824916571,5247.748162026618
2020-03-01_2020-05-31,z500,HRES,1 days,37.5,1.0148417502615237,5105.513240174745
2020-03-01_2020-05-31,z500,HRES,1 days,38.5,1.0156798524557624,4766.174809586351
2020-03-01_2020-05-31,z500,HRES,1 days,39.5,1.0157675736819798,4606.189134756218
2020-03-01_2020-05-31,z500,HRES,1 days,40.5,1.017935975878153,4430.755750012279
2020-03-01_2020-05-31,z500,HRES,1 days,41.5,1.016330528192002,4163.46772179771
2020-03-01_2020-05-31,z500,HRES,1 days,42.5,1.016578804661508,4004.723338794967
2020-03-01_2020-05-31,z500,HRES,1 days,43.5,1.0156722795452682,3802.0234907199624
2020-03-01_2020-05-31,z500,HRES,1 days,44.5,1.0148076310350729,3646.7327892470307
2020-03-01_2020-05-31,z500,HRES,1 days,45.5,1.0163684317026784,3521.925973601823
2020-03-01_2020-05-31,z500,HRES,1 days,46.5,1.0174437872877053,3338.4235630526086
2020-03-01_2020-05-31,z500,HRES,1 days,47.5,1.0197377441477973,3252.4936007416045
2020-03-01_2020-05-31,z500,HRES,1 days,48.5,1.0183679992381696,3092.241131461773
2020-03-01_2020-05-31,z500,HRES,1 days,49.5,1.0174869049742437,3017.898385888268
2020-03-01_2020-05-31,z500,HRES,1 days,50.5,1.0156500565035094,2881.906764915455
2020-03-01_2020-05-31,z500,HRES,1 days,51.5,1.0172459324671024,2784.2395851145525
2020-03-01_2020-05-31,z500,HRES,1 days,52.5,1.0160994422485472,2703.2183207411485
2020-03-01_2020-05-31,z500,HRES,1 days,53.5,1.0167962607508694,2573.631074967212
2020-03-01_2020-05-31,z500,HRES,1 days,54.5,1.01663002059909,2545.4006381372305
