window,model,lead,threshold,n_truth_blocked,fraction_truth_blocked
2018-12-01_2019-02-28,HRES,1 days,0.02,76,0.42696629213483145
2018-12-01_2019-02-28,HRES,1 days,0.05,63,0.3539325842696629
2018-12-01_2019-02-28,HRES,1 days,0.1,46,0.25842696629213485
2018-12-01_2019-02-28,HRES,1 days,0.2,24,0.1348314606741573
2018-12-01_2019-02-28,HRES,1 days,0.5,0,0.0
2018-12-01_2019-02-28,HRES,3 days,0.02,74,0.42528735632183906
2018-12-01_2019-02-28,HRES,3 days,0.05,61,0.3505747126436782
2018-12-01_2019-02-28,HRES,3 days,0.1,46,0.26436781609195403
2018-12-01_2019-02-28,HRES,3 days,0.2,24,0.13793103448275862
2018-12-01_2019-02-28,HRES,3 days,0.5,0,0.0
2018-12-01_2019-02-28,HRES,5 days,0.02,74,0.43529411764705883
2018-12-01_2019-02-28,HRES,5 days,0.05,61,0.3588235294117647
2018-12-01_2019-02-28,HRES,5 days,0.1,46,0.27058823529411763
2018-12-01_2019-02-28,HRES,5 days,0.2,24,0.1411764705882353
2018-12-01_2019-02-28,HRES,5 days,0.5,0,0.0
2018-12-01_2019-02-28,HRES,7 days,0.02,74,0.4457831325301205
2018-12-01_2019-02-28,HRES,7 days,0.05,61,0.3674698795180723
2018-12-01_2019-02-28,HRES,7 days,0.1,46,0.27710843373493976
2018-12-01_2019-02-28,HRES,7 days,0.2,24,0.14457831325301204
2018-12-01_2019-02-28,HRES,7 days,0.5,0,0.0
2018-12-01_2019-02-28,GraphCast,1 days,0.02,0,
2018-12-01_2019-02-28,GraphCast,1 days,0.05,0,
2018-12-01_2019-02-28,GraphCast,1 days,0.1,0,
2018-12-01_2019-02-28,GraphCast,1 days,0.2,0,
2018-12-01_2019-02-28,GraphCast,1 days,0.5,0,
2018-12-01_2019-02-28,GraphCast,3 days,0.02,0,
2018-12-01_2019-02-28,GraphCast,3 days,0.05,0,
2018-12-01_2019-02-28,GraphCast,3 days,0.1,0,
2018-12-01_2019-02-28,GraphCast,3 days,0.2,0,
2018-12-01_2019-02-28,GraphCast,3 days,0.5,0,
2018-12-01_2019-02-28,GraphCast,5 days,0.02,0,
2018-12-01_2019-02-28,GraphCast,5 days,0.05,0,
2018-12-01_2019-02-28,GraphCast,5 days,0.1,0,
2018-12-01_2019-02-28,GraphCast,5 days,0.2,0,
2018-12-01_2019-02-28,GraphCast,5 days,0.5,0,
2018-12-01_2019-02-28,GraphCast,7 days,0.02,0,
2018-12-01_2019-02-28,GraphCast,7 days,0.05,0,
2018-12-01_2019-02-28,GraphCast,7 days,0.1,0,
2018-12-01_2019-02-28,GraphCast,7 days,0.2,0,
2018-12-01_2019-02-28,GraphCast,7 days,0.5,0,
2018-12-01_2019-02-28,NeuralGCM,1 days,0.02,0,
2018-12-01_2019-02-28,NeuralGCM,1 days,0.05,0,
2018-12-01_2019-02-28,NeuralGCM,1 days,0.1,0,
2018-12-01_2019-02-28,NeuralGCM,1 days,0.2,0,
2018-12-01_2019-02-28,NeuralGCM,1 days,0.5,0,
2018-12-01_2019-02-28,NeuralGCM,3 days,0.02,0,
2018-12-01_2019-02-28,NeuralGCM,3 days,0.05,0,
2018-12-01_2019-02-28,NeuralGCM,3 days,0.1,0,
2018-12-01_2019-02-28,NeuralGCM,3 days,0.2,0,
2018-12-01_2019-02-28,NeuralGCM,3 days,0.5,0,
2018-12-01_2019-02-28,NeuralGCM,5 days,0.02,0,
2018-12-01_2019-02-28,NeuralGCM,5 days,0.05,0,
2018-12-01_2019-02-28,NeuralGCM,5 days,0.1,0,
2018-12-01_2019-02-28,NeuralGCM,5 days,0.2,0,
2018-12-01_2019-02-28,NeuralGCM,5 days,0.5,0,
2018-12-01_2019-02-28,NeuralGCM,7 days,0.02,0,
2018-12-01_2019-02-28,NeuralGCM,7 days,0.05,0,
2018-12-01_2019-02-28,NeuralGCM,7 days,0.1,0,
2018-12-01_2019-02-28,NeuralGCM,7 days,0.2,0,
2018-12-01_2019-02-28,NeuralGCM,7 days,0.5,0,
