window,variable,model,lead,regime,metric,n,mean,ci_lo,ci_hi,median,std
2021-06-01_2021-08-31,z500,HRES,1 days,0,RMSE,56,46.995753091500255,46.29133839468482,47.93692189302114,46.93021618127837,2.1146714685561587
2021-06-01_2021-08-31,z500,HRES,1 days,1,RMSE,54,46.766943381974905,45.494688662837284,47.933841094511315,47.22152465845923,2.661286855308402
2021-06-01_2021-08-31,z500,HRES,1 days,2,RMSE,34,46.47240035868962,45.48477401009604,47.317005492663924,46.30863850149156,2.016287688556756
2021-06-01_2021-08-31,z500,HRES,1 days,3,RMSE,38,45.91586171889562,45.17635743697326,46.639179158800445,46.28429705514757,1.9504383758371369
2021-06-01_2021-08-31,z500,HRES,3 days,0,RMSE,56,141.49466168326416,135.1304288936114,146.99859177132257,140.65714952145441,13.762613232669835
2021-06-01_2021-08-31,z500,HRES,3 days,1,RMSE,54,139.67061920193186,135.03906230646874,145.82881762017155,136.52901594288085,14.717482498700736
2021-06-01_2021-08-31,z500,HRES,3 days,2,RMSE,34,140.21534897144133,132.89152913964912,145.5202371972739,139.11768514736377,12.810620560784427
2021-06-01_2021-08-31,z500,HRES,3 days,3,RMSE,34,145.77837757999058,139.01840761311317,156.4073450671125,141.91179774549738,17.865036080013073
2021-06-01_2021-08-31,z500,HRES,5 days,0,RMSE,56,320.74711264045203,296.28895546005356,343.8326068640374,316.64159918184026,50.679242846584536
2021-06-01_2021-08-31,z500,HRES,5 days,1,RMSE,54,306.2954675932596,293.13515413104665,321.69330980517833,300.32802253378065,41.95384784944603
2021-06-01_2021-08-31,z500,HRES,5 days,2,RMSE,34,309.4464767233268,289.69926089703785,323.7405959245006,306.24107112083857,38.347812170654656
2021-06-01_2021-08-31,z500,HRES,5 days,3,RMSE,30,331.33133277289977,324.5057689966775,341.73438176157964,331.0091958269249,28.326550628523364
2021-06-01_2021-08-31,z500,HRES,7 days,0,RMSE,56,539.30590593682,496.63162234092744,590.4242707749219,516.2244539171646,91.993466091114
2021-06-01_2021-08-31,z500,HRES,7 days,1,RMSE,54,502.17614690412967,482.55409323644335,526.9252975742977,502.10472321495445,55.37681186674781
2021-06-01_2021-08-31,z500,HRES,7 days,2,RMSE,34,525.2448756248128,497.93632981738364,547.6059490681847,518.7983478593619,59.64767712410962
2021-06-01_2021-08-31,z500,HRES,7 days,3,RMSE,26,521.4358796099764,504.6051232347256,544.3540199917644,511.9557842792706,53.48208842508765
2021-06-01_2021-08-31,z500,HRES,1 days,0,ACC,56,0.9979061906961001,0.9977906803834141,0.9979983369160121,0.9979561803070873,0.00023491002307251502
2021-06-01_2021-08-31,z500,HRES,1 days,1,ACC,54,0.9976619054926511,0.9974665576536855,0.9978931352117311,0.9977626793742222,0.0004334766516710746
2021-06-01_2021-08-31,z500,HRES,1 days,2,ACC,34,0.9983235797926554,0.9981599302773154,0.9985014919981885,0.9983204476429441,0.0002857792958521569
2021-06-01_2021-08-31,z500,HRES,1 days,3,ACC,38,0.9982049035485715,0.998016932478198,0.9983284960774783,0.9982209610211958,0.000271908750280025
2021-06-01_2021-08-31,z500,HRES,3 days,0,ACC,56,0.9807106291016519,0.9794234274221598,0.982295911100649,0.9813798461214155,0.0038294503881309058
2021-06-01_2021-08-31,z500,HRES,3 days,1,ACC,54,0.9790591207564968,0.9774687899626499,0.9804901198278486,0.9789777154973467,0.004042202594113658
2021-06-01_2021-08-31,z500,HRES,3 days,2,ACC,34,0.9843775646192059,0.9822934358280617,0.9869584032872586,0.9851827908814942,0.00428649216085384
2021-06-01_2021-08-31,z500,HRES,3 days,3,ACC,34,0.9811186590469598,0.9775791890832527,0.9831801754055474,0.9829915635849895,0.0055231724512005
2021-06-01_2021-08-31,z500,HRES,5 days,0,ACC,56,0.8998951052005497,0.8865738272766153,0.9132590533176038,0.9034674367610172,0.030316774945220535
2021-06-01_2021-08-31,z500,HRES,5 days,1,ACC,54,0.8995781835081986,0.889758431124251,0.9085887510747352,0.9029428378658723,0.027102642942351148
2021-06-01_2021-08-31,z500,HRES,5 days,2,ACC,34,0.9215117963238686,0.9086163500094658,0.9380170288026036,0.9233143927350891,0.027091282348746297
2021-06-01_2021-08-31,z500,HRES,5 days,3,ACC,30,0.9023513023679226,0.8926515877688214,0.9085747003112534,0.899670882021812,0.0188371813637673
