window,variable,model,lead,rmse_mean,acc_mean,mae_mean,bias_mean,n_valid_times
2021-06-01_2021-08-31,z500,HRES,1 days,46.6046234794733,0.9979740528757184,34.63811687438562,0.10061111822895925,182
2021-06-01_2021-08-31,z500,HRES,3 days,141.51517524671797,0.9809879739055786,89.19025608134137,-0.7304447785683625,178
2021-06-01_2021-08-31,z500,HRES,5 days,315.8788146533415,0.9044441836018546,183.0263400219077,-1.3630206189105905,174
2021-06-01_2021-08-31,z500,HRES,7 days,521.9664782728703,0.7422716758454888,301.45588210428326,-2.636670351746776,170
2021-06-01_2021-08-31,z500,GraphCast,1 days,,,,,0
2021-06-01_2021-08-31,z500,GraphCast,3 days,,,,,0
2021-06-01_2021-08-31,z500,GraphCast,5 days,,,,,0
2021-06-01_2021-08-31,z500,GraphCast,7 days,,,,,0
2021-06-01_2021-08-31,z500,NeuralGCM,1 days,,,,,0
2021-06-01_2021-08-31,z500,NeuralGCM,3 days,,,,,0
2021-06-01_2021-08-31,z500,NeuralGCM,5 days,,,,,0
2021-06-01_2021-08-31,z500,NeuralGCM,7 days,,,,,0
2021-06-01_2021-08-31,t850,HRES,1 days,0.7408851458056275,0.9734628049182599,0.51506199032185,0.0422559147468923,182
2021-06-01_2021-08-31,t850,HRES,3 days,1.214601568364305,0.9283390264699879,0.8261921008922538,0.058604752837878644,178
2021-06-01_2021-08-31,t850,HRES,5 days,1.8994720981370505,0.8242810521398798,1.2383503212192035,0.04734566850799027,174
2021-06-01_2021-08-31,t850,HRES,7 days,2.663871460638872,0.6535113220478668,1.723699662206315,0.03493139591550276,170
2021-06-01_2021-08-31,t850,GraphCast,1 days,,,,,0
2021-06-01_2021-08-31,t850,GraphCast,3 days,,,,,0
2021-06-01_2021-08-31,t850,GraphCast,5 days,,,,,0
2021-06-01_2021-08-31,t850,GraphCast,7 days,,,,,0
2021-06-01_2021-08-31,t850,NeuralGCM,1 days,,,,,0
2021-06-01_2021-08-31,t850,NeuralGCM,3 days,,,,,0
2021-06-01_2021-08-31,t850,NeuralGCM,5 days,,,,,0
2021-06-01_2021-08-31,t850,NeuralGCM,7 days,,,,,0
2021-06-01_2021-08-31,u850,HRES,1 days,1.322309477274833,0.9715797427826608,0.9730702965389574,0.041687415697975426,182
2021-06-01_2021-08-31,u850,HRES,3 days,2.431650662876588,0.9028742070409805,1.694482036078726,0.041526146303731325,178
2021-06-01_2021-08-31,u850,HRES,5 days,3.843359994508322,0.7564234599091868,2.6066817123010835,0.017161640124662664,174
2021-06-01_2021-08-31,u850,HRES,7 days,5.168286265116767,0.5578414605013187,3.5163015029387594,-0.020810790152895737,170
2021-06-01_2021-08-31,u850,GraphCast,1 days,,,,,0
2021-06-01_2021-08-31,u850,GraphCast,3 days,,,,,0
2021-06-01_2021-08-31,u850,GraphCast,5 days,,,,,0
2021-06-01_2021-08-31,u850,GraphCast,7 days,,,,,0
2021-06-01_2021-08-31,u850,NeuralGCM,1 days,,,,,0
2021-06-01_2021-08-31,u850,NeuralGCM,3 days,,,,,0
2021-06-01_2021-08-31,u850,NeuralGCM,5 days,,,,,0
2021-06-01_2021-08-31,u850,NeuralGCM,7 days,,,,,0
2021-06-01_2021-08-31,v850,HRES,1 days,1.3435554825900051,0.9673262009739224,0.983183737521018,-0.026087497581719125,182
2021-06-01_2021-08-31,v850,HRES,3 days,2.4457795224576118,0.8912174768325397,1.6770501803445872,0.037704376878169854,178
2021-06-01_2021-08-31,v850,HRES,5 days,3.8616794616481203,0.7277451467427966,2.566612152403161,0.0038530581284940014,174
2021-06-01_2021-08-31,v850,HRES,7 days,5.162840169260981,0.5154022719525841,3.4354225091455968,0.014514440762833397,170
2021-06-01_2021-08-31,v850,GraphCast,1 days,,,,,0
2021-06-01_2021-08-31,v850,GraphCast,3 days,,,,,0
2021-06-01_2021-08-31,v850,GraphCast,5 days,,,,,0
2021-06-01_2021-08-31,v850,GraphCast,7 days,,,,,0
2021-06-01_2021-08-31,v850,NeuralGCM,1 days,,,,,0
2021-06-01_2021-08-31,v850,NeuralGCM,3 days,,,,,0
2021-06-01_2021-08-31,v850,NeuralGCM,5 days,,,,,0
2021-06-01_2021-08-31,v850,NeuralGCM,7 days,,,,,0
2021-06-01_2021-08-31,mslp,HRES,1 days,61.34122978832902,0.995588710261711,43.41692619501796,1.2171555926387394,182
2021-06-01_2021-08-31,mslp,HRES,3 days,154.557561761004,0.9719399277972203,95.85882246177333,0.753192752784493,178
2021-06-01_2021-08-31,mslp,HRES,5 days,322.4086449233699,0.8768374163396089,186.79675160627272,0.45270719449354474,174
2021-06-01_2021-08-31,mslp,HRES,7 days,515.2874956478947,0.6876031181763453,296.8198978654056,0.33338860232361134,170
2021-06-01_2021-08-31,mslp,GraphCast,1 days,,,,,0
2021-06-01_2021-08-31,mslp,GraphCast,3 days,,,,,0
2021-06-01_2021-08-31,mslp,GraphCast,5 days,,,,,0
2021-06-01_2021-08-31,mslp,GraphCast,7 days,,,,,0
