window,variable,model,lead,wavenumber,spectral_retention,spectral_rmse
2021-06-01_2021-08-31,z500,HRES,1 days,0.5,0.7491889759100271,0.016547982465400242
2021-06-01_2021-08-31,z500,HRES,1 days,1.5,0.99549202821874,227547.8850657776
2021-06-01_2021-08-31,z500,HRES,1 days,2.5,1.0014442125318248,106434.08170957417
2021-06-01_2021-08-31,z500,HRES,1 days,3.5,0.9974868246303442,102713.35063591583
2021-06-01_2021-08-31,z500,HRES,1 days,4.5,1.0022761986572912,83406.40815234846
2021-06-01_2021-08-31,z500,HRES,1 days,5.5,1.000605966359154,75888.96122371481
2021-06-01_2021-08-31,z500,HRES,1 days,6.5,1.0100150544558022,67847.8148324993
2021-06-01_2021-08-31,z500,HRES,1 days,7.5,1.001177782111191,53690.926529508055
2021-06-01_2021-08-31,z500,HRES,1 days,8.5,1.0063718672001378,47966.47332392847
2021-06-01_2021-08-31,z500,HRES,1 days,9.5,1.003941303907761,42661.889011338324
2021-06-01_2021-08-31,z500,HRES,1 days,10.5,1.002200875617015,37676.76871047915
2021-06-01_2021-08-31,z500,HRES,1 days,11.5,1.0076440487788494,35539.68526152798
2021-06-01_2021-08-31,z500,HRES,1 days,12.5,1.0111917634529193,30960.06164459378
2021-06-01_2021-08-31,z500,HRES,1 days,13.5,1.0147275925635018,27424.796357039893
2021-06-01_2021-08-31,z500,HRES,1 days,14.5,1.0119766449005847,25346.73488358175
2021-06-01_2021-08-31,z500,HRES,1 days,15.5,1.0099561007873428,23198.477041587434
2021-06-01_2021-08-31,z500,HRES,1 days,16.5,1.0118390954580943,21488.893811118745
2021-06-01_2021-08-31,z500,HRES,1 days,17.5,1.012543214108947,19381.6692213511
2021-06-01_2021-08-31,z500,HRES,1 days,18.5,1.0133845095113612,17727.65108259941
2021-06-01_2021-08-31,z500,HRES,1 days,19.5,1.015191404794203,16383.783598593003
2021-06-01_2021-08-31,z500,HRES,1 days,20.5,1.014268534197613,15318.33384521038
2021-06-01_2021-08-31,z500,HRES,1 days,21.5,1.0101166084819084,13848.053129441654
2021-06-01_2021-08-31,z500,HRES,1 days,22.5,1.0123911635080463,13103.414187936365
2021-06-01_2021-08-31,z500,HRES,1 days,23.5,1.012393693649484,12175.369941925763
2021-06-01_2021-08-31,z500,HRES,1 days,24.5,1.013429884681585,11206.611466404946
2021-06-01_2021-08-31,z500,HRES,1 days,25.5,1.0127161100081854,10450.489713904773
2021-06-01_2021-08-31,z500,HRES,1 days,26.5,1.0127961644845211,9694.659558672654
2021-06-01_2021-08-31,z500,HRES,1 days,27.5,1.0150373122696195,9226.877675411835
2021-06-01_2021-08-31,z500,HRES,1 days,28.5,1.0135468231779943,8655.91008689139
2021-06-01_2021-08-31,z500,HRES,1 days,29.5,1.0156843890112572,8098.986392761159
2021-06-01_2021-08-31,z500,HRES,1 days,30.5,1.0177064435355248,7666.005692601093
2021-06-01_2021-08-31,z500,HRES,1 days,31.5,1.0182051470576026,7147.509525930223
2021-06-01_2021-08-31,z500,HRES,1 days,32.5,1.0181581839217904,6807.072846319967
2021-06-01_2021-08-31,z500,HRES,1 days,33.5,1.0178383321303113,6420.8587641778295
2021-06-01_2021-08-31,z500,HRES,1 days,34.5,1.018460432155326,6093.411799761385
2021-06-01_2021-08-31,z500,HRES,1 days,35.5,1.018710665926713,5922.939149940691
2021-06-01_2021-08-31,z500,HRES,1 days,36.5,1.0199952563719088,5497.563787574595
2021-06-01_2021-08-31,z500,HRES,1 days,37.5,1.0183051883194165,5261.09961435344
2021-06-01_2021-08-31,z500,HRES,1 days,38.5,1.0173784493819495,4924.308933365125
2021-06-01_2021-08-31,z500,HRES,1 days,39.5,1.017098548975648,4730.319883837465
2021-06-01_2021-08-31,z500,HRES,1 days,40.5,1.0181556995174794,4573.675340351029
2021-06-01_2021-08-31,z500,HRES,1 days,41.5,1.0170004210574215,4292.744397172273
2021-06-01_2021-08-31,z500,HRES,1 days,42.5,1.0184766323839105,4174.969839042955
2021-06-01_2021-08-31,z500,HRES,1 days,43.5,1.01864637088968,3934.4152806618195
2021-06-01_2021-08-31,z500,HRES,1 days,44.5,1.0182225979471198,3804.2442399528372
2021-06-01_2021-08-31,z500,HRES,1 days,45.5,1.018984508300079,3685.629045012838
2021-06-01_2021-08-31,z500,HRES,1 days,46.5,1.017825738891789,3484.0402232658553
2021-06-01_2021-08-31,z500,HRES,1 days,47.5,1.0176826298201633,3401.8023982640248
2021-06-01_2021-08-31,z500,HRES,1 days,48.5,1.0180070617075039,3238.3681488723287
2021-06-01_2021-08-31,z500,HRES,1 days,49.5,1.0187656036268742,3157.8696903121077
2021-06-01_2021-08-31,z500,HRES,1 days,50.5,1.0179609780741767,3015.7506785762566
2021-06-01_2021-08-31,z500,HRES,1 days,51.5,1.01766709411444,2914.923232834959
2021-06-01_2021-08-31,z500,HRES,1 days,52.5,1.0174737409916412,2862.1736772674426
2021-06-01_2021-08-31,z500,HRES,1 days,53.5,1.017411778706018,2724.7651803442964
2021-06-01_2021-08-31,z500,HRES,1 days,54.5,1.0177862347241386,2669.447293048595
2021-06-01_2021-08-31,z500,HRES,1 days,55.5,1.0180276495413634,2555.2850765935514
2021-06-01_2021-08-31,z500,HRES,1 days,56.5,1.0189545241230828,2517.68630632777
2021-06-01_2021-08-31,z500,HRES,1 days,57.5,1.0183821242873243,2430.973515675554
2021-06-01_2021-08-31,z500,HRES,1 days,58.5,1.0182764913702949,2382.2818713891734
2021-06-01_2021-08-31,z500,HRES,1 days,59.5,1.0188798550593114,2330.8832153426088
2021-06-01_2021-08-31,z500,HRES,1 days,60.5,1.017992836751331,2225.6978709157374
2021-06-01_2021-08-31,z500,HRES,1 days,61.5,1.0512865027625276,1841.6542673142962
2021-06-01_2021-08-31,z500,HRES,1 days,62.5,1.0562508596052063,1766.178141426182
2021-06-01_2021-08-31,z500,HRES,1 days,63.5,1.0501035183105365,1728.6433599291408
2021-06-01_2021-08-31,z500,HRES,1 days,64.5,1.0524274039198123,1706.0693051908254
