window,variable,model,lead,rmse_mean,acc_mean,mae_mean,bias_mean,n_valid_times
2019-09-01_2019-11-30,u850,GraphCast,7 days,4.332728421932906,0.5240213443011624,2.9145675329410095,0.03637292962707647,16
2019-09-01_2019-11-30,u850,NeuralGCM,1 days,,,,,0
2019-09-01_2019-11-30,u850,NeuralGCM,3 days,,,,,0
2019-09-01_2019-11-30,u850,NeuralGCM,5 days,,,,,0
2019-09-01_2019-11-30,u850,NeuralGCM,7 days,,,,,0
2019-09-01_2019-11-30,v850,HRES,1 days,1.3134670071450776,0.9717035791186163,0.9615914389224173,-0.016548396536925077,180
2019-09-01_2019-11-30,v850,HRES,3 days,2.354072087168387,0.9079120987276729,1.6186760699419727,0.005929737147524907,176
2019-09-01_2019-11-30,v850,HRES,5 days,3.6850214392743332,0.7719716620498946,2.472935893004308,-0.030957429482757006,172
2019-09-01_2019-11-30,v850,HRES,7 days,5.063528268008303,0.5684819065138582,3.3941440707276223,-0.019449307462368077,168
2019-09-01_2019-11-30,v850,GraphCast,1 days,0.9858977608829316,0.9810078526108406,0.7190565506020727,-0.0058496231544897465,28
2019-09-01_2019-11-30,v850,GraphCast,3 days,1.9138955639410458,0.9248230695959766,1.309094388562116,0.0039382474260339145,24
2019-09-01_2019-11-30,v850,GraphCast,5 days,3.091128992458841,0.7964292158868836,2.0351740361195456,0.02209093739576016,20
2019-09-01_2019-11-30,v850,GraphCast,7 days,4.373102089319826,0.5647656504239871,2.8324471409972247,0.006050140772170802,16
2019-09-01_2019-11-30,v850,NeuralGCM,1 days,,,,,0
2019-09-01_2019-11-30,v850,NeuralGCM,3 days,,,,,0
2019-09-01_2019-11-30,v850,NeuralGCM,5 days,,,,,0
2019-09-01_2019-11-30,v850,NeuralGCM,7 days,,,,,0
2019-09-01_2019-11-30,mslp,HRES,1 days,61.055897331030096,0.9963179068063428,44.115206680285446,-1.7798247245065113,180
2019-09-01_2019-11-30,mslp,HRES,3 days,146.14080439002944,0.9786193530505617,93.91480398373886,-1.1005372209664455,176
2019-09-01_2019-11-30,mslp,HRES,5 days,298.5100604319122,0.9099607098222247,181.70036928318785,-0.29017565885065844,172
2019-09-01_2019-11-30,mslp,HRES,7 days,490.96977512043384,0.7579847145177647,294.9104078265283,1.0901358814142954,168
2019-09-01_2019-11-30,mslp,GraphCast,1 days,44.46677763351909,0.997272673997171,32.68778592709401,-1.8726420139793132,28
2019-09-01_2019-11-30,mslp,GraphCast,3 days,126.21295592154286,0.9771555134366583,80.09967213801396,-2.6269326360305496,24
2019-09-01_2019-11-30,mslp,GraphCast,5 days,268.0124001619186,0.8923533809974558,160.0103165664691,-1.7964448586228439,20
2019-09-01_2019-11-30,mslp,GraphCast,7 days,444.20282376700607,0.6681368964616198,265.42449289723396,-0.8149797415981617,16
