window,variable,model,lead,regime,metric,n,mean,ci_lo,ci_hi,median,std
2019-09-01_2019-11-30,z500,HRES,1 days,0,RMSE,37,45.03022352218691,44.00307888285125,46.48545103802552,44.40925653177527,2.4543231892987594
2019-09-01_2019-11-30,z500,HRES,1 days,1,RMSE,45,47.10582195176207,46.503556706997195,47.75053115733202,47.18559202219531,1.8860619510425323
2019-09-01_2019-11-30,z500,HRES,1 days,2,RMSE,51,46.58766074558867,46.06929260388249,47.11588948511041,46.76237929390917,1.6357882202638068
2019-09-01_2019-11-30,z500,HRES,1 days,3,RMSE,47,45.579921992147675,44.56024966342979,46.36475957236962,45.41750087444176,2.3103467574141305
2019-09-01_2019-11-30,z500,HRES,3 days,0,RMSE,37,126.06588265664969,123.2462365162078,130.08945847759955,126.886142468017,6.8831808981073666
2019-09-01_2019-11-30,z500,HRES,3 days,1,RMSE,41,136.96582213393944,129.47660511684253,146.55906291167673,134.93480432224663,14.908249541279693
2019-09-01_2019-11-30,z500,HRES,3 days,2,RMSE,51,134.82239902683196,131.92566636686558,137.98619806624595,132.38855700604466,9.742819037183367
2019-09-01_2019-11-30,z500,HRES,3 days,3,RMSE,47,138.6560801164801,132.3212812535224,143.9509060288071,138.9426357938042,13.81956364741745
2019-09-01_2019-11-30,z500,HRES,5 days,0,RMSE,37,276.9875079763732,263.0906450852102,289.9603198114454,277.1226781939035,27.999963656635313
2019-09-01_2019-11-30,z500,HRES,5 days,1,RMSE,37,308.7339843923446,285.79283691000904,335.1190834067151,308.3845848790629,43.9694165848498
2019-09-01_2019-11-30,z500,HRES,5 days,2,RMSE,51,289.1036783352847,276.0187467846108,300.2194799204358,287.02884698979807,27.047185697295685
2019-09-01_2019-11-30,z500,HRES,5 days,3,RMSE,47,309.874788298545,293.9436889094627,331.52891526687165,306.0095086941115,42.878006896228975
2019-09-01_2019-11-30,z500,HRES,7 days,0,RMSE,37,477.53543002661644,441.8599506428662,506.05664313264276,469.0289908917377,58.41026293521566
2019-09-01_2019-11-30,z500,HRES,7 days,1,RMSE,33,511.9443094588834,477.02565288011004,549.1304134702638,506.11042946102134,71.60490811791153
2019-09-01_2019-11-30,z500,HRES,7 days,2,RMSE,51,494.13727165489183,474.9887090285947,512.9469627168079,498.16568390376375,47.559787805464374
2019-09-01_2019-11-30,z500,HRES,7 days,3,RMSE,47,526.2496423302081,496.1308372851296,559.5293174109407,521.022697236834,63.840482404711224
2019-09-01_2019-11-30,z500,GraphCast,1 days,2,RMSE,28,36.6297377371692,36.02728003533811,37.1215501443338,36.587780583619164,1.4163549770046993
