window,model,lead,threshold,n_truth_blocked,fraction_truth_blocked
2019-06-01_2019-08-31,HRES,1 days,0.02,100,0.5494505494505495
2019-06-01_2019-08-31,HRES,1 days,0.05,91,0.5
2019-06-01_2019-08-31,HRES,1 days,0.1,66,0.3626373626373626
2019-06-01_2019-08-31,HRES,1 days,0.2,12,0.06593406593406594
2019-06-01_2019-08-31,HRES,1 days,0.5,0,0.0
2019-06-01_2019-08-31,HRES,3 days,0.02,99,0.5561797752808989
2019-06-01_2019-08-31,HRES,3 days,0.05,90,0.5056179775280899
2019-06-01_2019-08-31,HRES,3 days,0.1,66,0.3707865168539326
2019-06-01_2019-08-31,HRES,3 days,0.2,12,0.06741573033707865
2019-06-01_2019-08-31,HRES,3 days,0.5,0,0.0
2019-06-01_2019-08-31,HRES,5 days,0.02,95,0.5459770114942529
2019-06-01_2019-08-31,HRES,5 days,0.05,86,0.4942528735632184
2019-06-01_2019-08-31,HRES,5 days,0.1,65,0.3735632183908046
2019-06-01_2019-08-31,HRES,5 days,0.2,12,0.06896551724137931
2019-06-01_2019-08-31,HRES,5 days,0.5,0,0.0
2019-06-01_2019-08-31,HRES,7 days,0.02,91,0.5352941176470588
2019-06-01_2019-08-31,HRES,7 days,0.05,82,0.4823529411764706
2019-06-01_2019-08-31,HRES,7 days,0.1,61,0.3588235294117647
2019-06-01_2019-08-31,HRES,7 days,0.2,12,0.07058823529411765
2019-06-01_2019-08-31,HRES,7 days,0.5,0,0.0
2019-06-01_2019-08-31,GraphCast,1 days,0.02,0,
2019-06-01_2019-08-31,GraphCast,1 days,0.05,0,
2019-06-01_2019-08-31,GraphCast,1 days,0.1,0,
2019-06-01_2019-08-31,GraphCast,1 days,0.2,0,
2019-06-01_2019-08-31,GraphCast,1 days,0.5,0,
2019-06-01_2019-08-31,GraphCast,3 days,0.02,0,
2019-06-01_2019-08-31,GraphCast,3 days,0.05,0,
2019-06-01_2019-08-31,GraphCast,3 days,0.1,0,
2019-06-01_2019-08-31,GraphCast,3 days,0.2,0,
2019-06-01_2019-08-31,GraphCast,3 days,0.5,0,
2019-06-01_2019-08-31,GraphCast,5 days,0.02,0,
2019-06-01_2019-08-31,GraphCast,5 days,0.05,0,
2019-06-01_2019-08-31,GraphCast,5 days,0.1,0,
2019-06-01_2019-08-31,GraphCast,5 days,0.2,0,
2019-06-01_2019-08-31,GraphCast,5 days,0.5,0,
2019-06-01_2019-08-31,GraphCast,7 days,0.02,0,
2019-06-01_2019-08-31,GraphCast,7 days,0.05,0,
2019-06-01_2019-08-31,GraphCast,7 days,0.1,0,
2019-06-01_2019-08-31,GraphCast,7 days,0.2,0,
2019-06-01_2019-08-31,GraphCast,7 days,0.5,0,
2019-06-01_2019-08-31,NeuralGCM,1 days,0.02,0,
2019-06-01_2019-08-31,NeuralGCM,1 days,0.05,0,
2019-06-01_2019-08-31,NeuralGCM,1 days,0.1,0,
2019-06-01_2019-08-31,NeuralGCM,1 days,0.2,0,
2019-06-01_2019-08-31,NeuralGCM,1 days,0.5,0,
2019-06-01_2019-08-31,NeuralGCM,3 days,0.02,0,
2019-06-01_2019-08-31,NeuralGCM,3 days,0.05,0,
2019-06-01_2019-08-31,NeuralGCM,3 days,0.1,0,
2019-06-01_2019-08-31,NeuralGCM,3 days,0.2,0,
2019-06-01_2019-08-31,NeuralGCM,3 days,0.5,0,
2019-06-01_2019-08-31,NeuralGCM,5 days,0.02,0,
2019-06-01_2019-08-31,NeuralGCM,5 days,0.05,0,
2019-06-01_2019-08-31,NeuralGCM,5 days,0.1,0,
2019-06-01_2019-08-31,NeuralGCM,5 days,0.2,0,
2019-06-01_2019-08-31,NeuralGCM,5 days,0.5,0,
2019-06-01_2019-08-31,NeuralGCM,7 days,0.02,0,
2019-06-01_2019-08-31,NeuralGCM,7 days,0.05,0,
2019-06-01_2019-08-31,NeuralGCM,7 days,0.1,0,
2019-06-01_2019-08-31,NeuralGCM,7 days,0.2,0,
2019-06-01_2019-08-31,NeuralGCM,7 days,0.5,0,
