hits,misses,false_alarms,correct_negatives,POD,FAR,CSI,frequency_bias,truth_positive_count,forecast_positive_count,window,model,lead,sector
166,3,2,557,0.9822485207100592,0.011904761904761904,0.9707602339181286,0.9940828402366864,169,168,2022-01-01_2022-12-31,HRES,1 days,EuroAtlantic
114,7,3,604,0.9421487603305785,0.02564102564102564,0.9193548387096774,0.9669421487603306,121,117,2022-01-01_2022-12-31,HRES,1 days,Pacific
160,9,11,544,0.9467455621301775,0.06432748538011696,0.8888888888888888,1.0118343195266273,169,171,2022-01-01_2022-12-31,HRES,3 days,EuroAtlantic
95,23,12,594,0.8050847457627118,0.11214953271028037,0.7307692307692307,0.9067796610169492,118,107,2022-01-01_2022-12-31,HRES,3 days,Pacific
129,40,28,523,0.7633136094674556,0.17834394904458598,0.6548223350253807,0.9289940828402367,169,157,2022-01-01_2022-12-31,HRES,5 days,EuroAtlantic
78,37,33,572,0.6782608695652174,0.2972972972972973,0.527027027027027,0.9652173913043478,115,111,2022-01-01_2022-12-31,HRES,5 days,Pacific
111,58,52,495,0.6568047337278107,0.31901840490797545,0.502262443438914,0.9644970414201184,169,163,2022-01-01_2022-12-31,HRES,7 days,EuroAtlantic
65,48,40,563,0.5752212389380531,0.38095238095238093,0.42483660130718953,0.9292035398230089,113,105,2022-01-01_2022-12-31,HRES,7 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,1 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,1 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,3 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,3 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,5 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,5 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,7 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,7 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,1 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,1 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,3 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,3 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,5 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,5 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,7 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,7 days,Pacific
