hits,misses,false_alarms,correct_negatives,POD,FAR,CSI,frequency_bias,truth_positive_count,forecast_positive_count,window,model,lead,sector,lead_h,tag,bucket,season,start,end
66,0,0,116,1.0,0.0,1.0,1.0,66,66,2018-03-01_2018-05-31,HRES,1 days,EuroAtlantic,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
25,0,2,155,1.0,0.074074074074074,0.925925925925926,1.08,25,27,2018-03-01_2018-05-31,HRES,1 days,Pacific,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
61,1,3,113,0.9838709677419356,0.046875,0.9384615384615383,1.032258064516129,62,64,2018-03-01_2018-05-31,HRES,3 days,EuroAtlantic,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
23,2,3,150,0.92,0.1153846153846153,0.8214285714285714,1.04,25,26,2018-03-01_2018-05-31,HRES,3 days,Pacific,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
52,7,9,106,0.8813559322033898,0.1475409836065573,0.7647058823529411,1.0338983050847457,59,61,2018-03-01_2018-05-31,HRES,5 days,EuroAtlantic,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
20,4,7,143,0.8333333333333334,0.2592592592592592,0.6451612903225806,1.125,24,27,2018-03-01_2018-05-31,HRES,5 days,Pacific,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
36,23,18,93,0.6101694915254238,0.3333333333333333,0.4675324675324675,0.9152542372881356,59,54,2018-03-01_2018-05-31,HRES,7 days,EuroAtlantic,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
11,13,16,130,0.4583333333333333,0.5925925925925926,0.275,1.125,24,27,2018-03-01_2018-05-31,HRES,7 days,Pacific,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-03-01_2018-05-31,GraphCast,1 days,EuroAtlantic,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-03-01_2018-05-31,GraphCast,1 days,Pacific,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-03-01_2018-05-31,GraphCast,3 days,EuroAtlantic,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-03-01_2018-05-31,GraphCast,3 days,Pacific,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-03-01_2018-05-31,GraphCast,5 days,EuroAtlantic,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-03-01_2018-05-31,GraphCast,5 days,Pacific,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-03-01_2018-05-31,GraphCast,7 days,EuroAtlantic,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-03-01_2018-05-31,GraphCast,7 days,Pacific,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-03-01_2018-05-31,NeuralGCM,1 days,EuroAtlantic,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-03-01_2018-05-31,NeuralGCM,1 days,Pacific,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-03-01_2018-05-31,NeuralGCM,3 days,EuroAtlantic,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-03-01_2018-05-31,NeuralGCM,3 days,Pacific,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-03-01_2018-05-31,NeuralGCM,5 days,EuroAtlantic,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-03-01_2018-05-31,NeuralGCM,5 days,Pacific,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-03-01_2018-05-31,NeuralGCM,7 days,EuroAtlantic,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-03-01_2018-05-31,NeuralGCM,7 days,Pacific,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
38,0,1,143,1.0,0.0256410256410256,0.9743589743589745,1.0263157894736843,38,39,2018-06-01_2018-08-31,HRES,1 days,EuroAtlantic,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
7,2,0,173,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,9,7,2018-06-01_2018-08-31,HRES,1 days,Pacific,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
31,3,6,138,0.9117647058823528,0.1621621621621621,0.775,1.088235294117647,34,37,2018-06-01_2018-08-31,HRES,3 days,EuroAtlantic,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
5,4,2,167,0.5555555555555556,0.2857142857142857,0.4545454545454545,0.7777777777777778,9,7,2018-06-01_2018-08-31,HRES,3 days,Pacific,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
23,7,9,135,0.7666666666666667,0.28125,0.5897435897435898,1.0666666666666669,30,32,2018-06-01_2018-08-31,HRES,5 days,EuroAtlantic,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2,7,3,162,0.2222222222222222,0.6,0.1666666666666666,0.5555555555555556,9,5,2018-06-01_2018-08-31,HRES,5 days,Pacific,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
22,8,6,134,0.7333333333333333,0.2142857142857142,0.6111111111111112,0.9333333333333332,30,28,2018-06-01_2018-08-31,HRES,7 days,EuroAtlantic,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
1,8,4,157,0.1111111111111111,0.8,0.0769230769230769,0.5555555555555556,9,5,2018-06-01_2018-08-31,HRES,7 days,Pacific,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,GraphCast,1 days,EuroAtlantic,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,GraphCast,1 days,Pacific,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,GraphCast,3 days,EuroAtlantic,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,GraphCast,3 days,Pacific,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,GraphCast,5 days,EuroAtlantic,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,GraphCast,5 days,Pacific,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,GraphCast,7 days,EuroAtlantic,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,GraphCast,7 days,Pacific,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,NeuralGCM,1 days,EuroAtlantic,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,NeuralGCM,1 days,Pacific,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,NeuralGCM,3 days,EuroAtlantic,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,NeuralGCM,3 days,Pacific,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,NeuralGCM,5 days,EuroAtlantic,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,NeuralGCM,5 days,Pacific,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,NeuralGCM,7 days,EuroAtlantic,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-06-01_2018-08-31,NeuralGCM,7 days,Pacific,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
33,1,1,145,0.9705882352941176,0.0294117647058823,0.9428571428571428,1.0,34,34,2018-09-01_2018-11-30,HRES,1 days,EuroAtlantic,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
24,0,0,156,1.0,0.0,1.0,1.0,24,24,2018-09-01_2018-11-30,HRES,1 days,Pacific,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
31,1,4,140,0.96875,0.1142857142857142,0.8611111111111112,1.09375,32,35,2018-09-01_2018-11-30,HRES,3 days,EuroAtlantic,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
24,0,1,151,1.0,0.04,0.96,1.0416666666666667,24,25,2018-09-01_2018-11-30,HRES,3 days,Pacific,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
30,2,9,131,0.9375,0.2307692307692307,0.7317073170731707,1.21875,32,39,2018-09-01_2018-11-30,HRES,5 days,EuroAtlantic,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
18,6,3,145,0.75,0.1428571428571428,0.6666666666666666,0.875,24,21,2018-09-01_2018-11-30,HRES,5 days,Pacific,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
26,6,12,124,0.8125,0.3157894736842105,0.5909090909090909,1.1875,32,38,2018-09-01_2018-11-30,HRES,7 days,EuroAtlantic,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
10,10,3,145,0.5,0.2307692307692307,0.4347826086956521,0.65,20,13,2018-09-01_2018-11-30,HRES,7 days,Pacific,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-09-01_2018-11-30,GraphCast,1 days,EuroAtlantic,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-09-01_2018-11-30,GraphCast,1 days,Pacific,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-09-01_2018-11-30,GraphCast,3 days,EuroAtlantic,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-09-01_2018-11-30,GraphCast,3 days,Pacific,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-09-01_2018-11-30,GraphCast,5 days,EuroAtlantic,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-09-01_2018-11-30,GraphCast,5 days,Pacific,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-09-01_2018-11-30,GraphCast,7 days,EuroAtlantic,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-09-01_2018-11-30,GraphCast,7 days,Pacific,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-09-01_2018-11-30,NeuralGCM,1 days,EuroAtlantic,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-09-01_2018-11-30,NeuralGCM,1 days,Pacific,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-09-01_2018-11-30,NeuralGCM,3 days,EuroAtlantic,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-09-01_2018-11-30,NeuralGCM,3 days,Pacific,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-09-01_2018-11-30,NeuralGCM,5 days,EuroAtlantic,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-09-01_2018-11-30,NeuralGCM,5 days,Pacific,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-09-01_2018-11-30,NeuralGCM,7 days,EuroAtlantic,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-09-01_2018-11-30,NeuralGCM,7 days,Pacific,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
29,1,1,147,0.9666666666666668,0.0333333333333333,0.935483870967742,1.0,30,30,2018-12-01_2019-02-28,HRES,1 days,EuroAtlantic,24.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
23,0,1,154,1.0,0.0416666666666666,0.9583333333333334,1.0434782608695652,23,24,2018-12-01_2019-02-28,HRES,1 days,Pacific,24.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
26,4,0,144,0.8666666666666667,0.0,0.8666666666666667,0.8666666666666667,30,26,2018-12-01_2019-02-28,HRES,3 days,EuroAtlantic,72.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
21,2,4,147,0.9130434782608696,0.16,0.7777777777777778,1.0869565217391304,23,25,2018-12-01_2019-02-28,HRES,3 days,Pacific,72.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
24,6,1,139,0.8,0.04,0.7741935483870968,0.8333333333333334,30,25,2018-12-01_2019-02-28,HRES,5 days,EuroAtlantic,120.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
17,6,4,143,0.7391304347826086,0.1904761904761904,0.6296296296296297,0.9130434782608696,23,21,2018-12-01_2019-02-28,HRES,5 days,Pacific,120.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
23,7,16,120,0.7666666666666667,0.4102564102564102,0.5,1.3,30,39,2018-12-01_2019-02-28,HRES,7 days,EuroAtlantic,168.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
10,13,6,137,0.4347826086956521,0.375,0.3448275862068966,0.6956521739130435,23,16,2018-12-01_2019-02-28,HRES,7 days,Pacific,168.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-12-01_2019-02-28,GraphCast,1 days,EuroAtlantic,24.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-12-01_2019-02-28,GraphCast,1 days,Pacific,24.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-12-01_2019-02-28,GraphCast,3 days,EuroAtlantic,72.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-12-01_2019-02-28,GraphCast,3 days,Pacific,72.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-12-01_2019-02-28,GraphCast,5 days,EuroAtlantic,120.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-12-01_2019-02-28,GraphCast,5 days,Pacific,120.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-12-01_2019-02-28,GraphCast,7 days,EuroAtlantic,168.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-12-01_2019-02-28,GraphCast,7 days,Pacific,168.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-12-01_2019-02-28,NeuralGCM,1 days,EuroAtlantic,24.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-12-01_2019-02-28,NeuralGCM,1 days,Pacific,24.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-12-01_2019-02-28,NeuralGCM,3 days,EuroAtlantic,72.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-12-01_2019-02-28,NeuralGCM,3 days,Pacific,72.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-12-01_2019-02-28,NeuralGCM,5 days,EuroAtlantic,120.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-12-01_2019-02-28,NeuralGCM,5 days,Pacific,120.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-12-01_2019-02-28,NeuralGCM,7 days,EuroAtlantic,168.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-12-01_2019-02-28,NeuralGCM,7 days,Pacific,168.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
51,1,0,130,0.9807692307692308,0.0,0.9807692307692308,0.9807692307692308,52,51,2019-03-01_2019-05-31,HRES,1 days,EuroAtlantic,24.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
31,0,5,146,1.0,0.1388888888888889,0.8611111111111112,1.1612903225806452,31,36,2019-03-01_2019-05-31,HRES,1 days,Pacific,24.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
47,5,3,123,0.903846153846154,0.06,0.8545454545454545,0.9615384615384616,52,50,2019-03-01_2019-05-31,HRES,3 days,EuroAtlantic,72.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
28,3,4,143,0.9032258064516128,0.125,0.8,1.032258064516129,31,32,2019-03-01_2019-05-31,HRES,3 days,Pacific,72.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
45,7,9,113,0.8653846153846154,0.1666666666666666,0.7377049180327869,1.0384615384615383,52,54,2019-03-01_2019-05-31,HRES,5 days,EuroAtlantic,120.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
26,5,10,133,0.8387096774193549,0.2777777777777778,0.6341463414634146,1.1612903225806452,31,36,2019-03-01_2019-05-31,HRES,5 days,Pacific,120.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
35,17,16,102,0.6730769230769231,0.3137254901960784,0.5147058823529411,0.9807692307692308,52,51,2019-03-01_2019-05-31,HRES,7 days,EuroAtlantic,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
14,17,18,121,0.4516129032258064,0.5625,0.2857142857142857,1.032258064516129,31,32,2019-03-01_2019-05-31,HRES,7 days,Pacific,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-03-01_2019-05-31,GraphCast,1 days,EuroAtlantic,24.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-03-01_2019-05-31,GraphCast,1 days,Pacific,24.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-03-01_2019-05-31,GraphCast,3 days,EuroAtlantic,72.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-03-01_2019-05-31,GraphCast,3 days,Pacific,72.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-03-01_2019-05-31,GraphCast,5 days,EuroAtlantic,120.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-03-01_2019-05-31,GraphCast,5 days,Pacific,120.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-03-01_2019-05-31,GraphCast,7 days,EuroAtlantic,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-03-01_2019-05-31,GraphCast,7 days,Pacific,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-03-01_2019-05-31,NeuralGCM,1 days,EuroAtlantic,24.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-03-01_2019-05-31,NeuralGCM,1 days,Pacific,24.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-03-01_2019-05-31,NeuralGCM,3 days,EuroAtlantic,72.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-03-01_2019-05-31,NeuralGCM,3 days,Pacific,72.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-03-01_2019-05-31,NeuralGCM,5 days,EuroAtlantic,120.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-03-01_2019-05-31,NeuralGCM,5 days,Pacific,120.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-03-01_2019-05-31,NeuralGCM,7 days,EuroAtlantic,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-03-01_2019-05-31,NeuralGCM,7 days,Pacific,168.0,MAM_2019,season,MAM,2019-03-01,2019-05-31
14,2,1,165,0.875,0.0666666666666666,0.8235294117647058,0.9375,16,15,2019-06-01_2019-08-31,HRES,1 days,EuroAtlantic,24.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
48,2,1,131,0.96,0.0204081632653061,0.9411764705882352,0.98,50,49,2019-06-01_2019-08-31,HRES,1 days,Pacific,24.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
15,1,1,161,0.9375,0.0625,0.8823529411764706,1.0,16,16,2019-06-01_2019-08-31,HRES,3 days,EuroAtlantic,72.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
43,7,3,125,0.86,0.0652173913043478,0.8113207547169812,0.92,50,46,2019-06-01_2019-08-31,HRES,3 days,Pacific,72.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
15,0,4,155,1.0,0.2105263157894736,0.7894736842105263,1.2666666666666666,15,19,2019-06-01_2019-08-31,HRES,5 days,EuroAtlantic,120.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
32,18,1,123,0.64,0.0303030303030303,0.6274509803921569,0.66,50,33,2019-06-01_2019-08-31,HRES,5 days,Pacific,120.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
7,4,16,143,0.6363636363636364,0.6956521739130435,0.2592592592592592,2.090909090909091,11,23,2019-06-01_2019-08-31,HRES,7 days,EuroAtlantic,168.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
19,31,10,110,0.38,0.3448275862068966,0.3166666666666666,0.58,50,29,2019-06-01_2019-08-31,HRES,7 days,Pacific,168.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-06-01_2019-08-31,GraphCast,1 days,EuroAtlantic,24.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-06-01_2019-08-31,GraphCast,1 days,Pacific,24.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-06-01_2019-08-31,GraphCast,3 days,EuroAtlantic,72.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-06-01_2019-08-31,GraphCast,3 days,Pacific,72.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-06-01_2019-08-31,GraphCast,5 days,EuroAtlantic,120.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-06-01_2019-08-31,GraphCast,5 days,Pacific,120.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-06-01_2019-08-31,GraphCast,7 days,EuroAtlantic,168.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-06-01_2019-08-31,GraphCast,7 days,Pacific,168.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-06-01_2019-08-31,NeuralGCM,1 days,EuroAtlantic,24.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-06-01_2019-08-31,NeuralGCM,1 days,Pacific,24.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-06-01_2019-08-31,NeuralGCM,3 days,EuroAtlantic,72.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-06-01_2019-08-31,NeuralGCM,3 days,Pacific,72.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-06-01_2019-08-31,NeuralGCM,5 days,EuroAtlantic,120.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-06-01_2019-08-31,NeuralGCM,5 days,Pacific,120.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-06-01_2019-08-31,NeuralGCM,7 days,EuroAtlantic,168.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-06-01_2019-08-31,NeuralGCM,7 days,Pacific,168.0,JJA_2019,season,JJA,2019-06-01,2019-08-31
23,0,2,155,1.0,0.08,0.92,1.0869565217391304,23,25,2019-09-01_2019-11-30,HRES,1 days,EuroAtlantic,24.0,SON_2019,season,SON,2019-09-01,2019-11-30
9,0,0,171,1.0,0.0,1.0,1.0,9,9,2019-09-01_2019-11-30,HRES,1 days,Pacific,24.0,SON_2019,season,SON,2019-09-01,2019-11-30
19,4,2,151,0.8260869565217391,0.0952380952380952,0.76,0.9130434782608696,23,21,2019-09-01_2019-11-30,HRES,3 days,EuroAtlantic,72.0,SON_2019,season,SON,2019-09-01,2019-11-30
