window,variable,model,lead,rmse_mean,acc_mean,mae_mean,bias_mean,n_valid_times,lead_h,tag,bucket,season,start,end
2018-03-01_2018-05-31,z500,HRES,1 days,50.6895953194599,0.998283878671177,38.05868996560778,-5.977228721646343,182,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,z500,HRES,3 days,151.48882526809038,0.9842838748410504,97.2421660712446,-9.427390000389783,178,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,z500,HRES,5 days,336.3430876727397,0.9216718418232148,203.23526642595155,-15.51330982211007,174,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,z500,HRES,7 days,565.1789772485872,0.7793794457202956,337.71655582111623,-22.057659761082704,170,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,z500,GraphCast,1 days,,,,,0,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,z500,GraphCast,3 days,,,,,0,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,z500,GraphCast,5 days,,,,,0,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,z500,GraphCast,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,z500,NeuralGCM,1 days,,,,,0,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,z500,NeuralGCM,3 days,,,,,0,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,z500,NeuralGCM,5 days,,,,,0,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,z500,NeuralGCM,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,t850,HRES,1 days,0.7123157970666234,0.984136701690694,0.4984477450018542,-0.010152820032372,182,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,t850,HRES,3 days,1.2018636016664757,0.9543099406682424,0.8148290519053946,0.003761875523799,178,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,t850,HRES,5 days,1.9354862544766165,0.8796796183426702,1.2631335491440183,-0.0060847204232109,174,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,t850,HRES,7 days,2.8261094559240765,0.7402450015291604,1.8175953142431864,-0.0254619414963152,170,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,t850,GraphCast,1 days,,,,,0,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,t850,GraphCast,3 days,,,,,0,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,t850,GraphCast,5 days,,,,,0,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,t850,GraphCast,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,t850,NeuralGCM,1 days,,,,,0,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,t850,NeuralGCM,3 days,,,,,0,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,t850,NeuralGCM,5 days,,,,,0,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,t850,NeuralGCM,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,u850,HRES,1 days,1.3335797593637355,0.9724364701929288,0.9855034081293323,6.370510754964866e-05,182,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,u850,HRES,3 days,2.4297840037305907,0.9072288007749474,1.7052032058157351,0.0135872281685075,178,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,u850,HRES,5 days,3.870204099008067,0.7616835222705328,2.636944709770765,-0.0044628231218313,174,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,u850,HRES,7 days,5.30134250747779,0.5527402869794296,3.6195735655743473,-0.0427189304294622,170,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,u850,GraphCast,1 days,,,,,0,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,u850,GraphCast,3 days,,,,,0,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,u850,GraphCast,5 days,,,,,0,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,u850,GraphCast,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,u850,NeuralGCM,1 days,,,,,0,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,u850,NeuralGCM,3 days,,,,,0,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,u850,NeuralGCM,5 days,,,,,0,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,u850,NeuralGCM,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,v850,HRES,1 days,1.3612408855883482,0.9676547598113526,0.9981005010731758,-0.0402426497152809,182,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,v850,HRES,3 days,2.47060464664536,0.892609001451387,1.694632752715041,-0.0211392559686381,178,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,v850,HRES,5 days,3.899694568015955,0.7315924211406911,2.5977237349282336,-0.0177677386740797,174,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,v850,HRES,7 days,5.330715029042656,0.508867251945892,3.543149081837432,-0.0367131060603505,170,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,v850,GraphCast,1 days,,,,,0,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,v850,GraphCast,3 days,,,,,0,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,v850,GraphCast,5 days,,,,,0,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,v850,GraphCast,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,v850,NeuralGCM,1 days,,,,,0,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,v850,NeuralGCM,3 days,,,,,0,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,v850,NeuralGCM,5 days,,,,,0,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,v850,NeuralGCM,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,mslp,HRES,1 days,65.2043561700046,0.995460742011432,47.0920510466747,-1.7875921444285747,182,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,mslp,HRES,3 days,159.26902701783786,0.9723302932776064,100.4262338533625,-2.010703671250732,178,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,mslp,HRES,5 days,329.8322565994082,0.8797863625636311,196.37250942233172,-2.2755602289680628,174,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,mslp,HRES,7 days,534.0561672901516,0.6898650465951839,316.01878581819653,-2.925719485257177,170,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,mslp,GraphCast,1 days,,,,,0,24.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,mslp,GraphCast,3 days,,,,,0,72.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,mslp,GraphCast,5 days,,,,,0,120.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-03-01_2018-05-31,mslp,GraphCast,7 days,,,,,0,168.0,MAM_2018,season,MAM,2018-03-01,2018-05-31
2018-06-01_2018-08-31,z500,HRES,1 days,49.358732558097785,0.9978565876935486,36.39541555968285,-2.063378105823422,182,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,z500,HRES,3 days,147.54806720981318,0.9804995907973678,92.54202680861208,-6.640823777674724,178,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,z500,HRES,5 days,322.7024963478428,0.9052799421840716,189.14338948384864,-9.547068090135554,174,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,z500,HRES,7 days,531.8940147774252,0.7433472445573396,308.7243400183348,-10.149437585026948,170,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,z500,GraphCast,1 days,,,,,0,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,z500,GraphCast,3 days,,,,,0,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,z500,GraphCast,5 days,,,,,0,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,z500,GraphCast,7 days,,,,,0,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,z500,NeuralGCM,1 days,,,,,0,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,z500,NeuralGCM,3 days,,,,,0,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,z500,NeuralGCM,5 days,,,,,0,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,z500,NeuralGCM,7 days,,,,,0,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,t850,HRES,1 days,0.7488607305864922,0.9723018420512684,0.5150243001722326,-0.0314195034941248,182,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,t850,HRES,3 days,1.2259291702978288,0.9253695279206844,0.8217652476544547,-0.0314300955070515,178,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,t850,HRES,5 days,1.909695835678881,0.817062317424994,1.2316833260164242,-0.0486018625990758,174,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,t850,HRES,7 days,2.704103516454527,0.6321509126702501,1.7289599286312467,-0.0621293593089492,170,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,t850,GraphCast,1 days,,,,,0,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,t850,GraphCast,3 days,,,,,0,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,t850,GraphCast,5 days,,,,,0,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,t850,GraphCast,7 days,,,,,0,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,t850,NeuralGCM,1 days,,,,,0,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,t850,NeuralGCM,3 days,,,,,0,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,t850,NeuralGCM,5 days,,,,,0,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,t850,NeuralGCM,7 days,,,,,0,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,u850,HRES,1 days,1.364958779044793,0.9692515160814716,1.0048724433588172,0.0140280651503857,182,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,u850,HRES,3 days,2.499224413190781,0.8957489481763161,1.7460790877877286,0.0404733272512055,178,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,u850,HRES,5 days,3.863547128417184,0.7497461787605757,2.6468740705862976,0.030131551940927,174,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,u850,HRES,7 days,5.1632978625678,0.556636810327543,3.5501660152853285,0.0034318686262671,170,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,u850,GraphCast,1 days,,,,,0,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,u850,GraphCast,3 days,,,,,0,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,u850,GraphCast,5 days,,,,,0,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,u850,GraphCast,7 days,,,,,0,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,u850,NeuralGCM,1 days,,,,,0,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,u850,NeuralGCM,3 days,,,,,0,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,u850,NeuralGCM,5 days,,,,,0,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,u850,NeuralGCM,7 days,,,,,0,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,v850,HRES,1 days,1.385601186391947,0.9669461743948614,1.0138921873735582,-0.0280709688731549,182,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,v850,HRES,3 days,2.522986673800792,0.8890978598510871,1.72613898892162,0.033254128121427,178,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,v850,HRES,5 days,3.913758759401729,0.7306752142403029,2.610636338688997,0.0042971468099961,174,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,v850,HRES,7 days,5.284370015895261,0.5093533420838539,3.5275898928409197,-0.0044926501795069,170,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,v850,GraphCast,1 days,,,,,0,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,v850,GraphCast,3 days,,,,,0,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,v850,GraphCast,5 days,,,,,0,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,v850,GraphCast,7 days,,,,,0,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,v850,NeuralGCM,1 days,,,,,0,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,v850,NeuralGCM,3 days,,,,,0,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,v850,NeuralGCM,5 days,,,,,0,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,v850,NeuralGCM,7 days,,,,,0,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,mslp,HRES,1 days,63.86842494663983,0.9953811984534556,45.87227365978428,-1.5587635779295947,182,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,mslp,HRES,3 days,158.71579918142706,0.9708907379914344,98.8242564319461,-2.237447453491179,178,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,mslp,HRES,5 days,325.78104415102706,0.8767037818767878,190.4722192579883,-3.1490264947763733,174,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,mslp,HRES,7 days,514.4679772187562,0.696886005520856,299.9415825431428,-4.373152109908553,170,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,mslp,GraphCast,1 days,,,,,0,24.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,mslp,GraphCast,3 days,,,,,0,72.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,mslp,GraphCast,5 days,,,,,0,120.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-06-01_2018-08-31,mslp,GraphCast,7 days,,,,,0,168.0,JJA_2018,season,JJA,2018-06-01,2018-08-31
2018-09-01_2018-11-30,z500,HRES,1 days,47.10609540518901,0.9985494504807936,34.67282062900068,0.643594978425188,180,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,z500,HRES,3 days,139.60197882759775,0.9870571465712228,88.59198881864691,-1.006808216426532,176,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,z500,HRES,5 days,304.3389259730609,0.937493722350034,182.26136878954028,-3.4013641713356493,172,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,z500,HRES,7 days,517.376276652729,0.8187939239611767,307.32418546964453,-6.4500383812832585,168,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,z500,GraphCast,1 days,,,,,0,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,z500,GraphCast,3 days,,,,,0,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,z500,GraphCast,5 days,,,,,0,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,z500,GraphCast,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,z500,NeuralGCM,1 days,,,,,0,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,z500,NeuralGCM,3 days,,,,,0,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,z500,NeuralGCM,5 days,,,,,0,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,z500,NeuralGCM,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,t850,HRES,1 days,0.7276137823835133,0.983519673778602,0.5071511450833839,-0.0230123948073105,180,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,t850,HRES,3 days,1.160492808566355,0.9578957559498362,0.79496042843267,-0.0097559743308397,176,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,t850,HRES,5 days,1.8054983716636577,0.8977655575561665,1.1932933358624636,-0.021711154568409,172,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,t850,HRES,7 days,2.6166706389478303,0.7825734914332217,1.7068558639578284,-0.0390437349428069,168,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,t850,GraphCast,1 days,,,,,0,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,t850,GraphCast,3 days,,,,,0,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,t850,GraphCast,5 days,,,,,0,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,t850,GraphCast,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,t850,NeuralGCM,1 days,,,,,0,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,t850,NeuralGCM,3 days,,,,,0,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,t850,NeuralGCM,5 days,,,,,0,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,t850,NeuralGCM,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,u850,HRES,1 days,1.322308043732355,0.972879820748997,0.9736499089304058,0.0109538475696064,180,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,u850,HRES,3 days,2.388403472658629,0.9109287502467456,1.6751346375635592,0.0168835063533187,176,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,u850,HRES,5 days,3.7319442475431495,0.7813753250334518,2.5581233579854104,-0.0153381547108677,172,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,u850,HRES,7 days,5.119810683826887,0.588112142589095,3.5181011924924896,-0.0626913427093074,168,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,u850,GraphCast,1 days,,,,,0,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,u850,GraphCast,3 days,,,,,0,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,u850,GraphCast,5 days,,,,,0,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,u850,GraphCast,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,u850,NeuralGCM,1 days,,,,,0,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,u850,NeuralGCM,3 days,,,,,0,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,u850,NeuralGCM,5 days,,,,,0,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,u850,NeuralGCM,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,v850,HRES,1 days,1.3470362389529211,0.9691548606324556,0.9839498991021765,-0.0146091622975356,180,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,v850,HRES,3 days,2.418577568912522,0.8996908241362721,1.6595143794354603,0.0177521750237524,176,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,v850,HRES,5 days,3.789202871560556,0.7530701056495093,2.5256726221225536,-0.005098071913529,172,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,v850,HRES,7 days,5.154681986042042,0.5386169871270747,3.450453102270332,-0.0015057623276756,168,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,v850,GraphCast,1 days,,,,,0,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,v850,GraphCast,3 days,,,,,0,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,v850,GraphCast,5 days,,,,,0,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,v850,GraphCast,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,v850,NeuralGCM,1 days,,,,,0,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,v850,NeuralGCM,3 days,,,,,0,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,v850,NeuralGCM,5 days,,,,,0,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,v850,NeuralGCM,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,mslp,HRES,1 days,63.575552809420174,0.995997292955998,45.783678349041566,-1.1314782358276558,180,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,mslp,HRES,3 days,153.43216537859698,0.9764433131829952,97.09386538637524,-0.4098395323310644,176,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,mslp,HRES,5 days,316.08306390516464,0.8990360062254029,188.40059081787152,0.3618951208724192,172,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,mslp,HRES,7 days,514.1363008024707,0.732323170093425,305.6187486569487,1.0789501579360583,168,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,mslp,GraphCast,1 days,,,,,0,24.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,mslp,GraphCast,3 days,,,,,0,72.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,mslp,GraphCast,5 days,,,,,0,120.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-09-01_2018-11-30,mslp,GraphCast,7 days,,,,,0,168.0,SON_2018,season,SON,2018-09-01,2018-11-30
2018-12-01_2019-02-28,z500,HRES,1 days,49.85582556316126,0.9979030305018458,37.39736711914432,-5.943505989953606,178,24.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
2018-12-01_2019-02-28,z500,HRES,3 days,144.3280733201154,0.9821734047377092,94.20657493162946,-10.77283958613116,174,72.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
2018-12-01_2019-02-28,z500,HRES,5 days,309.7024473487794,0.9168885170757676,189.38107726610951,-15.595994416106054,170,120.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
2018-12-01_2019-02-28,z500,HRES,7 days,515.3357885343573,0.7704296006825475,312.6792702863923,-21.357711756970264,166,168.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
2018-12-01_2019-02-28,z500,GraphCast,1 days,,,,,0,24.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
2018-12-01_2019-02-28,z500,GraphCast,3 days,,,,,0,72.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
2018-12-01_2019-02-28,z500,GraphCast,5 days,,,,,0,120.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
2018-12-01_2019-02-28,z500,GraphCast,7 days,,,,,0,168.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
2018-12-01_2019-02-28,z500,NeuralGCM,1 days,,,,,0,24.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
2018-12-01_2019-02-28,z500,NeuralGCM,3 days,,,,,0,72.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
2018-12-01_2019-02-28,z500,NeuralGCM,5 days,,,,,0,120.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
2018-12-01_2019-02-28,z500,NeuralGCM,7 days,,,,,0,168.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
2018-12-01_2019-02-28,t850,HRES,1 days,0.7378309192913957,0.977322996338958,0.5164578977795901,-0.0467860958243561,178,24.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
2018-12-01_2019-02-28,t850,HRES,3 days,1.174754394105938,0.9423931462886128,0.8107221219834988,-0.0426066085844248,174,72.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
2018-12-01_2019-02-28,t850,HRES,5 days,1.8380532434884105,0.8585141829362342,1.218735643430806,-0.0688047671960119,170,120.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
2018-12-01_2019-02-28,t850,HRES,7 days,2.643288039084745,0.7088510297144998,1.729003789719174,-0.1014173768815935,166,168.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
2018-12-01_2019-02-28,t850,GraphCast,1 days,,,,,0,24.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
2018-12-01_2019-02-28,t850,GraphCast,3 days,,,,,0,72.0,DJF_2019,season,DJF,2018-12-01,2019-02-28
