bucket,season,variable,pair,metric,lead_h,n_windows,share_favorable,delta_mean,delta_ci_lo,delta_ci_hi
season,MAM,u850,NeuralGCM_minus_HRES,rmse_mean,24.0,5,0.2,-0.2522760970155782,-0.2522760970155782,-0.2522760970155782
season,MAM,u850,NeuralGCM_minus_HRES,rmse_mean,72.0,5,0.2,-0.3618152744688983,-0.3618152744688983,-0.3618152744688983
season,MAM,u850,NeuralGCM_minus_HRES,rmse_mean,120.0,5,0.2,-0.4437390158453627,-0.4437390158453627,-0.4437390158453627
season,MAM,u850,NeuralGCM_minus_HRES,rmse_mean,168.0,5,0.2,-0.4906341464509669,-0.4906341464509669,-0.4906341464509669
season,MAM,v850,GraphCast_minus_HRES,acc_mean,24.0,5,0.2,0.011704160495128346,0.011704160495128346,0.011704160495128346
season,MAM,v850,GraphCast_minus_HRES,acc_mean,72.0,5,0.2,0.028390491154054565,0.028390491154054565,0.028390491154054565
season,MAM,v850,GraphCast_minus_HRES,acc_mean,120.0,5,0.2,0.05231635752840402,0.05231635752840402,0.05231635752840402
season,MAM,v850,GraphCast_minus_HRES,acc_mean,168.0,5,0.2,0.06603236616977282,0.06603236616977282,0.06603236616977282
season,MAM,v850,GraphCast_minus_HRES,rmse_mean,24.0,5,0.2,-0.3002872644977277,-0.3002872644977277,-0.3002872644977277
season,MAM,v850,GraphCast_minus_HRES,rmse_mean,72.0,5,0.2,-0.3996973417559271,-0.3996973417559271,-0.3996973417559271
season,MAM,v850,GraphCast_minus_HRES,rmse_mean,120.0,5,0.2,-0.5211364884803018,-0.5211364884803018,-0.5211364884803018
season,MAM,v850,GraphCast_minus_HRES,rmse_mean,168.0,5,0.2,-0.6170941235802836,-0.6170941235802836,-0.6170941235802836
season,MAM,v850,NeuralGCM_minus_HRES,acc_mean,24.0,5,0.2,0.009728388386191833,0.009728388386191833,0.009728388386191833
season,MAM,v850,NeuralGCM_minus_HRES,acc_mean,72.0,5,0.2,0.026133968947805397,0.026133968947805397,0.026133968947805397
season,MAM,v850,NeuralGCM_minus_HRES,acc_mean,120.0,5,0.2,0.046670710057071574,0.046670710057071574,0.046670710057071574
season,MAM,v850,NeuralGCM_minus_HRES,acc_mean,168.0,5,0.2,0.058904320162899926,0.058904320162899926,0.058904320162899926
season,MAM,v850,NeuralGCM_minus_HRES,rmse_mean,24.0,5,0.2,-0.24406178515600296,-0.24406178515600296,-0.24406178515600296
season,MAM,v850,NeuralGCM_minus_HRES,rmse_mean,72.0,5,0.2,-0.36137169073137265,-0.36137169073137265,-0.36137169073137265
season,MAM,v850,NeuralGCM_minus_HRES,rmse_mean,120.0,5,0.2,-0.41716871573433334,-0.41716871573433334,-0.41716871573433334
season,MAM,v850,NeuralGCM_minus_HRES,rmse_mean,168.0,5,0.2,-0.4306439934159476,-0.4306439934159476,-0.4306439934159476
season,MAM,z500,GraphCast_minus_HRES,acc_mean,24.0,5,0.2,0.0004144717253338204,0.0004144717253338204,0.0004144717253338204
season,MAM,z500,GraphCast_minus_HRES,acc_mean,72.0,5,0.2,0.0023312133457797923,0.0023312133457797923,0.0023312133457797923
season,MAM,z500,GraphCast_minus_HRES,acc_mean,120.0,5,0.2,0.011547288383353616,0.011547288383353616,0.011547288383353616
season,MAM,z500,GraphCast_minus_HRES,acc_mean,168.0,5,0.2,0.03266352861568034,0.03266352861568034,0.03266352861568034
season,MAM,z500,GraphCast_minus_HRES,rmse_mean,24.0,5,0.2,-7.8856999715463445,-7.8856999715463445,-7.8856999715463445
season,MAM,z500,GraphCast_minus_HRES,rmse_mean,72.0,5,0.2,-14.37875447041904,-14.37875447041904,-14.37875447041904
season,MAM,z500,GraphCast_minus_HRES,rmse_mean,120.0,5,0.2,-31.75474863200884,-31.75474863200884,-31.75474863200884
season,MAM,z500,GraphCast_minus_HRES,rmse_mean,168.0,5,0.2,-55.67160140503307,-55.67160140503307,-55.67160140503307
season,MAM,z500,NeuralGCM_minus_HRES,acc_mean,24.0,5,0.2,0.0005056770230293939,0.0005056770230293939,0.0005056770230293939
season,MAM,z500,NeuralGCM_minus_HRES,acc_mean,72.0,5,0.2,0.0036598097698767873,0.0036598097698767873,0.0036598097698767873
season,MAM,z500,NeuralGCM_minus_HRES,acc_mean,120.0,5,0.2,0.014404533707976452,0.014404533707976452,0.014404533707976452
season,MAM,z500,NeuralGCM_minus_HRES,acc_mean,168.0,5,0.2,0.036705446761926774,0.036705446761926774,0.036705446761926774
season,MAM,z500,NeuralGCM_minus_HRES,rmse_mean,24.0,5,0.2,-9.768968476222284,-9.768968476222284,-9.768968476222284
season,MAM,z500,NeuralGCM_minus_HRES,rmse_mean,72.0,5,0.2,-22.832899296333395,-22.832899296333395,-22.832899296333395
season,MAM,z500,NeuralGCM_minus_HRES,rmse_mean,120.0,5,0.2,-37.672326652523736,-37.672326652523736,-37.672326652523736
season,MAM,z500,NeuralGCM_minus_HRES,rmse_mean,168.0,5,0.2,-55.4336588220433,-55.4336588220433,-55.4336588220433
season,SON,mslp,GraphCast_minus_HRES,acc_mean,24.0,5,0.4,0.0011664016480106842,0.0009547671908282096,0.0013780361051931589
season,SON,mslp,GraphCast_minus_HRES,acc_mean,72.0,5,0.2,0.0018337723282030871,-0.0014638396139031729,0.005131384270309347
season,SON,mslp,GraphCast_minus_HRES,acc_mean,120.0,5,0.2,0.0009448925923042917,-0.01760732882476901,0.019497114009377592
season,SON,mslp,GraphCast_minus_HRES,acc_mean,168.0,5,0.2,-0.021610334030172984,-0.08984781805614495,0.04662714999579898
season,SON,mslp,GraphCast_minus_HRES,rmse_mean,24.0,5,0.4,-14.732700378219654,-16.58911969751101,-12.8762810589283
season,SON,mslp,GraphCast_minus_HRES,rmse_mean,72.0,5,0.4,-19.20053071562637,-19.927848468486587,-18.473212962766155
season,SON,mslp,GraphCast_minus_HRES,rmse_mean,120.0,5,0.4,-33.35779330606732,-36.21792634214103,-30.497660269993617
season,SON,mslp,GraphCast_minus_HRES,rmse_mean,168.0,5,0.4,-54.35834636780535,-61.94974138218299,-46.766951353427714
season,SON,mslp,NeuralGCM_minus_HRES,acc_mean,24.0,5,0.0,,,
season,SON,mslp,NeuralGCM_minus_HRES,acc_mean,72.0,5,0.0,,,
season,SON,mslp,NeuralGCM_minus_HRES,acc_mean,120.0,5,0.0,,,
season,SON,mslp,NeuralGCM_minus_HRES,acc_mean,168.0,5,0.0,,,
season,SON,mslp,NeuralGCM_minus_HRES,rmse_mean,24.0,5,0.0,,,
season,SON,mslp,NeuralGCM_minus_HRES,rmse_mean,72.0,5,0.0,,,
season,SON,mslp,NeuralGCM_minus_HRES,rmse_mean,120.0,5,0.0,,,
season,SON,mslp,NeuralGCM_minus_HRES,rmse_mean,168.0,5,0.0,,,
season,SON,t850,GraphCast_minus_HRES,acc_mean,24.0,5,0.4,0.004729716188043742,0.0017814098917935395,0.007678022484293945
season,SON,t850,GraphCast_minus_HRES,acc_mean,72.0,5,0.2,0.0021254231719836647,-0.009464404424738393,0.013715250768705722
season,SON,t850,GraphCast_minus_HRES,acc_mean,120.0,5,0.2,-0.010219135359612996,-0.04731180962659143,0.026873538907365435
season,SON,t850,GraphCast_minus_HRES,acc_mean,168.0,5,0.2,-0.042225375518053776,-0.1267176298292414,0.042266878793133844
season,SON,t850,GraphCast_minus_HRES,rmse_mean,24.0,5,0.4,-0.21433968857153415,-0.2240215388549181,-0.2046578382881502
season,SON,t850,GraphCast_minus_HRES,rmse_mean,72.0,5,0.4,-0.2301394901849525,-0.24142309717685417,-0.21885588319305083
season,SON,t850,GraphCast_minus_HRES,rmse_mean,120.0,5,0.4,-0.2899750024574631,-0.298241309198392,-0.28170869571653423
season,SON,t850,GraphCast_minus_HRES,rmse_mean,168.0,5,0.4,-0.36248949879671555,-0.40117095050646334,-0.32380804708696775
season,SON,t850,NeuralGCM_minus_HRES,acc_mean,24.0,5,0.2,0.006890599760326799,0.006890599760326799,0.006890599760326799
season,SON,t850,NeuralGCM_minus_HRES,acc_mean,72.0,5,0.2,0.012605698174054769,0.012605698174054769,0.012605698174054769
season,SON,t850,NeuralGCM_minus_HRES,acc_mean,120.0,5,0.2,0.024116903661339784,0.024116903661339784,0.024116903661339784
season,SON,t850,NeuralGCM_minus_HRES,acc_mean,168.0,5,0.2,0.03279577932551403,0.03279577932551403,0.03279577932551403
season,SON,t850,NeuralGCM_minus_HRES,rmse_mean,24.0,5,0.2,-0.18024540370771414,-0.18024540370771414,-0.18024540370771414
season,SON,t850,NeuralGCM_minus_HRES,rmse_mean,72.0,5,0.2,-0.19954921233991518,-0.19954921233991518,-0.19954921233991518
season,SON,t850,NeuralGCM_minus_HRES,rmse_mean,120.0,5,0.2,-0.24883482035052729,-0.24883482035052729,-0.24883482035052729
season,SON,t850,NeuralGCM_minus_HRES,rmse_mean,168.0,5,0.2,-0.2465773792865833,-0.2465773792865833,-0.2465773792865833
season,SON,u850,GraphCast_minus_HRES,acc_mean,24.0,5,0.4,0.00888120915508872,0.007174949369627037,0.010587468940550404
season,SON,u850,GraphCast_minus_HRES,acc_mean,72.0,5,0.4,0.017126923291727103,0.007841046341902747,0.02641280024155146
season,SON,u850,GraphCast_minus_HRES,acc_mean,120.0,5,0.2,0.017353183206693712,-0.0182636581516451,0.052970024565032525
season,SON,u850,GraphCast_minus_HRES,acc_mean,168.0,5,0.2,-0.00014168173081363644,-0.0783946312665369,0.07811126780490962
season,SON,u850,GraphCast_minus_HRES,rmse_mean,24.0,5,0.4,-0.31045274733658224,-0.32936350001273773,-0.29154199466042674
season,SON,u850,GraphCast_minus_HRES,rmse_mean,72.0,5,0.4,-0.4296029641432352,-0.45960762142454903,-0.3995983068619213
season,SON,u850,GraphCast_minus_HRES,rmse_mean,120.0,5,0.4,-0.5539383181152411,-0.5614806594712438,-0.5463959767592383
season,SON,u850,GraphCast_minus_HRES,rmse_mean,168.0,5,0.4,-0.654859890829679,-0.7005239523712463,-0.6091958292881117
season,SON,u850,NeuralGCM_minus_HRES,acc_mean,24.0,5,0.2,0.009020536326868056,0.009020536326868056,0.009020536326868056
season,SON,u850,NeuralGCM_minus_HRES,acc_mean,72.0,5,0.2,0.024462248330538228,0.024462248330538228,0.024462248330538228
season,SON,u850,NeuralGCM_minus_HRES,acc_mean,120.0,5,0.2,0.04690443183640702,0.04690443183640702,0.04690443183640702
season,SON,u850,NeuralGCM_minus_HRES,acc_mean,168.0,5,0.2,0.05788103674971712,0.05788103674971712,0.05788103674971712
season,SON,u850,NeuralGCM_minus_HRES,rmse_mean,24.0,5,0.2,-0.24384872469907393,-0.24384872469907393,-0.24384872469907393
season,SON,u850,NeuralGCM_minus_HRES,rmse_mean,72.0,5,0.2,-0.36291902446241964,-0.36291902446241964,-0.36291902446241964
season,SON,u850,NeuralGCM_minus_HRES,rmse_mean,120.0,5,0.2,-0.4542629702975285,-0.4542629702975285,-0.4542629702975285
season,SON,u850,NeuralGCM_minus_HRES,rmse_mean,168.0,5,0.2,-0.4367668809899419,-0.4367668809899419,-0.4367668809899419
season,SON,v850,GraphCast_minus_HRES,acc_mean,24.0,5,0.4,0.010395386736065604,0.00930427349222418,0.011486499979907028
season,SON,v850,GraphCast_minus_HRES,acc_mean,72.0,5,0.4,0.022484754098779924,0.016910970868303843,0.028058537329256006
season,SON,v850,GraphCast_minus_HRES,acc_mean,120.0,5,0.4,0.041072149797429014,0.024457553836989,0.05768674575786903
season,SON,v850,GraphCast_minus_HRES,acc_mean,168.0,5,0.2,0.036209274023927374,-0.0037162560898711394,0.07613480413772589
season,SON,v850,GraphCast_minus_HRES,rmse_mean,24.0,5,0.4,-0.30991414643924364,-0.327569246262146,-0.2922590466163413
season,SON,v850,GraphCast_minus_HRES,rmse_mean,72.0,5,0.4,-0.417245179733027,-0.4401765232273416,-0.3943138362387124
season,SON,v850,GraphCast_minus_HRES,rmse_mean,120.0,5,0.4,-0.5873368873753175,-0.5938924468154916,-0.5807813279351435
season,SON,v850,GraphCast_minus_HRES,rmse_mean,168.0,5,0.4,-0.6866227184252165,-0.6904261786884778,-0.6828192581619552
season,SON,v850,NeuralGCM_minus_HRES,acc_mean,24.0,5,0.2,0.009664128383244819,0.009664128383244819,0.009664128383244819
season,SON,v850,NeuralGCM_minus_HRES,acc_mean,72.0,5,0.2,0.025638931485400973,0.025638931485400973,0.025638931485400973
season,SON,v850,NeuralGCM_minus_HRES,acc_mean,120.0,5,0.2,0.051183380388386546,0.051183380388386546,0.051183380388386546
season,SON,v850,NeuralGCM_minus_HRES,acc_mean,168.0,5,0.2,0.06126857879472314,0.06126857879472314,0.06126857879472314
season,SON,v850,NeuralGCM_minus_HRES,rmse_mean,24.0,5,0.2,-0.24101160335259797,-0.24101160335259797,-0.24101160335259797
season,SON,v850,NeuralGCM_minus_HRES,rmse_mean,72.0,5,0.2,-0.3520310152056727,-0.3520310152056727,-0.3520310152056727
season,SON,v850,NeuralGCM_minus_HRES,rmse_mean,120.0,5,0.2,-0.4646639349416213,-0.4646639349416213,-0.4646639349416213
season,SON,v850,NeuralGCM_minus_HRES,rmse_mean,168.0,5,0.2,-0.42420517266992785,-0.42420517266992785,-0.42420517266992785
season,SON,z500,GraphCast_minus_HRES,acc_mean,24.0,5,0.2,9.085413383536078e-05,-0.00015762969252286485,0.0003393379601935864
season,SON,z500,GraphCast_minus_HRES,acc_mean,72.0,5,0.2,-0.0016974466125949106,-0.00577012090971063,0.0023752276845208087
season,SON,z500,GraphCast_minus_HRES,acc_mean,120.0,5,0.2,-0.010108855355149104,-0.03325650980091055,0.01303879909061234
season,SON,z500,GraphCast_minus_HRES,acc_mean,168.0,5,0.2,-0.05869807770544294,-0.1522129103556461,0.03481675494476022
season,SON,z500,GraphCast_minus_HRES,rmse_mean,24.0,5,0.4,-7.875235957882598,-9.504191650642852,-6.246280265122344
season,SON,z500,GraphCast_minus_HRES,rmse_mean,72.0,5,0.4,-14.550500018292269,-15.242610181110408,-13.85838985547413
season,SON,z500,GraphCast_minus_HRES,rmse_mean,120.0,5,0.4,-34.400991675281176,-35.525576549734126,-33.27640680082823
season,SON,z500,GraphCast_minus_HRES,rmse_mean,168.0,5,0.4,-53.377319504504044,-60.82049902688942,-45.934139982118666
season,SON,z500,NeuralGCM_minus_HRES,acc_mean,24.0,5,0.2,0.00043010008471322525,0.00043010008471322525,0.00043010008471322525
season,SON,z500,NeuralGCM_minus_HRES,acc_mean,72.0,5,0.2,0.0035851970082732,0.0035851970082732,0.0035851970082732
season,SON,z500,NeuralGCM_minus_HRES,acc_mean,120.0,5,0.2,0.01596106918095397,0.01596106918095397,0.01596106918095397
season,SON,z500,NeuralGCM_minus_HRES,acc_mean,168.0,5,0.2,0.03276699534406846,0.03276699534406846,0.03276699534406846
season,SON,z500,NeuralGCM_minus_HRES,rmse_mean,24.0,5,0.2,-8.037754338397505,-8.037754338397505,-8.037754338397505
season,SON,z500,NeuralGCM_minus_HRES,rmse_mean,72.0,5,0.2,-21.762659031898792,-21.762659031898792,-21.762659031898792
season,SON,z500,NeuralGCM_minus_HRES,rmse_mean,120.0,5,0.2,-42.47173693113052,-42.47173693113052,-42.47173693113052
season,SON,z500,NeuralGCM_minus_HRES,rmse_mean,168.0,5,0.2,-51.30069102925518,-51.30069102925518,-51.30069102925518
year,ALL,mslp,GraphCast_minus_HRES,acc_mean,24.0,5,0.6,0.0012263559626614073,0.0008679891331990763,0.001483639513470747
year,ALL,mslp,GraphCast_minus_HRES,acc_mean,72.0,5,0.6,0.0042356496940283055,0.003303196961362831,0.005066279209456459
year,ALL,mslp,GraphCast_minus_HRES,acc_mean,120.0,5,0.6,0.01534226393452287,0.013306554826674422,0.016937170768850374
year,ALL,mslp,GraphCast_minus_HRES,acc_mean,168.0,5,0.6,0.025265455215706556,0.016562078120087698,0.03721441888090471
year,ALL,mslp,GraphCast_minus_HRES,rmse_mean,24.0,5,0.6,-15.561323582991022,-19.2999615694308,-13.513791116033133
year,ALL,mslp,GraphCast_minus_HRES,rmse_mean,72.0,5,0.6,-25.041940200055446,-31.82609808061933,-17.56828792034011
year,ALL,mslp,GraphCast_minus_HRES,rmse_mean,120.0,5,0.6,-48.95806016534067,-57.18132739927,-33.08626967405468
year,ALL,mslp,GraphCast_minus_HRES,rmse_mean,168.0,5,0.6,-69.1911475485686,-80.5369013216469,-52.56534231675357
year,ALL,mslp,NeuralGCM_minus_HRES,acc_mean,24.0,5,0.0,,,
year,ALL,mslp,NeuralGCM_minus_HRES,acc_mean,72.0,5,0.0,,,
year,ALL,mslp,NeuralGCM_minus_HRES,acc_mean,120.0,5,0.0,,,
year,ALL,mslp,NeuralGCM_minus_HRES,acc_mean,168.0,5,0.0,,,
year,ALL,mslp,NeuralGCM_minus_HRES,rmse_mean,24.0,5,0.0,,,
year,ALL,mslp,NeuralGCM_minus_HRES,rmse_mean,72.0,5,0.0,,,
year,ALL,mslp,NeuralGCM_minus_HRES,rmse_mean,120.0,5,0.0,,,
year,ALL,mslp,NeuralGCM_minus_HRES,rmse_mean,168.0,5,0.0,,,
year,ALL,t850,GraphCast_minus_HRES,acc_mean,24.0,5,0.2,0.0014853255019173413,-0.00038107556152700006,0.005155452524644222
year,ALL,t850,GraphCast_minus_HRES,acc_mean,72.0,5,0.2,-0.0028832058158554754,-0.009893317356585163,0.009265975319089126
year,ALL,t850,GraphCast_minus_HRES,acc_mean,120.0,5,0.2,-0.014255584259127726,-0.03222100725098742,0.01772064194401224
year,ALL,t850,GraphCast_minus_HRES,acc_mean,168.0,5,0.2,-0.047246725687346634,-0.08610452622670905,0.0284528993911779
year,ALL,t850,GraphCast_minus_HRES,rmse_mean,24.0,5,0.6,-0.2292879517547215,-0.23956640456167777,-0.21101855701794092
year,ALL,t850,GraphCast_minus_HRES,rmse_mean,72.0,5,0.6,-0.26400097228132474,-0.293966082144004,-0.22692858172858787
year,ALL,t850,GraphCast_minus_HRES,rmse_mean,120.0,5,0.6,-0.34668303277334167,-0.3980962582394887,-0.2765034601196421
year,ALL,t850,GraphCast_minus_HRES,rmse_mean,168.0,5,0.6,-0.3916276020830553,-0.44344272267519047,-0.3106481938737238
year,ALL,t850,NeuralGCM_minus_HRES,acc_mean,24.0,5,0.2,0.004584671982526434,0.004584671982526434,0.004584671982526434
year,ALL,t850,NeuralGCM_minus_HRES,acc_mean,72.0,5,0.2,0.008430335928861,0.008430335928861,0.008430335928861
year,ALL,t850,NeuralGCM_minus_HRES,acc_mean,120.0,5,0.2,0.016066637227558633,0.016066637227558633,0.016066637227558633
year,ALL,t850,NeuralGCM_minus_HRES,acc_mean,168.0,5,0.2,0.02417137803056235,0.02417137803056235,0.02417137803056235
year,ALL,t850,NeuralGCM_minus_HRES,rmse_mean,24.0,5,0.2,-0.1832435203143158,-0.1832435203143158,-0.1832435203143158
year,ALL,t850,NeuralGCM_minus_HRES,rmse_mean,72.0,5,0.2,-0.20450937721034457,-0.20450937721034457,-0.20450937721034457
year,ALL,t850,NeuralGCM_minus_HRES,rmse_mean,120.0,5,0.2,-0.24964961723083734,-0.24964961723083734,-0.24964961723083734
year,ALL,t850,NeuralGCM_minus_HRES,rmse_mean,168.0,5,0.2,-0.26638202699020797,-0.26638202699020797,-0.26638202699020797
year,ALL,u850,GraphCast_minus_HRES,acc_mean,24.0,5,0.6,0.008777959000424551,0.007230151723109812,0.009870287061358174
year,ALL,u850,GraphCast_minus_HRES,acc_mean,72.0,5,0.6,0.021308638308777716,0.016924458926945607,0.02395634943385916
year,ALL,u850,GraphCast_minus_HRES,acc_mean,120.0,5,0.6,0.040691862367802645,0.032032371952801286,0.04780116601611473
year,ALL,u850,GraphCast_minus_HRES,acc_mean,168.0,5,0.6,0.04709412975934631,0.024694875205941824,0.06851259685909872
year,ALL,u850,GraphCast_minus_HRES,rmse_mean,24.0,5,0.6,-0.3196066885182079,-0.351103824451333,-0.3014319581260747
year,ALL,u850,GraphCast_minus_HRES,rmse_mean,72.0,5,0.6,-0.46421249120401337,-0.5332329500752526,-0.40107810429171487
year,ALL,u850,GraphCast_minus_HRES,rmse_mean,120.0,5,0.6,-0.6506644361399984,-0.7292479766090749,-0.5510930702483172
year,ALL,u850,GraphCast_minus_HRES,rmse_mean,168.0,5,0.6,-0.7413192621166278,-0.8233981570488131,-0.6524858050730336
year,ALL,u850,NeuralGCM_minus_HRES,acc_mean,24.0,5,0.2,0.008424660068185763,0.008424660068185763,0.008424660068185763
year,ALL,u850,NeuralGCM_minus_HRES,acc_mean,72.0,5,0.2,0.0221483790436382,0.0221483790436382,0.0221483790436382
year,ALL,u850,NeuralGCM_minus_HRES,acc_mean,120.0,5,0.2,0.04314950245371951,0.04314950245371951,0.04314950245371951
year,ALL,u850,NeuralGCM_minus_HRES,acc_mean,168.0,5,0.2,0.05670565382682147,0.05670565382682147,0.05670565382682147
year,ALL,u850,NeuralGCM_minus_HRES,rmse_mean,24.0,5,0.2,-0.2522204854563681,-0.2522204854563681,-0.2522204854563681
year,ALL,u850,NeuralGCM_minus_HRES,rmse_mean,72.0,5,0.2,-0.3661087314055418,-0.3661087314055418,-0.3661087314055418
year,ALL,u850,NeuralGCM_minus_HRES,rmse_mean,120.0,5,0.2,-0.4627675305209631,-0.4627675305209631,-0.4627675305209631
year,ALL,u850,NeuralGCM_minus_HRES,rmse_mean,168.0,5,0.2,-0.46272931179436405,-0.46272931179436405,-0.46272931179436405
year,ALL,v850,GraphCast_minus_HRES,acc_mean,24.0,5,0.6,0.010627573428773593,0.008770916013513208,0.011701671078335973
year,ALL,v850,GraphCast_minus_HRES,acc_mean,72.0,5,0.6,0.027444850088670147,0.023586509843987247,0.031702333172003216
year,ALL,v850,GraphCast_minus_HRES,acc_mean,120.0,5,0.6,0.056906237841509576,0.051753911640229244,0.06561383049937886
year,ALL,v850,GraphCast_minus_HRES,acc_mean,168.0,5,0.6,0.07510575362408904,0.06837637509483263,0.08493432363593145
year,ALL,v850,GraphCast_minus_HRES,rmse_mean,24.0,5,0.6,-0.3173400491858571,-0.35093413686200714,-0.29909783316680216
year,ALL,v850,GraphCast_minus_HRES,rmse_mean,72.0,5,0.6,-0.4640016567003093,-0.5433246145153878,-0.39141312485495083
year,ALL,v850,GraphCast_minus_HRES,rmse_mean,120.0,5,0.6,-0.6602371758136627,-0.7785501673524751,-0.5469229252546519
year,ALL,v850,GraphCast_minus_HRES,rmse_mean,168.0,5,0.6,-0.752623505585548,-0.8700142471952965,-0.6516287183783307
year,ALL,v850,NeuralGCM_minus_HRES,acc_mean,24.0,5,0.2,0.009634098860020202,0.009634098860020202,0.009634098860020202
year,ALL,v850,NeuralGCM_minus_HRES,acc_mean,72.0,5,0.2,0.02493673754143677,0.02493673754143677,0.02493673754143677
year,ALL,v850,NeuralGCM_minus_HRES,acc_mean,120.0,5,0.2,0.04803370389742667,0.04803370389742667,0.04803370389742667
year,ALL,v850,NeuralGCM_minus_HRES,acc_mean,168.0,5,0.2,0.06246563141756789,0.06246563141756789,0.06246563141756789
year,ALL,v850,NeuralGCM_minus_HRES,rmse_mean,24.0,5,0.2,-0.2473886342052296,-0.2473886342052296,-0.2473886342052296
year,ALL,v850,NeuralGCM_minus_HRES,rmse_mean,72.0,5,0.2,-0.35435298612035293,-0.35435298612035293,-0.35435298612035293
year,ALL,v850,NeuralGCM_minus_HRES,rmse_mean,120.0,5,0.2,-0.4474591555190135,-0.4474591555190135,-0.4474591555190135
year,ALL,v850,NeuralGCM_minus_HRES,rmse_mean,168.0,5,0.2,-0.45479660364259633,-0.45479660364259633,-0.45479660364259633
year,ALL,z500,GraphCast_minus_HRES,acc_mean,24.0,5,0.2,-2.5379793665458728e-05,-0.00034306425437036214,0.00028546902795600904
year,ALL,z500,GraphCast_minus_HRES,acc_mean,72.0,5,0.2,-0.0011646328829886625,-0.003301070165653286,0.0015892363622703742
year,ALL,z500,GraphCast_minus_HRES,acc_mean,120.0,5,0.2,-0.0050677563892850275,-0.01406436459653393,0.008412388285973238
year,ALL,z500,GraphCast_minus_HRES,acc_mean,168.0,5,0.2,-0.022927141201876593,-0.04804552549830865,0.023801772355180773
year,ALL,z500,GraphCast_minus_HRES,rmse_mean,24.0,5,0.6,-9.12033749099758,-12.367522264696369,-7.386621457643514
year,ALL,z500,GraphCast_minus_HRES,rmse_mean,72.0,5,0.6,-20.386357703302025,-27.294307210870997,-12.958569924527112
year,ALL,z500,GraphCast_minus_HRES,rmse_mean,120.0,5,0.6,-47.28216150806483,-57.299344753051315,-31.409163582264398
year,ALL,z500,GraphCast_minus_HRES,rmse_mean,168.0,5,0.6,-69.96302510450359,-80.538229576513,-54.03965737586577
year,ALL,z500,NeuralGCM_minus_HRES,acc_mean,24.0,5,0.2,0.0003506971238856904,0.0003506971238856904,0.0003506971238856904
year,ALL,z500,NeuralGCM_minus_HRES,acc_mean,72.0,5,0.2,0.002518410515509828,0.002518410515509828,0.002518410515509828
year,ALL,z500,NeuralGCM_minus_HRES,acc_mean,120.0,5,0.2,0.0104178320167585,0.0104178320167585,0.0104178320167585
year,ALL,z500,NeuralGCM_minus_HRES,acc_mean,168.0,5,0.2,0.024544150523420183,0.024544150523420183,0.024544150523420183
year,ALL,z500,NeuralGCM_minus_HRES,rmse_mean,24.0,5,0.2,-9.21404625692626,-9.21404625692626,-9.21404625692626
year,ALL,z500,NeuralGCM_minus_HRES,rmse_mean,72.0,5,0.2,-21.503046836937344,-21.503046836937344,-21.503046836937344
year,ALL,z500,NeuralGCM_minus_HRES,rmse_mean,120.0,5,0.2,-38.787883846049795,-38.787883846049795,-38.787883846049795
year,ALL,z500,NeuralGCM_minus_HRES,rmse_mean,168.0,5,0.2,-53.05315055783478,-53.05315055783478,-53.05315055783478
