window,variable,model,lead,regime,metric,n,mean,ci_lo,ci_hi,median,std,lead_h,tag,bucket,season,start,end
2020-06-01_2020-08-31,t850,NeuralGCM,1 days,3,ACC,60,0.984552219161139,0.9834288482802676,0.9856838173091076,0.9844322985193228,0.0023500175516182,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,3 days,0,ACC,35,0.9452043168269088,0.9415334064966956,0.949111111044645,0.944096724754117,0.0069442958286709,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,3 days,1,ACC,42,0.9454441536118928,0.9430496408842274,0.947562291227435,0.9457203260606192,0.0050801878848486,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,3 days,2,ACC,41,0.9597866964101992,0.9562463818297426,0.9624695192439338,0.960661785015578,0.005801294129665,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,3 days,3,ACC,60,0.950710483316346,0.9472474265453786,0.9545953393913228,0.9513199178656726,0.0074364793795105,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,5 days,0,ACC,35,0.859849759668115,0.8482014159554785,0.8725408327852158,0.8616292352006794,0.0212565002036246,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,5 days,1,ACC,42,0.8510431399602828,0.8398790989056566,0.8596691139258665,0.8575023098322336,0.0221698707271932,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,5 days,2,ACC,37,0.8858584680431096,0.8745450757632265,0.8951198649260074,0.8842171798036749,0.020671359031971,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,5 days,3,ACC,60,0.8744520462639965,0.8644414696774301,0.8841688334324418,0.8780937810537879,0.0235597906467519,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,7 days,0,ACC,35,0.7060892210048121,0.6898003639017919,0.7231665843632579,0.6999660803018545,0.042470640638341,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,7 days,1,ACC,42,0.6788148109079428,0.6533658641898693,0.7030709937074247,0.6737961386099436,0.0539656976586264,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,7 days,2,ACC,33,0.7513293683664488,0.7232403589209535,0.770978897044678,0.7597437084109745,0.045919674380529,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,7 days,3,ACC,60,0.7291247844122302,0.7144270000246065,0.7455897828203621,0.7293959291221457,0.0383012197677724,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,1 days,0,MAE,35,0.5247148688871159,0.5212403444363448,0.5297920222010252,0.5235551681897458,0.0107068247093407,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,1 days,1,MAE,42,0.5210591570922871,0.5146925713662703,0.5268945815316578,0.5199547327859694,0.0119963057785205,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,1 days,2,MAE,45,0.5118229752330423,0.5052042006064307,0.5184223702255681,0.5133966735610401,0.0164810374036981,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,1 days,3,MAE,60,0.5164004038112011,0.5101138184847172,0.5216582142468146,0.514807693752558,0.015995928800185,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,3 days,0,MAE,35,0.8376947688555373,0.8300428512966623,0.8476634628099514,0.8380032249939108,0.0226493075787167,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,3 days,1,MAE,42,0.836769786793379,0.8286061098753092,0.8462057258119124,0.8343026949463757,0.0230368874975411,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,3 days,2,MAE,41,0.8235355434625711,0.8124009982267071,0.8363266951475106,0.8249485203934088,0.0246698403786563,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,3 days,3,MAE,60,0.8264392163524278,0.8131552651499956,0.8373032180540642,0.8274673443225108,0.030015054944239,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,5 days,0,MAE,35,1.2233716233756085,1.2024737554886495,1.2480020179913645,1.2260578780569016,0.0565489305057628,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,5 days,1,MAE,42,1.2226962223233726,1.2058051138226735,1.240322007209267,1.221124567598939,0.0446348174170738,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,5 days,2,MAE,37,1.2584681281696923,1.234653171323845,1.2858028075065182,1.2669926524775332,0.0583424620873735,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,5 days,3,MAE,60,1.2270498914277514,1.204295115997457,1.2481808517264297,1.2309900210378508,0.0618606265775382,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,7 days,0,MAE,35,1.6762938776242835,1.6607491831007206,1.697676078154909,1.6686207604527077,0.0619378306111856,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,7 days,1,MAE,42,1.668554367775456,1.64514182097012,1.6840371249024844,1.6676427298509255,0.0628880365408704,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,7 days,2,MAE,33,1.7541138014089932,1.7058974499136683,1.8150627192818647,1.7453676522821409,0.1100556076661017,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,7 days,3,MAE,60,1.7285386594107748,1.695438090367368,1.758631908617878,1.7235484598061457,0.0872855626665194,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,1 days,0,MAE,35,0.3770005466263176,0.3738180349235796,0.3802445361427968,0.3770322844592504,0.0085688855605325,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,1 days,1,MAE,42,0.3732388915399355,0.3682791283444198,0.3776747754959227,0.3738196278920253,0.0096868319641753,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,1 days,2,MAE,45,0.366870550962746,0.3614998423739078,0.3707367054720193,0.367596193530394,0.0111178137584612,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,1 days,3,MAE,60,0.372244983088936,0.3686123669442059,0.3753382196368267,0.3726121088527654,0.0101314494360832,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,3 days,0,MAE,35,0.6610090844102355,0.6519656052892093,0.6687099100809726,0.6578155832032675,0.0200136146080727,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,3 days,1,MAE,42,0.6580442220636558,0.6527648825087333,0.6632881760724451,0.6608685354970718,0.0159865016428593,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,3 days,2,MAE,41,0.6581146509471313,0.6481972809006483,0.6677373465173122,0.6534277271720171,0.0220535628343472,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,3 days,3,MAE,60,0.6534708742739731,0.6484593014146991,0.657906855496612,0.6533222918136445,0.0173588967272976,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,5 days,0,MAE,35,1.012438914218965,1.0000672439166387,1.0283801580797092,1.0141150763441604,0.0344097929887388,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,5 days,1,MAE,42,1.0130308806529638,0.9987059821063384,1.0240015315207092,1.0104732565133263,0.0378011160148548,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,5 days,2,MAE,37,1.056594980869053,1.0393777280312648,1.0774155903984317,1.0429973394365744,0.046180829333717,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,5 days,3,MAE,60,1.0075433407094458,0.9924372818129582,1.0187401774630211,1.0142394573506197,0.0440699706355848,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,7 days,0,MAE,35,1.4555575258145823,1.4351441576185158,1.4787229946410314,1.4610939761740254,0.0581091154208836,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,7 days,1,MAE,42,1.4379227935777574,1.4069466650232614,1.4644881284434474,1.441051171226558,0.0832383464376531,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,7 days,2,MAE,33,1.556049286275008,1.5185819544165606,1.6062115731123792,1.5498387121478892,0.0876211362522799,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,7 days,3,MAE,60,1.4518615205618928,1.4224657905762987,1.4812089610532813,1.4455037850834656,0.0778160953779774,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,1 days,0,MAE,35,0.4006679914560982,0.3984584132264237,0.4041564647909603,0.4001968385799526,0.0085890161455665,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,1 days,1,MAE,42,0.3949678041717698,0.3902921125590284,0.3986947179033659,0.3942403684585356,0.0086937732407763,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,1 days,2,MAE,45,0.3875144800259147,0.3821162915165674,0.3922467878138148,0.3865658974807945,0.0118047445354498,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,1 days,3,MAE,60,0.3948407775695833,0.3902843365956541,0.3991704799311413,0.3943314838464103,0.0119940934665081,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,3 days,0,MAE,35,0.6890018765801807,0.6830355943934658,0.6953870834967524,0.6929887513771262,0.0164506299014091,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,3 days,1,MAE,42,0.6817985171621046,0.6738878577411131,0.6888723760952032,0.6835934724465749,0.0168899942458098,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,3 days,2,MAE,41,0.6796621148806586,0.6703197742729597,0.6898832410646301,0.6788487829608292,0.0244196192694493,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,3 days,3,MAE,60,0.6726098578537116,0.6644627241279314,0.679659520655919,0.6733741904570194,0.0209499016324026,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,5 days,0,MAE,35,1.0489115609211543,1.0339166411637024,1.0642665435207366,1.0539029967179134,0.035861849492342,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,5 days,1,MAE,42,1.055603628130142,1.0441275373955137,1.0714961824102491,1.0531397577306802,0.0385566830059299,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,5 days,2,MAE,37,1.0774879737898893,1.0490572921008432,1.1053580545603772,1.076564121798142,0.0591338630276985,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,5 days,3,MAE,60,1.0210230126356294,1.0031718315922016,1.0361850171556195,1.0228849460336191,0.050704758272262,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,7 days,0,MAE,35,1.4944499296982945,1.470419547068207,1.515105078430299,1.5121018253593606,0.0741254200501391,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,7 days,1,MAE,42,1.5247194714366858,1.4862462953472395,1.5645152653921166,1.532477513832766,0.0959277526387833,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,7 days,2,MAE,33,1.5725646245844778,1.5165601821769432,1.6344887068130618,1.576487985481499,0.1034086618018288,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,7 days,3,MAE,60,1.4743095046773853,1.4484604911649674,1.494891037224078,1.470438852878674,0.0693604657882036,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,1 days,0,BIAS,35,0.0246180699331009,0.0146189169374093,0.0384888702313206,0.0239127012815965,0.0235585341903781,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,1 days,1,BIAS,42,0.0097523458081579,-0.0041063227854873,0.0217616806367019,0.0079916125425166,0.027007928472064,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,1 days,2,BIAS,45,0.008604197209367,-0.0024500264877837,0.0199664566739228,0.0090273165343522,0.0239973907087217,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,1 days,3,BIAS,60,0.0174022109021655,0.0113643007392218,0.0265050107404953,0.0185222842106171,0.0222015250157944,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,3 days,0,BIAS,35,0.0335238047708858,0.0197934642376559,0.0571853244187673,0.0258296816295547,0.036589908212692,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,3 days,1,BIAS,42,0.0307912285776063,0.008987622976743,0.0496928649948362,0.0273509468845854,0.0396416812529646,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,3 days,2,BIAS,41,0.0312536892348528,0.0162652300732195,0.0483247535761684,0.0352982178535114,0.0326114158267527,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,3 days,3,BIAS,60,0.0255992436119861,0.0136035115871836,0.0417086946343982,0.0268841200056631,0.0358213812815697,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,5 days,0,BIAS,35,0.0060664720225653,-0.0061636848896132,0.0251963778708136,0.0127136438688903,0.0393918030893671,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,5 days,1,BIAS,42,0.0317241298901585,0.0092453903434201,0.0518442428710185,0.0308385003871874,0.04663656465439,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,5 days,2,BIAS,37,0.039843657595265,0.0183422217969404,0.0597328674657727,0.0464626887328641,0.0405736539658653,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,5 days,3,BIAS,60,-0.0008813948629316,-0.017573122218078,0.013488269506268,0.0032785007249823,0.0397053567635829,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,7 days,0,BIAS,35,-0.0219975504413001,-0.0424798507001725,0.0017712602553537,-0.0286711816794447,0.0480465553794484,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,7 days,1,BIAS,42,0.0324110306857994,0.0082511836665213,0.0514481017220096,0.0238969136853175,0.0460490756085607,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,7 days,2,BIAS,33,0.019297452476006,-0.0217013650689949,0.0560584315805749,0.0225677567147876,0.0735472088959073,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,HRES,7 days,3,BIAS,60,-0.0237792320481159,-0.0515152308527114,-0.0011392027431455,-0.0382218668854565,0.0648403809168394,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,1 days,0,BIAS,35,-0.0138710011083326,-0.0202548649309135,-0.0044969542043874,-0.0122354701089404,0.0171413279705242,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,1 days,1,BIAS,42,-0.0247963499282833,-0.0345398973728315,-0.0173802650928917,-0.0217904650543063,0.019628574216874,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,1 days,2,BIAS,45,-0.0119174987272101,-0.0165387143500705,-0.0063603531844571,-0.0147423556545991,0.0162489573920191,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,1 days,3,BIAS,60,-0.0148845970426708,-0.0186166313750861,-0.0109026285340538,-0.0169095888542731,0.0165475622470567,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,3 days,0,BIAS,35,-0.0038864617592196,-0.0130074614239158,0.0094830709558011,-0.0029430013775086,0.0282548648945338,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,3 days,1,BIAS,42,-0.0261220193949561,-0.0410272586595063,-0.0161519336016745,-0.0256255848135205,0.0273543069908461,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,3 days,2,BIAS,41,0.0022573227534891,-0.0091858855605497,0.0141365949192331,0.0018014456617018,0.0259957080825392,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,3 days,3,BIAS,60,-0.0131435904720203,-0.0261961632178676,-0.0031500716286698,-0.0131772686961317,0.0295164784825219,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,5 days,0,BIAS,35,-0.0362814536148428,-0.0484610149057816,-0.0179011836181238,-0.0354516193047745,0.0351459543826858,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,5 days,1,BIAS,42,-0.0536366729854561,-0.0764201235953338,-0.0359643750940991,-0.0572018828112835,0.0441418823152626,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,5 days,2,BIAS,37,-0.0427774094269686,-0.0727472616549027,-0.0221348279530799,-0.0325644638721138,0.0493475221781571,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,5 days,3,BIAS,60,-0.0624929019326611,-0.086411590727578,-0.0433168797169894,-0.0582236409043108,0.051083638825027,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,7 days,0,BIAS,35,-0.0702888767439453,-0.0877954082477454,-0.0407913791037575,-0.0748086985331646,0.051069016571687,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,7 days,1,BIAS,42,-0.0800105731216828,-0.0979164272291755,-0.0627994075520553,-0.0841665677351453,0.0444480562448573,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,7 days,2,BIAS,33,-0.113764590629073,-0.1557269996718602,-0.0804082043448046,-0.1026426582086107,0.0697848067497179,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,GraphCast,7 days,3,BIAS,60,-0.1080461199005879,-0.1453811598039079,-0.0731657738395374,-0.1038316980714239,0.0846709296856388,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,1 days,0,BIAS,35,-0.0139139842697047,-0.0218630210408556,-0.0029371236748098,-0.0150794785572269,0.018265467411025,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,1 days,1,BIAS,42,-0.0149230386621955,-0.0256493007393686,-0.0060736983234399,-0.0116995801812369,0.0214344040624419,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,1 days,2,BIAS,45,-0.0099848562217051,-0.0162625540414277,-0.0039637308102929,-0.0113383185316846,0.0150034663471483,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,1 days,3,BIAS,60,-0.0106556386651611,-0.01437622383136,-0.0065584400048716,-0.0115443109120617,0.0151424304085202,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,3 days,0,BIAS,35,0.0060380714899655,-0.0047874235413395,0.0206566173104241,0.0101890038547444,0.028060994590952,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,3 days,1,BIAS,42,0.0037270098405785,-0.0167808581528991,0.0189463009025331,0.0092716469705125,0.0354038904601317,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,3 days,2,BIAS,41,0.0291514427653396,0.0183400785235356,0.0409619333190561,0.0256046706595594,0.0230472325800311,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,3 days,3,BIAS,60,0.0174287037568214,0.0066631961399663,0.026964083559973,0.0171532889887753,0.0255381137027854,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,5 days,0,BIAS,35,0.0265644199181018,0.011796144452558,0.0484031247928898,0.0350567922660703,0.0414347674649461,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,5 days,1,BIAS,42,0.030284410817493,0.0017159560750436,0.0507010741779539,0.0326394085187459,0.0516863560719103,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,5 days,2,BIAS,37,0.0643374978999495,0.0502210663176382,0.0775769772810499,0.0643972276117761,0.0291497893367615,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,5 days,3,BIAS,60,0.0317540691109574,0.0174937148436844,0.0433491468134535,0.0305726634711756,0.0359248861157753,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,7 days,0,BIAS,35,0.0336224809934269,0.0087968378097127,0.0709926737238269,0.0417721574597673,0.0616246591691277,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,7 days,1,BIAS,42,0.0430721364713613,0.0186020123061079,0.0701252704212673,0.0436195782655036,0.0528301346780042,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,7 days,2,BIAS,33,0.0608011553603265,0.0226468166030865,0.0948599857206261,0.0757263573427949,0.0658054750427664,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,t850,NeuralGCM,7 days,3,BIAS,60,0.032713676056091,0.0052504673428314,0.0597122668389462,0.0359792292761164,0.0712322008815225,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,u850,HRES,1 days,0,RMSE,35,1.322776427758802,1.3121108895396016,1.330120424766948,1.32673720737691,0.0286506017551652,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,u850,HRES,1 days,1,RMSE,42,1.33288402370024,1.321162178880063,1.3456573535174,1.3351789744283014,0.0321988110735561,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,u850,HRES,1 days,2,RMSE,45,1.3334118267716368,1.3234442510160274,1.344806393763526,1.3367050109213856,0.029409863871429,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,u850,HRES,1 days,3,RMSE,60,1.332681030610979,1.3219928153403384,1.3450998538545889,1.3325537449523088,0.030876773590088,24.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,u850,HRES,3 days,0,RMSE,35,2.3667210271085013,2.333919830669938,2.406103221958236,2.374292773687272,0.1212488503731656,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,u850,HRES,3 days,1,RMSE,42,2.4378748697025423,2.40926064813035,2.4716065835937187,2.4524978203827343,0.0973233650851539,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,u850,HRES,3 days,2,RMSE,41,2.396273837013374,2.3468841397598807,2.46847297401788,2.3857192403266247,0.1174473852844557,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,u850,HRES,3 days,3,RMSE,60,2.4005306426816784,2.3650520913091326,2.4396189349369672,2.400194444736903,0.0919580817981789,72.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,u850,HRES,5 days,0,RMSE,35,3.624943183899507,3.571963119615895,3.706981155407187,3.648148971253239,0.188977638177065,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,u850,HRES,5 days,1,RMSE,42,3.744035027744554,3.662275766293414,3.808575519803284,3.727951491362509,0.193868402187137,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,u850,HRES,5 days,2,RMSE,37,3.7883818976767554,3.6686511374428874,3.935912725442488,3.814479525194492,0.2600739741068938,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,u850,HRES,5 days,3,RMSE,60,3.7869699495534577,3.6866260706082334,3.894546874416196,3.7746063494285327,0.2456041226342221,120.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,u850,HRES,7 days,0,RMSE,35,4.839314262201605,4.723037769801877,4.980706792753075,4.88066751961477,0.278882457122716,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,u850,HRES,7 days,1,RMSE,42,5.045075101946786,4.955355887117888,5.136794764762438,5.030588348041249,0.2337386068752306,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,u850,HRES,7 days,2,RMSE,33,5.116973518955052,4.949170154729042,5.302346864776196,5.093572788464536,0.3913555041098409,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
2020-06-01_2020-08-31,u850,HRES,7 days,3,RMSE,60,5.129502799965365,5.022214523845053,5.219497262034253,5.106745692423322,0.3139472829040486,168.0,JJA_2020,season,JJA,2020-06-01,2020-08-31
