window,variable,model,lead,regime,metric,n,mean,ci_lo,ci_hi,median,std,lead_h,tag,bucket,season,start,end
2020-03-01_2020-05-31,u850,HRES,1 days,1,MAE,55,0.9494309694616976,0.941900981276928,0.9563954438184592,0.9481305436064836,0.0215562586870353,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,1 days,2,MAE,48,0.983964077266586,0.971369537331646,0.9993199944236336,0.9796088824912343,0.0274962994638954,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,1 days,3,MAE,32,0.9550382362739418,0.9479381254274476,0.9617780225759512,0.9556084008825056,0.0162662639415772,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,3 days,0,MAE,47,1.6435559735815284,1.6251028610274003,1.6670190336253483,1.6453029776356864,0.0549789133725841,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,3 days,1,MAE,51,1.6298170449785698,1.6030265083093131,1.653784702382573,1.622240614534955,0.0612937966466439,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,3 days,2,MAE,48,1.6957794638295385,1.669980704560224,1.7221066834469283,1.7006085442683392,0.0626190502079388,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,3 days,3,MAE,32,1.6388066618303307,1.6207013133359554,1.6586723739359934,1.6506634616523752,0.0469491590421629,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,5 days,0,MAE,47,2.5632681566484226,2.5094509314899898,2.625416263218588,2.558985503039988,0.148949069098367,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,5 days,1,MAE,47,2.5141966205530464,2.463612410449418,2.5623272980863647,2.493824292878468,0.1415812709749919,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,5 days,2,MAE,48,2.5859955148243707,2.546640962723311,2.6264158809019253,2.5814000357362885,0.1201760237261297,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,5 days,3,MAE,32,2.5939173868241783,2.5481210440861988,2.6290991606242518,2.574042050068524,0.1202079857952667,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,7 days,0,MAE,47,3.5385497647115733,3.46286171927695,3.6513114097119113,3.4902081120177884,0.2298629364631105,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,7 days,1,MAE,43,3.488754553372683,3.3932719578969635,3.597100520084811,3.426297972970907,0.2425729311934534,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,7 days,2,MAE,48,3.545434761349547,3.463550810613245,3.605891290536559,3.544844059291158,0.2106546001884869,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,7 days,3,MAE,32,3.685857420719476,3.6263451393370456,3.764540856516716,3.6849052912928006,0.1971401444323466,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,1 days,0,MAE,47,0.7365121030277189,0.7314224988133381,0.7412922423364338,0.7378931715168859,0.0126756934389578,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,1 days,1,MAE,55,0.7258351395810262,0.7207843906719418,0.7305133320532476,0.7250201877738923,0.0158925532625587,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,1 days,2,MAE,48,0.7584434535965606,0.7469338694172186,0.7727213220003399,0.7549673750593535,0.0248758510584507,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,1 days,3,MAE,32,0.7319346990581459,0.7255491014043532,0.7385733644777148,0.7311805086463219,0.0139076186308837,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,3 days,0,MAE,47,1.3539971070484154,1.3396161395872972,1.3719154918683991,1.3566418211125744,0.0356545468552501,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,3 days,1,MAE,51,1.3404832994805471,1.3238053449909268,1.355502059851983,1.3381656769247046,0.0428580300428538,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,3 days,2,MAE,48,1.394243736240308,1.3725237756959858,1.4140343199097978,1.3901123081972002,0.0471799817449323,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,3 days,3,MAE,32,1.3870294359683182,1.3639667046670905,1.4116280029755073,1.3835260864463603,0.0478106809206291,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,5 days,0,MAE,47,2.133012891217686,2.089200633026416,2.179732924618707,2.13474646713882,0.1107646893191243,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,5 days,1,MAE,47,2.127729408069748,2.080840372807205,2.1872147944886224,2.1281465351105493,0.1281321396734795,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,5 days,2,MAE,48,2.163963108805684,2.115515618030947,2.2103355797519137,2.187199441484605,0.1065648302976051,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,5 days,3,MAE,32,2.250523679701299,2.2168415300362008,2.293952927809552,2.241169956811323,0.0972748213803111,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,7 days,0,MAE,47,2.980834949882686,2.9074002260217124,3.0602142907629317,2.974181567951318,0.1743367257999054,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,7 days,1,MAE,43,3.038518119819185,2.947976451452378,3.140928586263902,3.0057468860396472,0.2035796685391624,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,7 days,2,MAE,48,3.0518512048363333,2.986034752028862,3.1124109667559954,3.0593433427870584,0.146821845989408,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,7 days,3,MAE,32,3.226883546705155,3.1807023270013195,3.300866548135231,3.211816548598457,0.1661941028093364,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,1 days,0,MAE,47,0.7791821497849456,0.7727233487158416,0.7850218197924506,0.7800801256514233,0.0148975924225139,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,1 days,1,MAE,55,0.766820087367517,0.761357155184717,0.7727478931676498,0.7646760857434544,0.0168248923853324,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,1 days,2,MAE,48,0.7961237640723438,0.7816342058057164,0.8118230581788431,0.7895429222123849,0.0260668593002297,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,1 days,3,MAE,32,0.7774232403065318,0.7716804128561245,0.7832891712947465,0.7776598905848988,0.013199626959574,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,3 days,0,MAE,47,1.3838544134686277,1.3675685402843307,1.4029163788059529,1.3865460820382391,0.0416187879603749,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,3 days,1,MAE,51,1.3667154299538575,1.3485466142694242,1.3838328659918449,1.3737431691212203,0.0436434626136869,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,3 days,2,MAE,48,1.432043974184578,1.4076990157934857,1.458234781047156,1.4253411542766292,0.0513501293902847,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,3 days,3,MAE,32,1.4098431081067226,1.394627531109513,1.430965198887206,1.416204206043977,0.040099011245331,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,5 days,0,MAE,47,2.2086937134731586,2.161941191515491,2.2568440329821478,2.208773701810325,0.1223352229468673,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,5 days,1,MAE,47,2.169993757445717,2.137016429564416,2.2042913098108143,2.163091318046769,0.1053307718901095,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,5 days,2,MAE,48,2.2490756536696987,2.2004673610938847,2.2913458355682628,2.2371501693746136,0.1128992495617558,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,5 days,3,MAE,32,2.306174425195122,2.262797585505088,2.3696635369559256,2.2803333723533585,0.116732290866915,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,7 days,0,MAE,47,3.1277331713699703,3.077596978647693,3.1881764695186314,3.1276210177749744,0.1523726724382839,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,7 days,1,MAE,43,3.1318700361617977,3.042360735298892,3.2403999697121475,3.1330678337485507,0.2060824448691916,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,7 days,2,MAE,48,3.168584648705003,3.1040251992344667,3.246363119080905,3.179917377107416,0.1640529535482129,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,7 days,3,MAE,32,3.30167541428878,3.257137196989194,3.366667754892624,3.296630374462893,0.153702302077453,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,1 days,0,BIAS,47,0.0519298447300324,0.0424366470391402,0.064388972183628,0.0414919528312652,0.0485468088561049,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,1 days,1,BIAS,55,0.0143678612712031,-0.0024351978702586,0.0323851080063241,0.0110731028176756,0.0499571759858664,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,1 days,2,BIAS,48,0.0612414648911649,0.0504322944118734,0.0733440840268002,0.0652316504467223,0.0511874252247407,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,1 days,3,BIAS,32,0.0271013932263151,0.0117602293214636,0.0445380850999052,0.0287935349390239,0.0432818098962056,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,3 days,0,BIAS,47,0.0425006919158861,0.0264627110311213,0.0610463509434023,0.0379049674497311,0.0559867476439153,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,3 days,1,BIAS,51,0.0077357535360076,-0.0209145901514032,0.0377100680115527,-0.0085568686455174,0.0656977951398889,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,3 days,2,BIAS,48,0.0754542084094004,0.0616435153216894,0.0908182506489101,0.0780101534419998,0.0560133152605092,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,3 days,3,BIAS,32,0.0149162412836664,-0.0081987424436785,0.0376824827467298,0.0200159174999973,0.0575825765499151,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,5 days,0,BIAS,47,0.0120361206140941,-0.0154408477999765,0.0429473856441238,0.0176930814669984,0.0744917559721595,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,5 days,1,BIAS,47,-0.0357176772536061,-0.0634273264323787,-0.0138208159885053,-0.0392314210460538,0.0703554686305842,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,5 days,2,BIAS,48,0.0306505968475055,-0.0015708219838317,0.0678050884733545,0.0214271232725279,0.0808550990187935,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,5 days,3,BIAS,32,-0.0256864993951225,-0.0515732731202578,0.0043341524540452,-0.0363504431046654,0.0573560838716034,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,7 days,0,BIAS,47,-0.0116364002645107,-0.0636511536902937,0.0481933227388261,-0.037114830599758,0.1220421915692194,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,7 days,1,BIAS,43,-0.0889895078834494,-0.126568971074829,-0.0475630875732459,-0.0871165462968221,0.093171809981937,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,7 days,2,BIAS,48,-0.0323248155857438,-0.0640702029647113,0.0129170294960778,-0.0432298558717271,0.0932822164279484,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,HRES,7 days,3,BIAS,32,-0.0501779573997409,-0.0902094591109401,-0.0034850703804132,-0.0695912008182654,0.0932993705224677,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,1 days,0,BIAS,47,0.007129518465723,-0.0045867719886227,0.0207205826223522,0.0079371628396057,0.0343624183541077,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,1 days,1,BIAS,55,-0.0032219523820671,-0.0119705199912498,0.0062546681187211,-0.0067706477930251,0.0282331514269023,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,1 days,2,BIAS,48,0.0223090620956292,0.0137094970518236,0.028841910224404,0.0220179027278824,0.0276097724263745,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,1 days,3,BIAS,32,0.002629103238859,-0.0103351786909265,0.0167521388604326,0.0048265283954471,0.0333866582982578,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,3 days,0,BIAS,47,0.060481951881481,0.0362723216698435,0.0909641481540666,0.0479166576916358,0.0574120456768552,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,3 days,1,BIAS,51,0.0216919741363795,0.0081689307000117,0.0360894912972036,0.0191813922473225,0.0395564271179832,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,3 days,2,BIAS,48,0.0618168248593478,0.0418627856599208,0.0802043622250573,0.0551832467133554,0.0438108178800676,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,3 days,3,BIAS,32,0.0373492882770625,0.0237028516137414,0.0576411012564981,0.0329858507429318,0.0405717091207774,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,5 days,0,BIAS,47,0.1017899062677074,0.0759517370655759,0.1431438291036884,0.0985192491517285,0.0704396041146087,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,5 days,1,BIAS,47,0.0336781476161009,0.0100134096941033,0.0583337225454601,0.037783199904619,0.0550008771237549,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,5 days,2,BIAS,48,0.0888859131895208,0.0496815639660429,0.1274315393279404,0.0768566744452426,0.0780379234346058,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,5 days,3,BIAS,32,0.0480853076729804,0.0345103991736169,0.0707993296794058,0.0483162890769827,0.0564405349707463,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,7 days,0,BIAS,47,0.1372524750105077,0.1098944600699541,0.1800871673872104,0.134228298442204,0.0736227735602183,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,7 days,1,BIAS,43,0.0508541045224667,0.020143550312709,0.0779382817718871,0.040162341938296,0.0723474178941873,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,7 days,2,BIAS,48,0.1320807467017359,0.06392251215404,0.1937827247386509,0.0979842153476083,0.1332596191126031,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,GraphCast,7 days,3,BIAS,32,0.0826674611553534,0.0495142615831235,0.1180165876089622,0.07859112179766,0.0735938612405625,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,1 days,0,BIAS,47,0.0134565630036853,0.0046940927843624,0.0222300601902622,0.0149514620537415,0.0323717358802226,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,1 days,1,BIAS,55,-0.0007068906817407,-0.0145431465770043,0.0124627922127173,0.0027323229728306,0.034416124202559,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,1 days,2,BIAS,48,0.0121284194249934,0.0048633646326616,0.0184843449461684,0.0170723203616073,0.0286574365717863,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,1 days,3,BIAS,32,0.0111618813085743,0.0015468568060637,0.0234662594771435,0.0034802577449879,0.0288855486020082,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,3 days,0,BIAS,47,0.0464717950730336,0.0334759552949538,0.0598550357127335,0.0458758294209988,0.0411838821545726,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,3 days,1,BIAS,51,0.0206523054497046,0.0039870549430551,0.0400400326423671,0.0205697634837866,0.0440675795350327,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,3 days,2,BIAS,48,0.0296446928257758,0.0135698259982382,0.0431982943824909,0.0359109026824877,0.0423065616267278,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,3 days,3,BIAS,32,0.0370061414543927,0.0250897679453259,0.0520495121653097,0.0350972785747082,0.0346909386458689,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,5 days,0,BIAS,47,0.1052597308886601,0.0815513231281823,0.127186098999392,0.1079266301798992,0.0599960441698872,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,5 days,1,BIAS,47,0.0573736455695886,0.029968272555243,0.0892251626891059,0.0503027668270426,0.0629193543180485,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,5 days,2,BIAS,48,0.0497223350381597,0.0216732732498441,0.0796793560589872,0.0449398133590005,0.0675806551662201,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,5 days,3,BIAS,32,0.0742332777621301,0.0564360594018248,0.1054067755166758,0.0753655011863163,0.0542804825421468,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,7 days,0,BIAS,47,0.1468777694589165,0.1170884820964612,0.1750366871456556,0.1421824583205748,0.0695973411096226,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,7 days,1,BIAS,43,0.0601985145557835,0.0337453210729956,0.0932851089346727,0.0605500246397533,0.0758708186059162,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,7 days,2,BIAS,48,0.0835184981763121,0.0362362011867503,0.1333389537893407,0.0486734774519689,0.1064790639899075,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,u850,NeuralGCM,7 days,3,BIAS,32,0.1120293995261284,0.0775224595735754,0.1510431252072991,0.1031592536429681,0.0795190372088023,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,HRES,1 days,0,RMSE,47,1.310975010548061,1.30104333442771,1.3202129806240834,1.3115510445822327,0.027484914473217,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,HRES,1 days,1,RMSE,55,1.29944126921323,1.2913219115661736,1.3071812526049722,1.304146341895094,0.0274513388850151,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,HRES,1 days,2,RMSE,48,1.3542667904193504,1.3307914117816064,1.3796025652174797,1.3400823278637253,0.0465553138968558,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,HRES,1 days,3,RMSE,32,1.3205223872823408,1.3101868731880872,1.336091911432869,1.3158297241050132,0.0287781466430056,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,HRES,3 days,0,RMSE,47,2.3602460051140306,2.31867904336354,2.405662218753026,2.363831633972641,0.1125746465158023,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,HRES,3 days,1,RMSE,51,2.389424323478367,2.33328487198686,2.450365902879899,2.3570158155664047,0.1516095491909424,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,HRES,3 days,2,RMSE,48,2.408294370970509,2.36154695630608,2.454555296475916,2.4116430033540306,0.1078572431422871,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,HRES,3 days,3,RMSE,32,2.3792486097986685,2.346301004746698,2.426668653106784,2.39045807518846,0.0947400604773162,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,HRES,5 days,0,RMSE,47,3.7925260370946368,3.692565076586972,3.899483677588933,3.779097615585113,0.2603229200105184,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,HRES,5 days,1,RMSE,47,3.8204085718952903,3.7286683029861702,3.932614267007332,3.840010622687628,0.2855809750768459,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,HRES,5 days,2,RMSE,48,3.780460662716557,3.721693351255736,3.8417909722047394,3.794055353902597,0.1884871978150487,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,HRES,5 days,3,RMSE,32,3.8412983301151913,3.7201266604082033,3.942574448813157,3.838647874948688,0.234661613613575,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,HRES,7 days,0,RMSE,47,5.224919045567861,5.1196946903491165,5.345172605702525,5.286326902563112,0.3115111456737562,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,HRES,7 days,1,RMSE,43,5.276421757597641,5.091868385906678,5.4974696816853,5.201990744295905,0.4363661524043177,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,HRES,7 days,2,RMSE,48,5.186498255656464,5.054840980214014,5.304132547933634,5.154169872018377,0.3717964009381572,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,HRES,7 days,3,RMSE,32,5.419645584573761,5.2951517584883465,5.576039071351872,5.429510721486057,0.3768649769508423,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,GraphCast,1 days,0,RMSE,47,1.0158450834258763,1.0074651121406468,1.0262670993872378,1.0129311954932616,0.0246415091593536,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,GraphCast,1 days,1,RMSE,55,1.004302179435209,0.9967675922755548,1.0121669923111185,1.0045555156051753,0.0233094005009955,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,GraphCast,1 days,2,RMSE,48,1.0466568537769272,1.0277657623824394,1.0689353623826416,1.0347983024693062,0.0399451150981919,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,GraphCast,1 days,3,RMSE,32,1.0147958664318328,1.005908474332136,1.0282730541929892,1.0158179373010303,0.0240460341603734,24.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,GraphCast,3 days,0,RMSE,47,1.9606898420122985,1.9353131027909616,1.9851723186669556,1.9549138384074007,0.0705718145388454,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,GraphCast,3 days,1,RMSE,51,1.9524792198010683,1.9069359084592168,2.0016624808965577,1.9452120106794977,0.1087358696115729,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,GraphCast,3 days,2,RMSE,48,2.012202221966423,1.9732768130711675,2.0456703200106223,2.0006865102380336,0.0849715189842681,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,GraphCast,3 days,3,RMSE,32,2.033299743328815,1.996572235516932,2.09251215057794,2.0082858816272777,0.1177326660383946,72.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,GraphCast,5 days,0,RMSE,47,3.2026056569114667,3.121640409913371,3.289324469266344,3.1781828632827573,0.2048639573816614,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,GraphCast,5 days,1,RMSE,47,3.268032696157552,3.1682358726200137,3.397636425795191,3.24894107505705,0.2760400094468141,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,GraphCast,5 days,2,RMSE,48,3.2411398431247807,3.1694135252764988,3.293395631692253,3.279146810632753,0.1741385088285194,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,GraphCast,5 days,3,RMSE,32,3.494347529275047,3.4167743476078543,3.6064589339302886,3.490850094452716,0.1893548549031363,120.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,GraphCast,7 days,0,RMSE,47,4.481393590642471,4.379698675158101,4.608540900584503,4.469687682442575,0.262987895402239,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,GraphCast,7 days,1,RMSE,43,4.738061252934217,4.524220545009487,4.99079135572532,4.706224541439471,0.4722455812393555,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
2020-03-01_2020-05-31,v850,GraphCast,7 days,2,RMSE,48,4.518835073114201,4.42880595012076,4.593763853541791,4.543097252680746,0.2344546507693874,168.0,MAM_2020,season,MAM,2020-03-01,2020-05-31
