window,model,lead,blocked_rmse,unblocked_rmse,n_blocked,n_unblocked,lead_h,tag,bucket,season,start,end
2022-03-01_2022-05-31,NeuralGCM,3 days,,,0,0,72.0,MAM_2022,season,MAM,2022-03-01,2022-05-31
2022-03-01_2022-05-31,NeuralGCM,5 days,,,0,0,120.0,MAM_2022,season,MAM,2022-03-01,2022-05-31
2022-03-01_2022-05-31,NeuralGCM,7 days,,,0,0,168.0,MAM_2022,season,MAM,2022-03-01,2022-05-31
2022-06-01_2022-08-31,HRES,1 days,47.7153061514028,46.85896729152107,66,116,24.0,JJA_2022,season,JJA,2022-06-01,2022-08-31
2022-06-01_2022-08-31,HRES,3 days,139.45206671074325,137.15269066682583,62,116,72.0,JJA_2022,season,JJA,2022-06-01,2022-08-31
2022-06-01_2022-08-31,HRES,5 days,313.0896594790307,297.52710383372994,60,114,120.0,JJA_2022,season,JJA,2022-06-01,2022-08-31
2022-06-01_2022-08-31,HRES,7 days,518.8734374387625,501.7761437272344,60,110,168.0,JJA_2022,season,JJA,2022-06-01,2022-08-31
2022-06-01_2022-08-31,GraphCast,1 days,,,0,0,24.0,JJA_2022,season,JJA,2022-06-01,2022-08-31
2022-06-01_2022-08-31,GraphCast,3 days,,,0,0,72.0,JJA_2022,season,JJA,2022-06-01,2022-08-31
2022-06-01_2022-08-31,GraphCast,5 days,,,0,0,120.0,JJA_2022,season,JJA,2022-06-01,2022-08-31
2022-06-01_2022-08-31,GraphCast,7 days,,,0,0,168.0,JJA_2022,season,JJA,2022-06-01,2022-08-31
2022-06-01_2022-08-31,NeuralGCM,1 days,,,0,0,24.0,JJA_2022,season,JJA,2022-06-01,2022-08-31
2022-06-01_2022-08-31,NeuralGCM,3 days,,,0,0,72.0,JJA_2022,season,JJA,2022-06-01,2022-08-31
2022-06-01_2022-08-31,NeuralGCM,5 days,,,0,0,120.0,JJA_2022,season,JJA,2022-06-01,2022-08-31
2022-06-01_2022-08-31,NeuralGCM,7 days,,,0,0,168.0,JJA_2022,season,JJA,2022-06-01,2022-08-31
2022-09-01_2022-11-30,HRES,1 days,46.43213016821949,46.86540241105782,21,159,24.0,SON_2022,season,SON,2022-09-01,2022-11-30
2022-09-01_2022-11-30,HRES,3 days,132.38394748533233,138.16704054157063,21,155,72.0,SON_2022,season,SON,2022-09-01,2022-11-30
2022-09-01_2022-11-30,HRES,5 days,289.6018832423744,310.46962043783,21,151,120.0,SON_2022,season,SON,2022-09-01,2022-11-30
2022-09-01_2022-11-30,HRES,7 days,503.05919662305087,528.8796750801376,21,147,168.0,SON_2022,season,SON,2022-09-01,2022-11-30
2022-09-01_2022-11-30,GraphCast,1 days,,,0,0,24.0,SON_2022,season,SON,2022-09-01,2022-11-30
2022-09-01_2022-11-30,GraphCast,3 days,,,0,0,72.0,SON_2022,season,SON,2022-09-01,2022-11-30
2022-09-01_2022-11-30,GraphCast,5 days,,,0,0,120.0,SON_2022,season,SON,2022-09-01,2022-11-30
2022-09-01_2022-11-30,GraphCast,7 days,,,0,0,168.0,SON_2022,season,SON,2022-09-01,2022-11-30
2022-09-01_2022-11-30,NeuralGCM,1 days,,,0,0,24.0,SON_2022,season,SON,2022-09-01,2022-11-30
2022-09-01_2022-11-30,NeuralGCM,3 days,,,0,0,72.0,SON_2022,season,SON,2022-09-01,2022-11-30
2022-09-01_2022-11-30,NeuralGCM,5 days,,,0,0,120.0,SON_2022,season,SON,2022-09-01,2022-11-30
2022-09-01_2022-11-30,NeuralGCM,7 days,,,0,0,168.0,SON_2022,season,SON,2022-09-01,2022-11-30
2018-01-01_2018-12-31,HRES,1 days,50.13077123490168,48.854746195547605,241,487,24.0,2018,year,ALL,2018-01-01,2018-12-31
2018-01-01_2018-12-31,HRES,3 days,148.1292065072683,145.12838168766092,239,485,72.0,2018,year,ALL,2018-01-01,2018-12-31
2018-01-01_2018-12-31,HRES,5 days,327.19004733912635,316.38278065761966,239,481,120.0,2018,year,ALL,2018-01-01,2018-12-31
2018-01-01_2018-12-31,HRES,7 days,546.9697082013079,531.6796984216423,237,479,168.0,2018,year,ALL,2018-01-01,2018-12-31
2018-01-01_2018-12-31,GraphCast,1 days,,,0,0,24.0,2018,year,ALL,2018-01-01,2018-12-31
2018-01-01_2018-12-31,GraphCast,3 days,,,0,0,72.0,2018,year,ALL,2018-01-01,2018-12-31
2018-01-01_2018-12-31,GraphCast,5 days,,,0,0,120.0,2018,year,ALL,2018-01-01,2018-12-31
2018-01-01_2018-12-31,GraphCast,7 days,,,0,0,168.0,2018,year,ALL,2018-01-01,2018-12-31
2018-01-01_2018-12-31,NeuralGCM,1 days,,,0,0,24.0,2018,year,ALL,2018-01-01,2018-12-31
2018-01-01_2018-12-31,NeuralGCM,3 days,,,0,0,72.0,2018,year,ALL,2018-01-01,2018-12-31
2018-01-01_2018-12-31,NeuralGCM,5 days,,,0,0,120.0,2018,year,ALL,2018-01-01,2018-12-31
2018-01-01_2018-12-31,NeuralGCM,7 days,,,0,0,168.0,2018,year,ALL,2018-01-01,2018-12-31
2019-01-01_2019-12-31,HRES,1 days,49.88358455632438,48.22615094830362,219,509,24.0,2019,year,ALL,2019-01-01,2019-12-31
2019-01-01_2019-12-31,HRES,3 days,145.26809063826067,141.09045840605845,218,506,72.0,2019,year,ALL,2019-01-01,2019-12-31
2019-01-01_2019-12-31,HRES,5 days,318.9948066982419,303.8722922163735,215,505,120.0,2019,year,ALL,2019-01-01,2019-12-31
2019-01-01_2019-12-31,HRES,7 days,525.9912332507586,515.0494361558248,211,505,168.0,2019,year,ALL,2019-01-01,2019-12-31
2019-01-01_2019-12-31,GraphCast,1 days,36.96066335041904,36.184813763381776,20,70,24.0,2019,year,ALL,2019-01-01,2019-12-31
2019-01-01_2019-12-31,GraphCast,3 days,120.62740307123424,113.36516429422,20,66,72.0,2019,year,ALL,2019-01-01,2019-12-31
2019-01-01_2019-12-31,GraphCast,5 days,257.2224754807975,249.23882901174096,19,63,120.0,2019,year,ALL,2019-01-01,2019-12-31
2019-01-01_2019-12-31,GraphCast,7 days,461.476170081974,438.5547506594402,15,63,168.0,2019,year,ALL,2019-01-01,2019-12-31
2019-01-01_2019-12-31,NeuralGCM,1 days,,,0,0,24.0,2019,year,ALL,2019-01-01,2019-12-31
2019-01-01_2019-12-31,NeuralGCM,3 days,,,0,0,72.0,2019,year,ALL,2019-01-01,2019-12-31
2019-01-01_2019-12-31,NeuralGCM,5 days,,,0,0,120.0,2019,year,ALL,2019-01-01,2019-12-31
2019-01-01_2019-12-31,NeuralGCM,7 days,,,0,0,168.0,2019,year,ALL,2019-01-01,2019-12-31
2020-01-01_2020-12-31,HRES,1 days,47.29033818771719,47.02805533645174,211,519,24.0,2020,year,ALL,2020-01-01,2020-12-31
2020-01-01_2020-12-31,HRES,3 days,139.40160959412694,135.4985937355968,211,515,72.0,2020,year,ALL,2020-01-01,2020-12-31
2020-01-01_2020-12-31,HRES,5 days,316.9227790896639,298.0250612687768,211,511,120.0,2020,year,ALL,2020-01-01,2020-12-31
2020-01-01_2020-12-31,HRES,7 days,541.3025798201812,508.97276889615694,211,507,168.0,2020,year,ALL,2020-01-01,2020-12-31
2020-01-01_2020-12-31,GraphCast,1 days,39.93199165987964,39.62993867613181,211,519,24.0,2020,year,ALL,2020-01-01,2020-12-31
2020-01-01_2020-12-31,GraphCast,3 days,125.64174973781132,122.86831929768596,211,515,72.0,2020,year,ALL,2020-01-01,2020-12-31
2020-01-01_2020-12-31,GraphCast,5 days,283.2188729805709,267.5634332504278,211,511,120.0,2020,year,ALL,2020-01-01,2020-12-31
2020-01-01_2020-12-31,GraphCast,7 days,488.87699043431047,454.2613790826406,211,507,168.0,2020,year,ALL,2020-01-01,2020-12-31
2020-01-01_2020-12-31,NeuralGCM,1 days,37.94266976677176,37.86833331191093,211,519,24.0,2020,year,ALL,2020-01-01,2020-12-31
2020-01-01_2020-12-31,NeuralGCM,3 days,117.70934357672928,114.07307165026548,211,515,72.0,2020,year,ALL,2020-01-01,2020-12-31
2020-01-01_2020-12-31,NeuralGCM,5 days,274.80087511346227,260.6138471829266,211,511,120.0,2020,year,ALL,2020-01-01,2020-12-31
2020-01-01_2020-12-31,NeuralGCM,7 days,480.22277346399295,459.2601003372427,211,507,168.0,2020,year,ALL,2020-01-01,2020-12-31
2021-01-01_2021-12-31,HRES,1 days,46.85167091733589,46.733476724230506,222,506,24.0,2021,year,ALL,2021-01-01,2021-12-31
2021-01-01_2021-12-31,HRES,3 days,141.597089431099,139.74854884782062,220,504,72.0,2021,year,ALL,2021-01-01,2021-12-31
2021-01-01_2021-12-31,HRES,5 days,319.37829721782725,310.54242013175434,216,504,120.0,2021,year,ALL,2021-01-01,2021-12-31
2021-01-01_2021-12-31,HRES,7 days,535.6121061180003,527.5481638088996,212,504,168.0,2021,year,ALL,2021-01-01,2021-12-31
2021-01-01_2021-12-31,GraphCast,1 days,38.51755880735731,39.30178817711662,11,51,24.0,2021,year,ALL,2021-01-01,2021-12-31
2021-01-01_2021-12-31,GraphCast,3 days,111.6563572139114,120.71971243946956,9,53,72.0,2021,year,ALL,2021-01-01,2021-12-31
2021-01-01_2021-12-31,GraphCast,5 days,226.80280118823924,262.9720847775096,5,57,120.0,2021,year,ALL,2021-01-01,2021-12-31
2021-01-01_2021-12-31,GraphCast,7 days,422.9457281915384,450.27931041398136,2,60,168.0,2021,year,ALL,2021-01-01,2021-12-31
2021-01-01_2021-12-31,NeuralGCM,1 days,,,0,0,24.0,2021,year,ALL,2021-01-01,2021-12-31
2021-01-01_2021-12-31,NeuralGCM,3 days,,,0,0,72.0,2021,year,ALL,2021-01-01,2021-12-31
2021-01-01_2021-12-31,NeuralGCM,5 days,,,0,0,120.0,2021,year,ALL,2021-01-01,2021-12-31
2021-01-01_2021-12-31,NeuralGCM,7 days,,,0,0,168.0,2021,year,ALL,2021-01-01,2021-12-31
2022-01-01_2022-12-31,HRES,1 days,46.98720626586334,46.66491854037308,271,457,24.0,2022,year,ALL,2022-01-01,2022-12-31
2022-01-01_2022-12-31,HRES,3 days,139.31683867435422,137.46357134825257,268,456,72.0,2022,year,ALL,2022-01-01,2022-12-31
2022-01-01_2022-12-31,HRES,5 days,308.6621157988666,303.59729758122774,265,455,120.0,2022,year,ALL,2022-01-01,2022-12-31
2022-01-01_2022-12-31,HRES,7 days,522.4962656492165,516.1520139310376,263,453,168.0,2022,year,ALL,2022-01-01,2022-12-31
2022-01-01_2022-12-31,GraphCast,1 days,,,0,0,24.0,2022,year,ALL,2022-01-01,2022-12-31
2022-01-01_2022-12-31,GraphCast,3 days,,,0,0,72.0,2022,year,ALL,2022-01-01,2022-12-31
2022-01-01_2022-12-31,GraphCast,5 days,,,0,0,120.0,2022,year,ALL,2022-01-01,2022-12-31
2022-01-01_2022-12-31,GraphCast,7 days,,,0,0,168.0,2022,year,ALL,2022-01-01,2022-12-31
2022-01-01_2022-12-31,NeuralGCM,1 days,,,0,0,24.0,2022,year,ALL,2022-01-01,2022-12-31
2022-01-01_2022-12-31,NeuralGCM,3 days,,,0,0,72.0,2022,year,ALL,2022-01-01,2022-12-31
2022-01-01_2022-12-31,NeuralGCM,5 days,,,0,0,120.0,2022,year,ALL,2022-01-01,2022-12-31
2022-01-01_2022-12-31,NeuralGCM,7 days,,,0,0,168.0,2022,year,ALL,2022-01-01,2022-12-31
