window,model,lead,sector,truth_frac_mean,truth_frac_q90,truth_frac_q95,truth_frac_max,n_valid_times
2019-12-01_2020-02-29,HRES,1 days,EuroAtlantic,0.02638888888888889,0.1,0.1625,0.225,180
2019-12-01_2020-02-29,HRES,1 days,Pacific,0.01784722222222222,0.0875,0.1256249999999998,0.225,180
2019-12-01_2020-02-29,HRES,3 days,EuroAtlantic,0.025,0.1,0.1625,0.225,176
2019-12-01_2020-02-29,HRES,3 days,Pacific,0.01825284090909091,0.0875,0.128125,0.225,176
2019-12-01_2020-02-29,HRES,5 days,EuroAtlantic,0.0252906976744186,0.1,0.1625,0.225,172
2019-12-01_2020-02-29,HRES,5 days,Pacific,0.018677325581395347,0.0875,0.13062499999999985,0.225,172
2019-12-01_2020-02-29,HRES,7 days,EuroAtlantic,0.02589285714285714,0.10375000000000015,0.1625,0.225,168
2019-12-01_2020-02-29,HRES,7 days,Pacific,0.019122023809523808,0.09125000000000014,0.13312500000000008,0.225,168
2019-12-01_2020-02-29,GraphCast,1 days,EuroAtlantic,0.02638888888888889,0.1,0.1625,0.225,180
2019-12-01_2020-02-29,GraphCast,1 days,Pacific,0.01784722222222222,0.0875,0.1256249999999998,0.225,180
2019-12-01_2020-02-29,GraphCast,3 days,EuroAtlantic,0.025,0.1,0.1625,0.225,176
2019-12-01_2020-02-29,GraphCast,3 days,Pacific,0.01825284090909091,0.0875,0.128125,0.225,176
2019-12-01_2020-02-29,GraphCast,5 days,EuroAtlantic,0.0252906976744186,0.1,0.1625,0.225,172
2019-12-01_2020-02-29,GraphCast,5 days,Pacific,0.018677325581395347,0.0875,0.13062499999999985,0.225,172
2019-12-01_2020-02-29,GraphCast,7 days,EuroAtlantic,0.02589285714285714,0.10375000000000015,0.1625,0.225,168
2019-12-01_2020-02-29,GraphCast,7 days,Pacific,0.019122023809523808,0.09125000000000014,0.13312500000000008,0.225,168
2019-12-01_2020-02-29,NeuralGCM,1 days,EuroAtlantic,0.02616525423728814,0.10374999999999997,0.1625,0.225,118
2019-12-01_2020-02-29,NeuralGCM,1 days,Pacific,0.022775423728813558,0.10374999999999997,0.1375,0.225,118
2019-12-01_2020-02-29,NeuralGCM,3 days,EuroAtlantic,0.027083333333333338,0.10875000000000004,0.1625,0.225,114
2019-12-01_2020-02-29,NeuralGCM,3 days,Pacific,0.023574561403508772,0.10875000000000004,0.1375,0.225,114
2019-12-01_2020-02-29,NeuralGCM,5 days,EuroAtlantic,0.02772727272727273,0.11375000000000011,0.1625,0.225,110
2019-12-01_2020-02-29,NeuralGCM,5 days,Pacific,0.024431818181818183,0.1125,0.1375,0.225,110
2019-12-01_2020-02-29,NeuralGCM,7 days,EuroAtlantic,0.02547169811320755,0.11875,0.1625,0.225,106
2019-12-01_2020-02-29,NeuralGCM,7 days,Pacific,0.024292452830188677,0.1125,0.1375,0.225,106
