hits,misses,false_alarms,correct_negatives,POD,FAR,CSI,frequency_bias,truth_positive_count,forecast_positive_count,window,model,lead,sector
17,0,0,163,1.0,0.0,1.0,1.0,17,17,2019-12-01_2020-02-29,HRES,1 days,EuroAtlantic
14,0,3,163,1.0,0.17647058823529413,0.8235294117647058,1.2142857142857142,14,17,2019-12-01_2020-02-29,HRES,1 days,Pacific
15,2,2,157,0.8823529411764706,0.11764705882352941,0.7894736842105263,1.0,17,17,2019-12-01_2020-02-29,HRES,3 days,EuroAtlantic
13,1,1,161,0.9285714285714286,0.07142857142857142,0.8666666666666667,1.0,14,14,2019-12-01_2020-02-29,HRES,3 days,Pacific
12,5,4,151,0.7058823529411765,0.25,0.5714285714285714,0.9411764705882353,17,16,2019-12-01_2020-02-29,HRES,5 days,EuroAtlantic
9,5,5,153,0.6428571428571429,0.35714285714285715,0.47368421052631576,1.0,14,14,2019-12-01_2020-02-29,HRES,5 days,Pacific
10,7,8,143,0.5882352941176471,0.4444444444444444,0.4,1.0588235294117647,17,18,2019-12-01_2020-02-29,HRES,7 days,EuroAtlantic
12,2,4,150,0.8571428571428571,0.25,0.6666666666666666,1.1428571428571428,14,16,2019-12-01_2020-02-29,HRES,7 days,Pacific
17,0,1,162,1.0,0.05555555555555555,0.9444444444444444,1.0588235294117647,17,18,2019-12-01_2020-02-29,GraphCast,1 days,EuroAtlantic
14,0,2,164,1.0,0.125,0.875,1.1428571428571428,14,16,2019-12-01_2020-02-29,GraphCast,1 days,Pacific
16,1,2,157,0.9411764705882353,0.1111111111111111,0.8421052631578947,1.0588235294117647,17,18,2019-12-01_2020-02-29,GraphCast,3 days,EuroAtlantic
13,1,1,161,0.9285714285714286,0.07142857142857142,0.8666666666666667,1.0,14,14,2019-12-01_2020-02-29,GraphCast,3 days,Pacific
14,3,0,155,0.8235294117647058,0.0,0.8235294117647058,0.8235294117647058,17,14,2019-12-01_2020-02-29,GraphCast,5 days,EuroAtlantic
9,5,1,157,0.6428571428571429,0.1,0.6,0.7142857142857143,14,10,2019-12-01_2020-02-29,GraphCast,5 days,Pacific
6,11,6,145,0.35294117647058826,0.5,0.2608695652173913,0.7058823529411765,17,12,2019-12-01_2020-02-29,GraphCast,7 days,EuroAtlantic
7,7,3,151,0.5,0.3,0.4117647058823529,0.7142857142857143,14,10,2019-12-01_2020-02-29,GraphCast,7 days,Pacific
12,0,1,105,1.0,0.07692307692307693,0.9230769230769231,1.0833333333333333,12,13,2019-12-01_2020-02-29,NeuralGCM,1 days,EuroAtlantic
12,0,0,106,1.0,0.0,1.0,1.0,12,12,2019-12-01_2020-02-29,NeuralGCM,1 days,Pacific
10,2,0,102,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,12,10,2019-12-01_2020-02-29,NeuralGCM,3 days,EuroAtlantic
12,0,3,99,1.0,0.2,0.8,1.25,12,15,2019-12-01_2020-02-29,NeuralGCM,3 days,Pacific
9,3,2,96,0.75,0.18181818181818182,0.6428571428571429,0.9166666666666666,12,11,2019-12-01_2020-02-29,NeuralGCM,5 days,EuroAtlantic
6,6,1,97,0.5,0.14285714285714285,0.46153846153846156,0.5833333333333334,12,7,2019-12-01_2020-02-29,NeuralGCM,5 days,Pacific
6,6,4,90,0.5,0.4,0.375,0.8333333333333334,12,10,2019-12-01_2020-02-29,NeuralGCM,7 days,EuroAtlantic
8,4,6,88,0.6666666666666666,0.42857142857142855,0.4444444444444444,1.1666666666666667,12,14,2019-12-01_2020-02-29,NeuralGCM,7 days,Pacific
