hits,misses,false_alarms,correct_negatives,POD,FAR,CSI,frequency_bias,truth_positive_count,forecast_positive_count,window,model,lead,sector
36,1,1,142,0.972972972972973,0.02702702702702703,0.9473684210526315,1.0,37,37,2020-09-01_2020-11-30,HRES,1 days,EuroAtlantic
2,0,0,178,1.0,0.0,1.0,1.0,2,2,2020-09-01_2020-11-30,HRES,1 days,Pacific
32,5,2,137,0.8648648648648649,0.058823529411764705,0.8205128205128205,0.918918918918919,37,34,2020-09-01_2020-11-30,HRES,3 days,EuroAtlantic
2,0,0,174,1.0,0.0,1.0,1.0,2,2,2020-09-01_2020-11-30,HRES,3 days,Pacific
25,12,7,128,0.6756756756756757,0.21875,0.5681818181818182,0.8648648648648649,37,32,2020-09-01_2020-11-30,HRES,5 days,EuroAtlantic
1,1,3,167,0.5,0.75,0.2,2.0,2,4,2020-09-01_2020-11-30,HRES,5 days,Pacific
21,16,4,127,0.5675675675675675,0.16,0.5121951219512195,0.6756756756756757,37,25,2020-09-01_2020-11-30,HRES,7 days,EuroAtlantic
0,2,1,165,0.0,1.0,0.0,0.5,2,1,2020-09-01_2020-11-30,HRES,7 days,Pacific
34,3,2,141,0.918918918918919,0.05555555555555555,0.8717948717948718,0.972972972972973,37,36,2020-09-01_2020-11-30,GraphCast,1 days,EuroAtlantic
2,0,0,178,1.0,0.0,1.0,1.0,2,2,2020-09-01_2020-11-30,GraphCast,1 days,Pacific
34,3,0,139,0.918918918918919,0.0,0.918918918918919,0.918918918918919,37,34,2020-09-01_2020-11-30,GraphCast,3 days,EuroAtlantic
2,0,0,174,1.0,0.0,1.0,1.0,2,2,2020-09-01_2020-11-30,GraphCast,3 days,Pacific
27,10,1,134,0.7297297297297297,0.03571428571428571,0.7105263157894737,0.7567567567567568,37,28,2020-09-01_2020-11-30,GraphCast,5 days,EuroAtlantic
2,0,0,170,1.0,0.0,1.0,1.0,2,2,2020-09-01_2020-11-30,GraphCast,5 days,Pacific
22,15,7,124,0.5945945945945946,0.2413793103448276,0.5,0.7837837837837838,37,29,2020-09-01_2020-11-30,GraphCast,7 days,EuroAtlantic
0,2,2,164,0.0,1.0,0.0,1.0,2,2,2020-09-01_2020-11-30,GraphCast,7 days,Pacific
35,2,2,141,0.9459459459459459,0.05405405405405406,0.8974358974358975,1.0,37,37,2020-09-01_2020-11-30,NeuralGCM,1 days,EuroAtlantic
2,0,0,178,1.0,0.0,1.0,1.0,2,2,2020-09-01_2020-11-30,NeuralGCM,1 days,Pacific
34,3,0,139,0.918918918918919,0.0,0.918918918918919,0.918918918918919,37,34,2020-09-01_2020-11-30,NeuralGCM,3 days,EuroAtlantic
2,0,0,174,1.0,0.0,1.0,1.0,2,2,2020-09-01_2020-11-30,NeuralGCM,3 days,Pacific
25,12,4,131,0.6756756756756757,0.13793103448275862,0.6097560975609756,0.7837837837837838,37,29,2020-09-01_2020-11-30,NeuralGCM,5 days,EuroAtlantic
2,0,3,167,1.0,0.6,0.4,2.5,2,5,2020-09-01_2020-11-30,NeuralGCM,5 days,Pacific
27,10,8,123,0.7297297297297297,0.22857142857142856,0.6,0.9459459459459459,37,35,2020-09-01_2020-11-30,NeuralGCM,7 days,EuroAtlantic
0,2,3,163,0.0,1.0,0.0,1.5,2,3,2020-09-01_2020-11-30,NeuralGCM,7 days,Pacific
