window,variable,model,lead,rmse_mean,acc_mean,mae_mean,bias_mean,n_valid_times
2020-12-01_2021-02-28,z500,HRES,1 days,47.05243806309968,0.9981784156887364,35.19517577174115,-4.5682379858839175,178
2020-12-01_2021-02-28,z500,HRES,3 days,134.29709342975266,0.9848969337686799,87.30394268676687,-5.772843774740854,174
2020-12-01_2021-02-28,z500,HRES,5 days,295.2164695764006,0.9260325581089799,178.29951380821157,-9.089226390466438,170
2020-12-01_2021-02-28,z500,HRES,7 days,501.2299354315263,0.7860050510364722,301.11636403142944,-13.458397854184618,166
2020-12-01_2021-02-28,z500,GraphCast,1 days,38.923514564326645,0.99861102932304,28.83156574440331,-4.028630530973338,124
2020-12-01_2021-02-28,z500,GraphCast,3 days,117.0453161416211,0.9873810251967033,75.07760914272593,-10.284977413218403,124
2020-12-01_2021-02-28,z500,GraphCast,5 days,250.69191429645636,0.9404355607813732,151.59694533687028,-18.184173812764854,124
2020-12-01_2021-02-28,z500,GraphCast,7 days,431.20153296184037,0.8215740158417579,255.6875876407894,-24.661405419643398,124
2020-12-01_2021-02-28,z500,NeuralGCM,1 days,36.48913216934614,0.9986535796521131,27.266424006627382,-5.345581652932558,62
2020-12-01_2021-02-28,z500,NeuralGCM,3 days,106.93633399883768,0.9879943032514411,68.01808389569203,-4.812882577554131,62
2020-12-01_2021-02-28,z500,NeuralGCM,5 days,233.56879569065032,0.9411160402286672,138.64708829950396,-1.5514433810307326,62
2020-12-01_2021-02-28,z500,NeuralGCM,7 days,407.5604532436995,0.8166961520290601,239.59443158790214,2.8011891447397415,62
2020-12-01_2021-02-28,t850,HRES,1 days,0.7064592895448437,0.9800814316993282,0.49970368222192574,0.01873590605933787,178
2020-12-01_2021-02-28,t850,HRES,3 days,1.1372015032870766,0.9483917100240447,0.7869560572223929,0.05568916631898225,174
2020-12-01_2021-02-28,t850,HRES,5 days,1.7983876519570592,0.8712407558907626,1.1883075436159274,0.03761674362121509,170
2020-12-01_2021-02-28,t850,HRES,7 days,2.63747675191647,0.7236626722041866,1.702314717839251,0.010276157124886085,166
2020-12-01_2021-02-28,t850,GraphCast,1 days,0.5065368320695366,0.9880785575135327,0.3638525128643954,-0.0028986653817879206,124
2020-12-01_2021-02-28,t850,GraphCast,3 days,0.9043173892114067,0.9617915530440196,0.6276293373208383,-0.008605627194792728,124
2020-12-01_2021-02-28,t850,GraphCast,5 days,1.4635985353512646,0.8988955026733011,0.9656603727573997,-0.045250783028904576,124
2020-12-01_2021-02-28,t850,GraphCast,7 days,2.2146245398316267,0.7669445179844259,1.423357021999446,-0.06844884165157764,124
2020-12-01_2021-02-28,t850,NeuralGCM,1 days,0.5337881400314416,0.9852093987436,0.384092376321274,0.0029528307970938107,62
2020-12-01_2021-02-28,t850,NeuralGCM,3 days,0.9175546086913104,0.9550098034038623,0.6421641896019041,0.02366897034195313,62
2020-12-01_2021-02-28,t850,NeuralGCM,5 days,1.4631612995180654,0.8816081726361139,0.9712531015804005,0.06588969512614663,62
2020-12-01_2021-02-28,t850,NeuralGCM,7 days,2.177351171426031,0.7331855768648944,1.4103447323151257,0.11085615145036976,62
2020-12-01_2021-02-28,u850,HRES,1 days,1.2739427034891198,0.9726644282692656,0.9365773176638358,0.04083100636113755,178
2020-12-01_2021-02-28,u850,HRES,3 days,2.296424380302313,0.9101332300437837,1.6009596574478806,0.015162964982978686,174
2020-12-01_2021-02-28,u850,HRES,5 days,3.6459450765253445,0.7718675732215978,2.469425416468031,-0.034576006531819914,170
2020-12-01_2021-02-28,u850,HRES,7 days,4.943365502091702,0.5798198256680515,3.3756247228941962,-0.08464873327078329,166
2020-12-01_2021-02-28,u850,GraphCast,1 days,0.9855522238823132,0.983005791289991,0.7212113916641913,0.023852766341230198,124
2020-12-01_2021-02-28,u850,GraphCast,3 days,1.8853536824970407,0.9361721700467025,1.3076815990213022,0.04331269415075584,124
2020-12-01_2021-02-28,u850,GraphCast,5 days,3.0179299577175684,0.8294334684130773,2.026306079776356,0.046111128464357436,124
2020-12-01_2021-02-28,u850,GraphCast,7 days,4.2555528029887,0.6536225871550302,2.8567895959018252,0.040646112905535485,124
2020-12-01_2021-02-28,u850,NeuralGCM,1 days,1.031308387152769,0.9797521791158146,0.7607284004026496,0.0022908696774966617,62
2020-12-01_2021-02-28,u850,NeuralGCM,3 days,1.918203410026529,0.9279947585982795,1.3300795047557297,0.0200993084269384,62
2020-12-01_2021-02-28,u850,NeuralGCM,5 days,3.0457583912366264,0.8154525449002042,2.045306025824032,0.05071468268278611,62
2020-12-01_2021-02-28,u850,NeuralGCM,7 days,4.287161064787508,0.6350442900490564,2.8821740470050203,0.06745237258211385,62
2020-12-01_2021-02-28,v850,HRES,1 days,1.2935646195136896,0.9701864841559965,0.941212864114896,-0.0009394480337878234,178
2020-12-01_2021-02-28,v850,HRES,3 days,2.316186075463935,0.9034953481973619,1.5845898641933711,-0.01947143315115433,174
2020-12-01_2021-02-28,v850,HRES,5 days,3.6741025990789,0.7551510054373971,2.4260068070832523,-0.011799062369602806,170
2020-12-01_2021-02-28,v850,HRES,7 days,5.006848777198115,0.54739084163328,3.318348114064554,-0.014861607856892176,166
2020-12-01_2021-02-28,v850,GraphCast,1 days,1.0054263657004205,0.98127503735263,0.7314186601941921,0.011888380449897911,124
2020-12-01_2021-02-28,v850,GraphCast,3 days,1.9068838783663813,0.9313712113567407,1.3059226963614652,0.02375720205686407,124
2020-12-01_2021-02-28,v850,GraphCast,5 days,3.0429068838839735,0.8182857460382205,1.999667102855191,0.03268107894086694,124
2020-12-01_2021-02-28,v850,GraphCast,7 days,4.300456510188612,0.6256153589732228,2.80806036456184,0.028663936635856292,124
2020-12-01_2021-02-28,v850,NeuralGCM,1 days,1.0484061774176092,0.9794281509003077,0.7682336184406268,0.017767865462130283,62
2020-12-01_2021-02-28,v850,NeuralGCM,3 days,1.947655864670063,0.926478573704606,1.3311283606413609,0.0331810940630222,62
2020-12-01_2021-02-28,v850,NeuralGCM,5 days,3.061079081291623,0.8125210994211004,2.0090198507620576,0.04343552230487421,62
