hits,misses,false_alarms,correct_negatives,POD,FAR,CSI,frequency_bias,truth_positive_count,forecast_positive_count,window,model,lead,sector
37,1,2,142,0.9736842105263158,0.05128205128205128,0.925,1.0263157894736843,38,39,2020-06-01_2020-08-31,HRES,1 days,EuroAtlantic
5,0,2,175,1.0,0.2857142857142857,0.7142857142857143,1.4,5,7,2020-06-01_2020-08-31,HRES,1 days,Pacific
33,1,3,141,0.9705882352941176,0.08333333333333333,0.8918918918918919,1.0588235294117647,34,36,2020-06-01_2020-08-31,HRES,3 days,EuroAtlantic
4,1,1,172,0.8,0.2,0.6666666666666666,1.0,5,5,2020-06-01_2020-08-31,HRES,3 days,Pacific
28,6,3,137,0.8235294117647058,0.0967741935483871,0.7567567567567568,0.9117647058823529,34,31,2020-06-01_2020-08-31,HRES,5 days,EuroAtlantic
4,1,2,167,0.8,0.3333333333333333,0.5714285714285714,1.2,5,6,2020-06-01_2020-08-31,HRES,5 days,Pacific
19,15,9,127,0.5588235294117647,0.32142857142857145,0.4418604651162791,0.8235294117647058,34,28,2020-06-01_2020-08-31,HRES,7 days,EuroAtlantic
1,4,6,159,0.2,0.8571428571428571,0.09090909090909091,1.4,5,7,2020-06-01_2020-08-31,HRES,7 days,Pacific
37,1,1,143,0.9736842105263158,0.02631578947368421,0.9487179487179487,1.0,38,38,2020-06-01_2020-08-31,GraphCast,1 days,EuroAtlantic
5,0,2,175,1.0,0.2857142857142857,0.7142857142857143,1.4,5,7,2020-06-01_2020-08-31,GraphCast,1 days,Pacific
33,1,3,141,0.9705882352941176,0.08333333333333333,0.8918918918918919,1.0588235294117647,34,36,2020-06-01_2020-08-31,GraphCast,3 days,EuroAtlantic
5,0,1,172,1.0,0.16666666666666666,0.8333333333333334,1.2,5,6,2020-06-01_2020-08-31,GraphCast,3 days,Pacific
31,3,4,136,0.9117647058823529,0.11428571428571428,0.8157894736842105,1.0294117647058822,34,35,2020-06-01_2020-08-31,GraphCast,5 days,EuroAtlantic
0,5,2,167,0.0,1.0,0.0,0.4,5,2,2020-06-01_2020-08-31,GraphCast,5 days,Pacific
22,12,13,123,0.6470588235294118,0.37142857142857144,0.46808510638297873,1.0294117647058822,34,35,2020-06-01_2020-08-31,GraphCast,7 days,EuroAtlantic
1,4,3,162,0.2,0.75,0.125,0.8,5,4,2020-06-01_2020-08-31,GraphCast,7 days,Pacific
37,1,2,142,0.9736842105263158,0.05128205128205128,0.925,1.0263157894736843,38,39,2020-06-01_2020-08-31,NeuralGCM,1 days,EuroAtlantic
5,0,1,176,1.0,0.16666666666666666,0.8333333333333334,1.2,5,6,2020-06-01_2020-08-31,NeuralGCM,1 days,Pacific
34,0,5,139,1.0,0.1282051282051282,0.8717948717948718,1.1470588235294117,34,39,2020-06-01_2020-08-31,NeuralGCM,3 days,EuroAtlantic
4,1,3,170,0.8,0.42857142857142855,0.5,1.4,5,7,2020-06-01_2020-08-31,NeuralGCM,3 days,Pacific
31,3,5,135,0.9117647058823529,0.1388888888888889,0.7948717948717948,1.0588235294117647,34,36,2020-06-01_2020-08-31,NeuralGCM,5 days,EuroAtlantic
0,5,3,166,0.0,1.0,0.0,0.6,5,3,2020-06-01_2020-08-31,NeuralGCM,5 days,Pacific
23,11,8,128,0.6764705882352942,0.25806451612903225,0.5476190476190477,0.9117647058823529,34,31,2020-06-01_2020-08-31,NeuralGCM,7 days,EuroAtlantic
1,4,9,156,0.2,0.9,0.07142857142857142,2.0,5,10,2020-06-01_2020-08-31,NeuralGCM,7 days,Pacific
