window,model,lead,threshold,n_truth_blocked,fraction_truth_blocked
2020-06-01_2020-08-31,HRES,1 days,0.02,68,0.37362637362637363
2020-06-01_2020-08-31,HRES,1 days,0.05,61,0.33516483516483514
2020-06-01_2020-08-31,HRES,1 days,0.1,43,0.23626373626373626
2020-06-01_2020-08-31,HRES,1 days,0.2,16,0.08791208791208792
2020-06-01_2020-08-31,HRES,1 days,0.5,0,0.0
2020-06-01_2020-08-31,HRES,3 days,0.02,64,0.3595505617977528
2020-06-01_2020-08-31,HRES,3 days,0.05,57,0.3202247191011236
2020-06-01_2020-08-31,HRES,3 days,0.1,39,0.21910112359550563
2020-06-01_2020-08-31,HRES,3 days,0.2,12,0.06741573033707865
2020-06-01_2020-08-31,HRES,3 days,0.5,0,0.0
2020-06-01_2020-08-31,HRES,5 days,0.02,63,0.3620689655172414
2020-06-01_2020-08-31,HRES,5 days,0.05,56,0.3218390804597701
2020-06-01_2020-08-31,HRES,5 days,0.1,39,0.22413793103448276
2020-06-01_2020-08-31,HRES,5 days,0.2,12,0.06896551724137931
2020-06-01_2020-08-31,HRES,5 days,0.5,0,0.0
2020-06-01_2020-08-31,HRES,7 days,0.02,62,0.36470588235294116
2020-06-01_2020-08-31,HRES,7 days,0.05,56,0.32941176470588235
2020-06-01_2020-08-31,HRES,7 days,0.1,39,0.22941176470588234
2020-06-01_2020-08-31,HRES,7 days,0.2,12,0.07058823529411765
2020-06-01_2020-08-31,HRES,7 days,0.5,0,0.0
2020-06-01_2020-08-31,GraphCast,1 days,0.02,68,0.37362637362637363
2020-06-01_2020-08-31,GraphCast,1 days,0.05,61,0.33516483516483514
2020-06-01_2020-08-31,GraphCast,1 days,0.1,43,0.23626373626373626
2020-06-01_2020-08-31,GraphCast,1 days,0.2,16,0.08791208791208792
2020-06-01_2020-08-31,GraphCast,1 days,0.5,0,0.0
2020-06-01_2020-08-31,GraphCast,3 days,0.02,64,0.3595505617977528
2020-06-01_2020-08-31,GraphCast,3 days,0.05,57,0.3202247191011236
2020-06-01_2020-08-31,GraphCast,3 days,0.1,39,0.21910112359550563
2020-06-01_2020-08-31,GraphCast,3 days,0.2,12,0.06741573033707865
2020-06-01_2020-08-31,GraphCast,3 days,0.5,0,0.0
2020-06-01_2020-08-31,GraphCast,5 days,0.02,63,0.3620689655172414
2020-06-01_2020-08-31,GraphCast,5 days,0.05,56,0.3218390804597701
2020-06-01_2020-08-31,GraphCast,5 days,0.1,39,0.22413793103448276
2020-06-01_2020-08-31,GraphCast,5 days,0.2,12,0.06896551724137931
2020-06-01_2020-08-31,GraphCast,5 days,0.5,0,0.0
2020-06-01_2020-08-31,GraphCast,7 days,0.02,62,0.36470588235294116
2020-06-01_2020-08-31,GraphCast,7 days,0.05,56,0.32941176470588235
2020-06-01_2020-08-31,GraphCast,7 days,0.1,39,0.22941176470588234
2020-06-01_2020-08-31,GraphCast,7 days,0.2,12,0.07058823529411765
2020-06-01_2020-08-31,GraphCast,7 days,0.5,0,0.0
2020-06-01_2020-08-31,NeuralGCM,1 days,0.02,68,0.37362637362637363
2020-06-01_2020-08-31,NeuralGCM,1 days,0.05,61,0.33516483516483514
2020-06-01_2020-08-31,NeuralGCM,1 days,0.1,43,0.23626373626373626
2020-06-01_2020-08-31,NeuralGCM,1 days,0.2,16,0.08791208791208792
2020-06-01_2020-08-31,NeuralGCM,1 days,0.5,0,0.0
2020-06-01_2020-08-31,NeuralGCM,3 days,0.02,64,0.3595505617977528
2020-06-01_2020-08-31,NeuralGCM,3 days,0.05,57,0.3202247191011236
2020-06-01_2020-08-31,NeuralGCM,3 days,0.1,39,0.21910112359550563
2020-06-01_2020-08-31,NeuralGCM,3 days,0.2,12,0.06741573033707865
2020-06-01_2020-08-31,NeuralGCM,3 days,0.5,0,0.0
2020-06-01_2020-08-31,NeuralGCM,5 days,0.02,63,0.3620689655172414
2020-06-01_2020-08-31,NeuralGCM,5 days,0.05,56,0.3218390804597701
2020-06-01_2020-08-31,NeuralGCM,5 days,0.1,39,0.22413793103448276
2020-06-01_2020-08-31,NeuralGCM,5 days,0.2,12,0.06896551724137931
2020-06-01_2020-08-31,NeuralGCM,5 days,0.5,0,0.0
2020-06-01_2020-08-31,NeuralGCM,7 days,0.02,62,0.36470588235294116
2020-06-01_2020-08-31,NeuralGCM,7 days,0.05,56,0.32941176470588235
2020-06-01_2020-08-31,NeuralGCM,7 days,0.1,39,0.22941176470588234
2020-06-01_2020-08-31,NeuralGCM,7 days,0.2,12,0.07058823529411765
2020-06-01_2020-08-31,NeuralGCM,7 days,0.5,0,0.0
