window,model,lead,sector,truth_frac_mean,truth_frac_q90,truth_frac_q95,truth_frac_max,n_valid_times
2020-06-01_2020-08-31,HRES,1 days,EuroAtlantic,0.05748626373626374,0.1875,0.3,0.475,182
2020-06-01_2020-08-31,HRES,1 days,Pacific,0.00934065934065934,0.0375,0.08687499999999986,0.1375,182
2020-06-01_2020-08-31,HRES,3 days,EuroAtlantic,0.05196629213483146,0.175,0.2256250000000005,0.475,178
2020-06-01_2020-08-31,HRES,3 days,Pacific,0.009550561797752809,0.0375,0.0875,0.1375,178
2020-06-01_2020-08-31,HRES,5 days,EuroAtlantic,0.052586206896551725,0.175,0.24312499999999948,0.475,174
2020-06-01_2020-08-31,HRES,5 days,Pacific,0.009770114942528735,0.0375,0.0875,0.1375,174
2020-06-01_2020-08-31,HRES,7 days,EuroAtlantic,0.05360294117647058,0.1762499999999999,0.2606249999999985,0.475,170
2020-06-01_2020-08-31,HRES,7 days,Pacific,0.01,0.039999999999999855,0.0875,0.1375,170
2020-06-01_2020-08-31,GraphCast,1 days,EuroAtlantic,0.05748626373626374,0.1875,0.3,0.475,182
2020-06-01_2020-08-31,GraphCast,1 days,Pacific,0.00934065934065934,0.0375,0.08687499999999986,0.1375,182
2020-06-01_2020-08-31,GraphCast,3 days,EuroAtlantic,0.05196629213483146,0.175,0.2256250000000005,0.475,178
2020-06-01_2020-08-31,GraphCast,3 days,Pacific,0.009550561797752809,0.0375,0.0875,0.1375,178
2020-06-01_2020-08-31,GraphCast,5 days,EuroAtlantic,0.052586206896551725,0.175,0.24312499999999948,0.475,174
2020-06-01_2020-08-31,GraphCast,5 days,Pacific,0.009770114942528735,0.0375,0.0875,0.1375,174
2020-06-01_2020-08-31,GraphCast,7 days,EuroAtlantic,0.05360294117647058,0.1762499999999999,0.2606249999999985,0.475,170
2020-06-01_2020-08-31,GraphCast,7 days,Pacific,0.01,0.039999999999999855,0.0875,0.1375,170
2020-06-01_2020-08-31,NeuralGCM,1 days,EuroAtlantic,0.05748626373626374,0.1875,0.3,0.475,182
2020-06-01_2020-08-31,NeuralGCM,1 days,Pacific,0.00934065934065934,0.0375,0.08687499999999986,0.1375,182
2020-06-01_2020-08-31,NeuralGCM,3 days,EuroAtlantic,0.05196629213483146,0.175,0.2256250000000005,0.475,178
2020-06-01_2020-08-31,NeuralGCM,3 days,Pacific,0.009550561797752809,0.0375,0.0875,0.1375,178
2020-06-01_2020-08-31,NeuralGCM,5 days,EuroAtlantic,0.052586206896551725,0.175,0.24312499999999948,0.475,174
2020-06-01_2020-08-31,NeuralGCM,5 days,Pacific,0.009770114942528735,0.0375,0.0875,0.1375,174
2020-06-01_2020-08-31,NeuralGCM,7 days,EuroAtlantic,0.05360294117647058,0.1762499999999999,0.2606249999999985,0.475,170
2020-06-01_2020-08-31,NeuralGCM,7 days,Pacific,0.01,0.039999999999999855,0.0875,0.1375,170
