window,model,lead,regime,mean_lagged_growth,mean_error_growth,n
2022-01-01_2022-12-31,HRES,1 days,0,377.4742561589542,46.451767706212465,180
2022-01-01_2022-12-31,HRES,1 days,1,375.8684993406333,46.82927060342612,133
2022-01-01_2022-12-31,HRES,1 days,2,380.8746803919886,46.5200700341767,173
2022-01-01_2022-12-31,HRES,1 days,3,354.3774192682661,47.200687178451304,241
2022-01-01_2022-12-31,HRES,3 days,0,379.68925407350014,135.4865891156194,176
2022-01-01_2022-12-31,HRES,3 days,1,380.81820943517806,139.61671890945462,133
2022-01-01_2022-12-31,HRES,3 days,2,385.36314440461933,137.74546517742056,173
2022-01-01_2022-12-31,HRES,3 days,3,360.10279394342774,139.5858337569056,241
2022-01-01_2022-12-31,HRES,5 days,0,409.4069160707984,293.5373963182428,172
2022-01-01_2022-12-31,HRES,5 days,1,420.96317658999345,313.5471935308568,133
2022-01-01_2022-12-31,HRES,5 days,2,423.3760376636394,308.71138113701016,173
2022-01-01_2022-12-31,HRES,5 days,3,396.55842248312126,307.22579189541705,241
2022-01-01_2022-12-31,HRES,7 days,0,497.458852246998,499.04860335124704,168
2022-01-01_2022-12-31,HRES,7 days,1,530.2243040814383,541.1932521441335,133
2022-01-01_2022-12-31,HRES,7 days,2,533.6722933682465,527.0665623717327,173
2022-01-01_2022-12-31,HRES,7 days,3,500.0693357613449,513.4147235878164,241
