window,variable,model,lead,regime,metric,n,mean,ci_lo,ci_hi,median,std
2018-03-01_2018-05-31,z500,HRES,1 days,0,RMSE,22,51.209487493628075,48.87881462794124,53.02638564244059,51.268069270108796,2.9718981711690042
2018-03-01_2018-05-31,z500,HRES,1 days,1,RMSE,58,50.78023402364603,50.263830714769874,51.284351561069116,50.8580423811283,1.8095035320080826
2018-03-01_2018-05-31,z500,HRES,1 days,2,RMSE,60,50.7600978211025,49.38694870897871,52.52297577472575,50.06346307406492,3.1651925078171543
2018-03-01_2018-05-31,z500,HRES,1 days,3,RMSE,42,50.19138525343486,49.42937340680813,51.05770166782311,50.103371928213576,2.3286182975789127
2018-03-01_2018-05-31,z500,HRES,3 days,0,RMSE,22,147.2388271890051,142.78504729449543,150.82136970876553,147.14122284537888,9.632781659932915
2018-03-01_2018-05-31,z500,HRES,3 days,1,RMSE,58,154.07984794990057,150.17491702111266,157.58625410594266,151.55377966723327,12.593717585039874
2018-03-01_2018-05-31,z500,HRES,3 days,2,RMSE,60,154.31334626199748,146.20549608862638,161.91197739917075,151.79007625886499,17.449644818728814
2018-03-01_2018-05-31,z500,HRES,3 days,3,RMSE,38,145.5348616512603,140.64427962138004,150.50927911638485,142.80885092262395,12.58388082562122
2018-03-01_2018-05-31,z500,HRES,5 days,0,RMSE,22,327.8878444614796,319.31323399039485,341.0977029849165,328.331911894011,21.474135927240013
2018-03-01_2018-05-31,z500,HRES,5 days,1,RMSE,58,343.56588416281693,333.8097025845404,354.9706042376695,341.2431708634524,37.41319944596503
2018-03-01_2018-05-31,z500,HRES,5 days,2,RMSE,60,338.58742795659714,322.2258649715496,357.78045216728543,333.2721060102422,41.26041477207554
2018-03-01_2018-05-31,z500,HRES,5 days,3,RMSE,34,325.53228582543977,313.2510609743207,336.9651522205701,322.3496624454102,33.03058572410723
2018-03-01_2018-05-31,z500,HRES,7 days,0,RMSE,22,560.398663202352,530.2717378889079,579.0951881114089,566.7622092411431,56.108419644929775
2018-03-01_2018-05-31,z500,HRES,7 days,1,RMSE,58,563.237407561887,542.1086871447441,589.9559440386794,558.0028649061694,68.95402726144337
2018-03-01_2018-05-31,z500,HRES,7 days,2,RMSE,60,572.2254998372238,550.4717612361749,601.520601681809,561.9770021822007,60.78771638689284
2018-03-01_2018-05-31,z500,HRES,7 days,3,RMSE,30,558.3451970995065,550.3775503571607,572.6045847063517,562.1465042205763,35.42102766900309
2018-03-01_2018-05-31,z500,HRES,1 days,0,ACC,22,0.998429730670193,0.9983351599972424,0.9984988140970854,0.9984493989784122,0.00017564130372543945
2018-03-01_2018-05-31,z500,HRES,1 days,1,ACC,58,0.9984787284270034,0.9983941245441793,0.9985955734699955,0.9984862452767935,0.00025053050627063826
2018-03-01_2018-05-31,z500,HRES,1 days,2,ACC,60,0.9977952098826564,0.997647154962449,0.9979049077769109,0.9978013174063851,0.0002777507398623705
2018-03-01_2018-05-31,z500,HRES,1 days,3,ACC,42,0.9986365000401043,0.9985571727062387,0.9986912524949854,0.9986834950041183,0.00015987940968379885
2018-03-01_2018-05-31,z500,HRES,3 days,0,ACC,22,0.9869555478538822,0.9856421921957881,0.9879137064010549,0.987066339557084,0.0020997066365573006
2018-03-01_2018-05-31,z500,HRES,3 days,1,ACC,58,0.9856848479941706,0.9849200054373735,0.9867597386161122,0.9864434612210695,0.0029471544150921083
2018-03-01_2018-05-31,z500,HRES,3 days,2,ACC,60,0.9794146058032107,0.9779425825087608,0.9806229963064221,0.9790052675789406,0.003706381837319662
2018-03-01_2018-05-31,z500,HRES,3 days,3,ACC,38,0.9882871088701858,0.9871856902943623,0.9891957364931133,0.9883284636911438,0.0021078904219163862
2018-03-01_2018-05-31,z500,HRES,5 days,0,ACC,22,0.9355906416568041,0.9244710650397246,0.9420701869429751,0.9382660250421597,0.013300830945849704
2018-03-01_2018-05-31,z500,HRES,5 days,1,ACC,58,0.9276460669820314,0.9207794417282978,0.9345019059094409,0.9318337905861689,0.020285836084092696
2018-03-01_2018-05-31,z500,HRES,5 days,2,ACC,60,0.8995676385428834,0.8892307221365452,0.9080271555950048,0.8988206694473746,0.02250062352804151
2018-03-01_2018-05-31,z500,HRES,5 days,3,ACC,34,0.9414816518605541,0.9358378709370111,0.9461660684859521,0.9433857301443931,0.012869077485020097
2018-03-01_2018-05-31,z500,HRES,7 days,0,ACC,22,0.8155275939719477,0.8063297934923319,0.8293776110620857,0.8149478773617105,0.032145070630461625
2018-03-01_2018-05-31,z500,HRES,7 days,1,ACC,58,0.8031582219055358,0.7781060542132158,0.8274976698008543,0.814893868809287,0.0608428646040219
2018-03-01_2018-05-31,z500,HRES,7 days,2,ACC,60,0.7156743964250064,0.6891036826852482,0.7385330980843926,0.7099763744939678,0.06343902797273636
2018-03-01_2018-05-31,z500,HRES,7 days,3,ACC,30,0.8343086016348658,0.8181879490121073,0.8453068634512974,0.8332575834558734,0.02800658328319823
2018-03-01_2018-05-31,z500,HRES,1 days,0,MAE,22,38.76866289560626,37.09102011206126,40.09649504834754,38.71164846826442,2.287969014798067
2018-03-01_2018-05-31,z500,HRES,1 days,1,MAE,58,37.88782422867673,37.32716773778551,38.4007377665934,37.649436104334754,1.6841272569305483
2018-03-01_2018-05-31,z500,HRES,1 days,2,MAE,60,38.4447550245556,37.509501727855806,39.62821900095591,38.298003257294084,2.2935956507074278
2018-03-01_2018-05-31,z500,HRES,1 days,3,MAE,42,37.37123531668314,36.793300634862575,37.97909490773345,37.279388796755555,1.7531460414760605
2018-03-01_2018-05-31,z500,HRES,3 days,0,MAE,22,97.34948040620685,94.94685569018824,99.58306788205176,98.2501083177975,5.450877618077588
2018-03-01_2018-05-31,z500,HRES,3 days,1,MAE,58,96.83779561954228,94.98911304331972,98.45310197362386,96.59266512029431,5.4846071475630325
2018-03-01_2018-05-31,z500,HRES,3 days,2,MAE,60,99.82863890995738,95.97234620403859,104.0905015181033,99.05757316285266,9.08366187378515
2018-03-01_2018-05-31,z500,HRES,3 days,3,MAE,38,93.71332924247616,91.69463131011474,96.05476568198826,92.84425214439145,5.288166827343864
2018-03-01_2018-05-31,z500,HRES,5 days,0,MAE,22,202.5075891408028,198.87931785754435,209.8922306118751,203.3548322665133,10.960610339920144
2018-03-01_2018-05-31,z500,HRES,5 days,1,MAE,58,204.0037867423897,199.24026902992347,209.63527981472365,200.92940536622865,18.107822884615558
2018-03-01_2018-05-31,z500,HRES,5 days,2,MAE,60,206.55603290473493,198.52706388891997,216.21098600588434,204.44218918175943,21.118977019508225
2018-03-01_2018-05-31,z500,HRES,5 days,3,MAE,34,196.53493504927084,189.53936688979704,203.77777587325062,197.84275884133103,16.61886982312615
2018-03-01_2018-05-31,z500,HRES,7 days,0,MAE,22,335.88883660473084,322.1789747809188,342.65943129116573,338.416632724828,27.453249176165116
2018-03-01_2018-05-31,z500,HRES,7 days,1,MAE,58,334.3769371137079,322.32066528766546,347.0369056936591,332.4579587118476,36.00709809096497
2018-03-01_2018-05-31,z500,HRES,7 days,2,MAE,60,342.9901598246316,330.38196414766423,359.5661859966634,337.34358317188685,34.10659816727993
2018-03-01_2018-05-31,z500,HRES,7 days,3,MAE,30,334.96627140709086,328.2978946435829,345.85925169457926,337.04884998322507,21.742079160899277
2018-03-01_2018-05-31,z500,HRES,1 days,0,BIAS,22,-6.959194526039406,-8.012739710473037,-5.9530459735491625,-6.950453645382292,2.021881058028628
2018-03-01_2018-05-31,z500,HRES,1 days,1,BIAS,58,-4.770199331184875,-5.475901727291675,-3.933526441061928,-4.835765537968254,2.2420089932330547
