window,model,lead,threshold,n_truth_blocked,fraction_truth_blocked
2019-01-01_2019-12-31,HRES,1 days,0.02,359,0.49313186813186816
2019-01-01_2019-12-31,HRES,1 days,0.05,309,0.42445054945054944
2019-01-01_2019-12-31,HRES,1 days,0.1,219,0.3008241758241758
2019-01-01_2019-12-31,HRES,1 days,0.2,76,0.1043956043956044
2019-01-01_2019-12-31,HRES,1 days,0.5,0,0.0
2019-01-01_2019-12-31,HRES,3 days,0.02,357,0.4930939226519337
2019-01-01_2019-12-31,HRES,3 days,0.05,307,0.4240331491712707
2019-01-01_2019-12-31,HRES,3 days,0.1,218,0.3011049723756906
2019-01-01_2019-12-31,HRES,3 days,0.2,75,0.10359116022099447
2019-01-01_2019-12-31,HRES,3 days,0.5,0,0.0
2019-01-01_2019-12-31,HRES,5 days,0.02,353,0.49027777777777776
2019-01-01_2019-12-31,HRES,5 days,0.05,303,0.42083333333333334
2019-01-01_2019-12-31,HRES,5 days,0.1,215,0.2986111111111111
2019-01-01_2019-12-31,HRES,5 days,0.2,73,0.10138888888888889
2019-01-01_2019-12-31,HRES,5 days,0.5,0,0.0
2019-01-01_2019-12-31,HRES,7 days,0.02,349,0.48743016759776536
2019-01-01_2019-12-31,HRES,7 days,0.05,299,0.4175977653631285
2019-01-01_2019-12-31,HRES,7 days,0.1,211,0.2946927374301676
2019-01-01_2019-12-31,HRES,7 days,0.2,71,0.09916201117318436
2019-01-01_2019-12-31,HRES,7 days,0.5,0,0.0
2019-01-01_2019-12-31,GraphCast,1 days,0.02,37,0.4111111111111111
2019-01-01_2019-12-31,GraphCast,1 days,0.05,31,0.34444444444444444
2019-01-01_2019-12-31,GraphCast,1 days,0.1,20,0.2222222222222222
2019-01-01_2019-12-31,GraphCast,1 days,0.2,5,0.05555555555555555
2019-01-01_2019-12-31,GraphCast,1 days,0.5,0,0.0
2019-01-01_2019-12-31,GraphCast,3 days,0.02,37,0.43023255813953487
2019-01-01_2019-12-31,GraphCast,3 days,0.05,31,0.36046511627906974
2019-01-01_2019-12-31,GraphCast,3 days,0.1,20,0.23255813953488372
2019-01-01_2019-12-31,GraphCast,3 days,0.2,5,0.05813953488372093
2019-01-01_2019-12-31,GraphCast,3 days,0.5,0,0.0
2019-01-01_2019-12-31,GraphCast,5 days,0.02,36,0.43902439024390244
2019-01-01_2019-12-31,GraphCast,5 days,0.05,30,0.36585365853658536
2019-01-01_2019-12-31,GraphCast,5 days,0.1,19,0.23170731707317074
2019-01-01_2019-12-31,GraphCast,5 days,0.2,5,0.06097560975609756
2019-01-01_2019-12-31,GraphCast,5 days,0.5,0,0.0
2019-01-01_2019-12-31,GraphCast,7 days,0.02,32,0.41025641025641024
2019-01-01_2019-12-31,GraphCast,7 days,0.05,26,0.3333333333333333
2019-01-01_2019-12-31,GraphCast,7 days,0.1,15,0.19230769230769232
2019-01-01_2019-12-31,GraphCast,7 days,0.2,2,0.02564102564102564
2019-01-01_2019-12-31,GraphCast,7 days,0.5,0,0.0
2019-01-01_2019-12-31,NeuralGCM,1 days,0.02,0,
2019-01-01_2019-12-31,NeuralGCM,1 days,0.05,0,
2019-01-01_2019-12-31,NeuralGCM,1 days,0.1,0,
2019-01-01_2019-12-31,NeuralGCM,1 days,0.2,0,
2019-01-01_2019-12-31,NeuralGCM,1 days,0.5,0,
2019-01-01_2019-12-31,NeuralGCM,3 days,0.02,0,
2019-01-01_2019-12-31,NeuralGCM,3 days,0.05,0,
2019-01-01_2019-12-31,NeuralGCM,3 days,0.1,0,
2019-01-01_2019-12-31,NeuralGCM,3 days,0.2,0,
2019-01-01_2019-12-31,NeuralGCM,3 days,0.5,0,
2019-01-01_2019-12-31,NeuralGCM,5 days,0.02,0,
2019-01-01_2019-12-31,NeuralGCM,5 days,0.05,0,
2019-01-01_2019-12-31,NeuralGCM,5 days,0.1,0,
2019-01-01_2019-12-31,NeuralGCM,5 days,0.2,0,
2019-01-01_2019-12-31,NeuralGCM,5 days,0.5,0,
2019-01-01_2019-12-31,NeuralGCM,7 days,0.02,0,
2019-01-01_2019-12-31,NeuralGCM,7 days,0.05,0,
2019-01-01_2019-12-31,NeuralGCM,7 days,0.1,0,
2019-01-01_2019-12-31,NeuralGCM,7 days,0.2,0,
2019-01-01_2019-12-31,NeuralGCM,7 days,0.5,0,
