window,model,lead,threshold,n_truth_blocked,fraction_truth_blocked
2021-12-01_2022-02-28,HRES,1 days,0.02,79,0.4438202247191011
2021-12-01_2022-02-28,HRES,1 days,0.05,67,0.37640449438202245
2021-12-01_2022-02-28,HRES,1 days,0.1,48,0.2696629213483146
2021-12-01_2022-02-28,HRES,1 days,0.2,18,0.10112359550561797
2021-12-01_2022-02-28,HRES,1 days,0.5,1,0.0056179775280898875
2021-12-01_2022-02-28,HRES,3 days,0.02,79,0.4540229885057471
2021-12-01_2022-02-28,HRES,3 days,0.05,67,0.3850574712643678
2021-12-01_2022-02-28,HRES,3 days,0.1,48,0.27586206896551724
2021-12-01_2022-02-28,HRES,3 days,0.2,18,0.10344827586206896
2021-12-01_2022-02-28,HRES,3 days,0.5,1,0.005747126436781609
2021-12-01_2022-02-28,HRES,5 days,0.02,79,0.4647058823529412
2021-12-01_2022-02-28,HRES,5 days,0.05,67,0.3941176470588235
2021-12-01_2022-02-28,HRES,5 days,0.1,48,0.2823529411764706
2021-12-01_2022-02-28,HRES,5 days,0.2,18,0.10588235294117647
2021-12-01_2022-02-28,HRES,5 days,0.5,1,0.0058823529411764705
2021-12-01_2022-02-28,HRES,7 days,0.02,79,0.4759036144578313
2021-12-01_2022-02-28,HRES,7 days,0.05,67,0.4036144578313253
2021-12-01_2022-02-28,HRES,7 days,0.1,48,0.2891566265060241
2021-12-01_2022-02-28,HRES,7 days,0.2,18,0.10843373493975904
2021-12-01_2022-02-28,HRES,7 days,0.5,1,0.006024096385542169
2021-12-01_2022-02-28,GraphCast,1 days,0.02,0,
2021-12-01_2022-02-28,GraphCast,1 days,0.05,0,
2021-12-01_2022-02-28,GraphCast,1 days,0.1,0,
2021-12-01_2022-02-28,GraphCast,1 days,0.2,0,
2021-12-01_2022-02-28,GraphCast,1 days,0.5,0,
2021-12-01_2022-02-28,GraphCast,3 days,0.02,0,
2021-12-01_2022-02-28,GraphCast,3 days,0.05,0,
2021-12-01_2022-02-28,GraphCast,3 days,0.1,0,
2021-12-01_2022-02-28,GraphCast,3 days,0.2,0,
2021-12-01_2022-02-28,GraphCast,3 days,0.5,0,
2021-12-01_2022-02-28,GraphCast,5 days,0.02,0,
2021-12-01_2022-02-28,GraphCast,5 days,0.05,0,
2021-12-01_2022-02-28,GraphCast,5 days,0.1,0,
2021-12-01_2022-02-28,GraphCast,5 days,0.2,0,
2021-12-01_2022-02-28,GraphCast,5 days,0.5,0,
2021-12-01_2022-02-28,GraphCast,7 days,0.02,0,
2021-12-01_2022-02-28,GraphCast,7 days,0.05,0,
2021-12-01_2022-02-28,GraphCast,7 days,0.1,0,
2021-12-01_2022-02-28,GraphCast,7 days,0.2,0,
2021-12-01_2022-02-28,GraphCast,7 days,0.5,0,
2021-12-01_2022-02-28,NeuralGCM,1 days,0.02,0,
2021-12-01_2022-02-28,NeuralGCM,1 days,0.05,0,
2021-12-01_2022-02-28,NeuralGCM,1 days,0.1,0,
2021-12-01_2022-02-28,NeuralGCM,1 days,0.2,0,
2021-12-01_2022-02-28,NeuralGCM,1 days,0.5,0,
2021-12-01_2022-02-28,NeuralGCM,3 days,0.02,0,
2021-12-01_2022-02-28,NeuralGCM,3 days,0.05,0,
2021-12-01_2022-02-28,NeuralGCM,3 days,0.1,0,
2021-12-01_2022-02-28,NeuralGCM,3 days,0.2,0,
2021-12-01_2022-02-28,NeuralGCM,3 days,0.5,0,
2021-12-01_2022-02-28,NeuralGCM,5 days,0.02,0,
2021-12-01_2022-02-28,NeuralGCM,5 days,0.05,0,
2021-12-01_2022-02-28,NeuralGCM,5 days,0.1,0,
2021-12-01_2022-02-28,NeuralGCM,5 days,0.2,0,
2021-12-01_2022-02-28,NeuralGCM,5 days,0.5,0,
2021-12-01_2022-02-28,NeuralGCM,7 days,0.02,0,
2021-12-01_2022-02-28,NeuralGCM,7 days,0.05,0,
2021-12-01_2022-02-28,NeuralGCM,7 days,0.1,0,
2021-12-01_2022-02-28,NeuralGCM,7 days,0.2,0,
2021-12-01_2022-02-28,NeuralGCM,7 days,0.5,0,
