window,variable,model,lead,rmse_mean,acc_mean,mae_mean,bias_mean,n_valid_times
2022-01-01_2022-12-31,z500,HRES,1 days,46.78489103159267,0.9989738229615611,34.0162142064739,7.835696483044641,728
2022-01-01_2022-12-31,z500,HRES,3 days,138.14958743029015,0.9907703823679852,85.88001217552291,17.158696203674108,724
2022-01-01_2022-12-31,z500,HRES,5 days,305.46143206410864,0.9540396950842354,178.228333459075,23.514534890290584,720
2022-01-01_2022-12-31,z500,HRES,7 days,518.48237454819,0.8671156470196555,301.9865612575735,26.72312773284238,716
2022-01-01_2022-12-31,z500,GraphCast,1 days,,,,,0
2022-01-01_2022-12-31,z500,GraphCast,3 days,,,,,0
2022-01-01_2022-12-31,z500,GraphCast,5 days,,,,,0
2022-01-01_2022-12-31,z500,GraphCast,7 days,,,,,0
2022-01-01_2022-12-31,z500,NeuralGCM,1 days,,,,,0
2022-01-01_2022-12-31,z500,NeuralGCM,3 days,,,,,0
2022-01-01_2022-12-31,z500,NeuralGCM,5 days,,,,,0
2022-01-01_2022-12-31,z500,NeuralGCM,7 days,,,,,0
2022-01-01_2022-12-31,t850,HRES,1 days,0.8149943134302743,0.9866361824670302,0.5447731118932424,-0.055951815263027296,728
2022-01-01_2022-12-31,t850,HRES,3 days,1.2170639727490145,0.9704855688395495,0.8275342785905117,-0.003769688635098993,724
2022-01-01_2022-12-31,t850,HRES,5 days,1.8474416403426717,0.9314370186638434,1.2250203963728745,0.011372330122210084,720
2022-01-01_2022-12-31,t850,HRES,7 days,2.6394124328434283,0.8593511902112835,1.729123512209035,0.00589562569949133,716
2022-01-01_2022-12-31,t850,GraphCast,1 days,,,,,0
2022-01-01_2022-12-31,t850,GraphCast,3 days,,,,,0
2022-01-01_2022-12-31,t850,GraphCast,5 days,,,,,0
2022-01-01_2022-12-31,t850,GraphCast,7 days,,,,,0
2022-01-01_2022-12-31,t850,NeuralGCM,1 days,,,,,0
2022-01-01_2022-12-31,t850,NeuralGCM,3 days,,,,,0
2022-01-01_2022-12-31,t850,NeuralGCM,5 days,,,,,0
2022-01-01_2022-12-31,t850,NeuralGCM,7 days,,,,,0
2022-01-01_2022-12-31,u850,HRES,1 days,1.2953250295588556,0.9755263656533799,0.9551333831955958,0.014386463925588944,728
2022-01-01_2022-12-31,u850,HRES,3 days,2.306129433931107,0.9216742165995393,1.6143458783053068,-0.021133579477207474,724
2022-01-01_2022-12-31,u850,HRES,5 days,3.6289816729905455,0.8047762449810342,2.471239875642889,-0.05641273439985919,720
2022-01-01_2022-12-31,u850,HRES,7 days,4.974073714799068,0.6342912455952834,3.401668348187231,-0.085653848842724,716
2022-01-01_2022-12-31,u850,GraphCast,1 days,,,,,0
2022-01-01_2022-12-31,u850,GraphCast,3 days,,,,,0
2022-01-01_2022-12-31,u850,GraphCast,5 days,,,,,0
2022-01-01_2022-12-31,u850,GraphCast,7 days,,,,,0
2022-01-01_2022-12-31,u850,NeuralGCM,1 days,,,,,0
2022-01-01_2022-12-31,u850,NeuralGCM,3 days,,,,,0
2022-01-01_2022-12-31,u850,NeuralGCM,5 days,,,,,0
2022-01-01_2022-12-31,u850,NeuralGCM,7 days,,,,,0
2022-01-01_2022-12-31,v850,HRES,1 days,1.30967668556014,0.9719425721412941,0.9583909951831372,-0.014951561983071005,728
2022-01-01_2022-12-31,v850,HRES,3 days,2.3405725222752847,0.9094203705786981,1.6056096523816934,0.0040025968516721,724
2022-01-01_2022-12-31,v850,HRES,5 days,3.692978880012855,0.7731601956144263,2.451774305173285,-0.014132508249558345,720
2022-01-01_2022-12-31,v850,HRES,7 days,5.058119432112018,0.5748953904729991,3.3623185027436255,-0.01142659014552646,716
2022-01-01_2022-12-31,v850,GraphCast,1 days,,,,,0
2022-01-01_2022-12-31,v850,GraphCast,3 days,,,,,0
2022-01-01_2022-12-31,v850,GraphCast,5 days,,,,,0
2022-01-01_2022-12-31,v850,GraphCast,7 days,,,,,0
2022-01-01_2022-12-31,v850,NeuralGCM,1 days,,,,,0
2022-01-01_2022-12-31,v850,NeuralGCM,3 days,,,,,0
2022-01-01_2022-12-31,v850,NeuralGCM,5 days,,,,,0
2022-01-01_2022-12-31,v850,NeuralGCM,7 days,,,,,0
2022-01-01_2022-12-31,mslp,HRES,1 days,63.45396871462886,0.9964904630334931,44.65299087056672,2.0836078354945666,728
2022-01-01_2022-12-31,mslp,HRES,3 days,151.86267568697875,0.9795156172019713,96.4297168198612,1.775127297000457,724
2022-01-01_2022-12-31,mslp,HRES,5 days,309.6290140897949,0.9141249505299748,185.02314540180038,2.039035517841193,720
2022-01-01_2022-12-31,mslp,HRES,7 days,505.2329621324106,0.773114573899166,300.03700723607034,2.3676485737108934,716
2022-01-01_2022-12-31,mslp,GraphCast,1 days,,,,,0
2022-01-01_2022-12-31,mslp,GraphCast,3 days,,,,,0
2022-01-01_2022-12-31,mslp,GraphCast,5 days,,,,,0
2022-01-01_2022-12-31,mslp,GraphCast,7 days,,,,,0
