window,model,lead,threshold,n_truth_blocked,fraction_truth_blocked
2020-01-01_2020-12-31,HRES,1 days,0.02,335,0.4589041095890411
2020-01-01_2020-12-31,HRES,1 days,0.05,282,0.3863013698630137
2020-01-01_2020-12-31,HRES,1 days,0.1,211,0.28904109589041094
2020-01-01_2020-12-31,HRES,1 days,0.2,89,0.12191780821917808
2020-01-01_2020-12-31,HRES,1 days,0.5,0,0.0
2020-01-01_2020-12-31,HRES,3 days,0.02,335,0.46143250688705234
2020-01-01_2020-12-31,HRES,3 days,0.05,282,0.3884297520661157
2020-01-01_2020-12-31,HRES,3 days,0.1,211,0.290633608815427
2020-01-01_2020-12-31,HRES,3 days,0.2,89,0.12258953168044077
2020-01-01_2020-12-31,HRES,3 days,0.5,0,0.0
2020-01-01_2020-12-31,HRES,5 days,0.02,334,0.4626038781163435
2020-01-01_2020-12-31,HRES,5 days,0.05,282,0.39058171745152354
2020-01-01_2020-12-31,HRES,5 days,0.1,211,0.2922437673130194
2020-01-01_2020-12-31,HRES,5 days,0.2,89,0.12326869806094183
2020-01-01_2020-12-31,HRES,5 days,0.5,0,0.0
2020-01-01_2020-12-31,HRES,7 days,0.02,330,0.4596100278551532
2020-01-01_2020-12-31,HRES,7 days,0.05,278,0.3871866295264624
2020-01-01_2020-12-31,HRES,7 days,0.1,211,0.2938718662952646
2020-01-01_2020-12-31,HRES,7 days,0.2,89,0.12395543175487465
2020-01-01_2020-12-31,HRES,7 days,0.5,0,0.0
2020-01-01_2020-12-31,GraphCast,1 days,0.02,335,0.4589041095890411
2020-01-01_2020-12-31,GraphCast,1 days,0.05,282,0.3863013698630137
2020-01-01_2020-12-31,GraphCast,1 days,0.1,211,0.28904109589041094
2020-01-01_2020-12-31,GraphCast,1 days,0.2,89,0.12191780821917808
2020-01-01_2020-12-31,GraphCast,1 days,0.5,0,0.0
2020-01-01_2020-12-31,GraphCast,3 days,0.02,335,0.46143250688705234
2020-01-01_2020-12-31,GraphCast,3 days,0.05,282,0.3884297520661157
2020-01-01_2020-12-31,GraphCast,3 days,0.1,211,0.290633608815427
2020-01-01_2020-12-31,GraphCast,3 days,0.2,89,0.12258953168044077
2020-01-01_2020-12-31,GraphCast,3 days,0.5,0,0.0
2020-01-01_2020-12-31,GraphCast,5 days,0.02,334,0.4626038781163435
2020-01-01_2020-12-31,GraphCast,5 days,0.05,282,0.39058171745152354
2020-01-01_2020-12-31,GraphCast,5 days,0.1,211,0.2922437673130194
2020-01-01_2020-12-31,GraphCast,5 days,0.2,89,0.12326869806094183
2020-01-01_2020-12-31,GraphCast,5 days,0.5,0,0.0
2020-01-01_2020-12-31,GraphCast,7 days,0.02,330,0.4596100278551532
2020-01-01_2020-12-31,GraphCast,7 days,0.05,278,0.3871866295264624
2020-01-01_2020-12-31,GraphCast,7 days,0.1,211,0.2938718662952646
2020-01-01_2020-12-31,GraphCast,7 days,0.2,89,0.12395543175487465
2020-01-01_2020-12-31,GraphCast,7 days,0.5,0,0.0
2020-01-01_2020-12-31,NeuralGCM,1 days,0.02,335,0.4589041095890411
2020-01-01_2020-12-31,NeuralGCM,1 days,0.05,282,0.3863013698630137
2020-01-01_2020-12-31,NeuralGCM,1 days,0.1,211,0.28904109589041094
2020-01-01_2020-12-31,NeuralGCM,1 days,0.2,89,0.12191780821917808
2020-01-01_2020-12-31,NeuralGCM,1 days,0.5,0,0.0
2020-01-01_2020-12-31,NeuralGCM,3 days,0.02,335,0.46143250688705234
2020-01-01_2020-12-31,NeuralGCM,3 days,0.05,282,0.3884297520661157
2020-01-01_2020-12-31,NeuralGCM,3 days,0.1,211,0.290633608815427
2020-01-01_2020-12-31,NeuralGCM,3 days,0.2,89,0.12258953168044077
2020-01-01_2020-12-31,NeuralGCM,3 days,0.5,0,0.0
2020-01-01_2020-12-31,NeuralGCM,5 days,0.02,334,0.4626038781163435
2020-01-01_2020-12-31,NeuralGCM,5 days,0.05,282,0.39058171745152354
2020-01-01_2020-12-31,NeuralGCM,5 days,0.1,211,0.2922437673130194
2020-01-01_2020-12-31,NeuralGCM,5 days,0.2,89,0.12326869806094183
2020-01-01_2020-12-31,NeuralGCM,5 days,0.5,0,0.0
2020-01-01_2020-12-31,NeuralGCM,7 days,0.02,330,0.4596100278551532
2020-01-01_2020-12-31,NeuralGCM,7 days,0.05,278,0.3871866295264624
2020-01-01_2020-12-31,NeuralGCM,7 days,0.1,211,0.2938718662952646
2020-01-01_2020-12-31,NeuralGCM,7 days,0.2,89,0.12395543175487465
2020-01-01_2020-12-31,NeuralGCM,7 days,0.5,0,0.0
