window,model,lead,threshold,n_truth_blocked,fraction_truth_blocked
2022-06-01_2022-08-31,HRES,1 days,0.02,100,0.5494505494505495
2022-06-01_2022-08-31,HRES,1 days,0.05,90,0.4945054945054945
2022-06-01_2022-08-31,HRES,1 days,0.1,66,0.3626373626373626
2022-06-01_2022-08-31,HRES,1 days,0.2,31,0.17032967032967034
2022-06-01_2022-08-31,HRES,1 days,0.5,0,0.0
2022-06-01_2022-08-31,HRES,3 days,0.02,96,0.5393258426966292
2022-06-01_2022-08-31,HRES,3 days,0.05,86,0.48314606741573035
2022-06-01_2022-08-31,HRES,3 days,0.1,62,0.34831460674157305
2022-06-01_2022-08-31,HRES,3 days,0.2,28,0.15730337078651685
2022-06-01_2022-08-31,HRES,3 days,0.5,0,0.0
2022-06-01_2022-08-31,HRES,5 days,0.02,93,0.5344827586206896
2022-06-01_2022-08-31,HRES,5 days,0.05,83,0.47701149425287354
2022-06-01_2022-08-31,HRES,5 days,0.1,60,0.3448275862068966
2022-06-01_2022-08-31,HRES,5 days,0.2,28,0.16091954022988506
2022-06-01_2022-08-31,HRES,5 days,0.5,0,0.0
2022-06-01_2022-08-31,HRES,7 days,0.02,91,0.5352941176470588
2022-06-01_2022-08-31,HRES,7 days,0.05,82,0.4823529411764706
2022-06-01_2022-08-31,HRES,7 days,0.1,60,0.35294117647058826
2022-06-01_2022-08-31,HRES,7 days,0.2,28,0.16470588235294117
2022-06-01_2022-08-31,HRES,7 days,0.5,0,0.0
2022-06-01_2022-08-31,GraphCast,1 days,0.02,0,
2022-06-01_2022-08-31,GraphCast,1 days,0.05,0,
2022-06-01_2022-08-31,GraphCast,1 days,0.1,0,
2022-06-01_2022-08-31,GraphCast,1 days,0.2,0,
2022-06-01_2022-08-31,GraphCast,1 days,0.5,0,
2022-06-01_2022-08-31,GraphCast,3 days,0.02,0,
2022-06-01_2022-08-31,GraphCast,3 days,0.05,0,
2022-06-01_2022-08-31,GraphCast,3 days,0.1,0,
2022-06-01_2022-08-31,GraphCast,3 days,0.2,0,
2022-06-01_2022-08-31,GraphCast,3 days,0.5,0,
2022-06-01_2022-08-31,GraphCast,5 days,0.02,0,
2022-06-01_2022-08-31,GraphCast,5 days,0.05,0,
2022-06-01_2022-08-31,GraphCast,5 days,0.1,0,
2022-06-01_2022-08-31,GraphCast,5 days,0.2,0,
2022-06-01_2022-08-31,GraphCast,5 days,0.5,0,
2022-06-01_2022-08-31,GraphCast,7 days,0.02,0,
2022-06-01_2022-08-31,GraphCast,7 days,0.05,0,
2022-06-01_2022-08-31,GraphCast,7 days,0.1,0,
2022-06-01_2022-08-31,GraphCast,7 days,0.2,0,
2022-06-01_2022-08-31,GraphCast,7 days,0.5,0,
2022-06-01_2022-08-31,NeuralGCM,1 days,0.02,0,
2022-06-01_2022-08-31,NeuralGCM,1 days,0.05,0,
2022-06-01_2022-08-31,NeuralGCM,1 days,0.1,0,
2022-06-01_2022-08-31,NeuralGCM,1 days,0.2,0,
2022-06-01_2022-08-31,NeuralGCM,1 days,0.5,0,
2022-06-01_2022-08-31,NeuralGCM,3 days,0.02,0,
2022-06-01_2022-08-31,NeuralGCM,3 days,0.05,0,
2022-06-01_2022-08-31,NeuralGCM,3 days,0.1,0,
2022-06-01_2022-08-31,NeuralGCM,3 days,0.2,0,
2022-06-01_2022-08-31,NeuralGCM,3 days,0.5,0,
2022-06-01_2022-08-31,NeuralGCM,5 days,0.02,0,
2022-06-01_2022-08-31,NeuralGCM,5 days,0.05,0,
2022-06-01_2022-08-31,NeuralGCM,5 days,0.1,0,
2022-06-01_2022-08-31,NeuralGCM,5 days,0.2,0,
2022-06-01_2022-08-31,NeuralGCM,5 days,0.5,0,
2022-06-01_2022-08-31,NeuralGCM,7 days,0.02,0,
2022-06-01_2022-08-31,NeuralGCM,7 days,0.05,0,
2022-06-01_2022-08-31,NeuralGCM,7 days,0.1,0,
2022-06-01_2022-08-31,NeuralGCM,7 days,0.2,0,
2022-06-01_2022-08-31,NeuralGCM,7 days,0.5,0,
