window,variable,model,lead,regime,metric,n,mean,ci_lo,ci_hi,median,std
2019-03-01_2019-05-31,z500,HRES,1 days,0,RMSE,24,49.306855290260195,48.442578197292896,49.97897162343073,49.08277173191865,1.8442659654031486
2019-03-01_2019-05-31,z500,HRES,1 days,1,RMSE,62,50.3304372750416,49.25357763125197,51.22141007959558,50.47094129762327,2.424176704486862
2019-03-01_2019-05-31,z500,HRES,1 days,2,RMSE,39,51.01194782343577,49.44017964062511,52.2921169466382,51.26486866189566,2.8741510632354452
2019-03-01_2019-05-31,z500,HRES,1 days,3,RMSE,57,50.822198365565995,50.000654918422384,51.86035675814554,50.656771672286816,2.4148310663695414
2019-03-01_2019-05-31,z500,HRES,3 days,0,RMSE,24,152.7520132542235,148.7359741606987,159.18749690786515,152.38204552003026,9.239307381798037
2019-03-01_2019-05-31,z500,HRES,3 days,1,RMSE,58,149.0140395736426,146.24059064005178,152.50984133639378,149.61882660480904,9.824692873106223
2019-03-01_2019-05-31,z500,HRES,3 days,2,RMSE,39,144.70773818400033,138.0637279925524,149.5950462762921,141.74879045557728,13.102339129376006
2019-03-01_2019-05-31,z500,HRES,3 days,3,RMSE,57,147.34937952167525,143.2746178818732,152.87761239914371,145.56523733575122,11.832539766246734
2019-03-01_2019-05-31,z500,HRES,5 days,0,RMSE,24,334.59577414611357,315.20240491217226,360.9843936587462,331.0135741634605,40.968575694441526
2019-03-01_2019-05-31,z500,HRES,5 days,1,RMSE,54,324.3884996621018,310.71182882212395,340.2099171935243,321.7562407020594,35.54648105482003
2019-03-01_2019-05-31,z500,HRES,5 days,2,RMSE,39,315.1593151336221,289.07063074336884,332.52911120898113,305.7601260403404,41.50595606584863
2019-03-01_2019-05-31,z500,HRES,5 days,3,RMSE,57,320.22199176129556,305.19785230888544,335.19736445482187,313.9129936008897,34.78911636603876
2019-03-01_2019-05-31,z500,HRES,7 days,0,RMSE,24,556.8830174282476,530.8419989884328,586.5967818900797,567.2230020138461,59.255575736795684
2019-03-01_2019-05-31,z500,HRES,7 days,1,RMSE,50,524.066942488031,494.8340177701523,556.489608369126,523.6299412192182,66.8798457288445
2019-03-01_2019-05-31,z500,HRES,7 days,2,RMSE,39,548.0062076721333,488.480907601394,593.3050194104617,558.6109953558614,96.69969133270028
2019-03-01_2019-05-31,z500,HRES,7 days,3,RMSE,57,553.9656784103928,528.8600386246052,577.3445460250299,555.272145910159,61.08011393286836
