window,variable,model,lead,wavenumber,spectral_retention,spectral_rmse
2022-09-01_2022-11-30,z500,HRES,1 days,0.5,0.7701542126395126,0.02672163903518095
2022-09-01_2022-11-30,z500,HRES,1 days,1.5,0.9918806500131194,226183.7185622099
2022-09-01_2022-11-30,z500,HRES,1 days,2.5,0.9898022520585549,117834.89215196438
2022-09-01_2022-11-30,z500,HRES,1 days,3.5,0.9807023840842338,107030.94512632802
2022-09-01_2022-11-30,z500,HRES,1 days,4.5,0.9879487035556815,77664.89501612812
2022-09-01_2022-11-30,z500,HRES,1 days,5.5,0.9867087666097176,67702.4195890703
2022-09-01_2022-11-30,z500,HRES,1 days,6.5,0.9855839145210411,61922.05612362796
2022-09-01_2022-11-30,z500,HRES,1 days,7.5,0.986754800374193,50438.84725744853
2022-09-01_2022-11-30,z500,HRES,1 days,8.5,0.9906382529515811,45261.591803389936
2022-09-01_2022-11-30,z500,HRES,1 days,9.5,0.9920044641029445,40599.28314193593
2022-09-01_2022-11-30,z500,HRES,1 days,10.5,0.9954649614086452,36250.91251714766
2022-09-01_2022-11-30,z500,HRES,1 days,11.5,0.9975697669974107,33873.17963989746
2022-09-01_2022-11-30,z500,HRES,1 days,12.5,0.9962140951662364,30101.586021835716
2022-09-01_2022-11-30,z500,HRES,1 days,13.5,0.9957291784498252,26437.05477000271
2022-09-01_2022-11-30,z500,HRES,1 days,14.5,1.0001157203479847,23837.126720297092
2022-09-01_2022-11-30,z500,HRES,1 days,15.5,1.000800006071485,21689.727170182687
2022-09-01_2022-11-30,z500,HRES,1 days,16.5,1.00498561107219,20013.03454162504
2022-09-01_2022-11-30,z500,HRES,1 days,17.5,1.0050891377275937,18296.426743133903
2022-09-01_2022-11-30,z500,HRES,1 days,18.5,1.008864697089185,16856.99528061215
2022-09-01_2022-11-30,z500,HRES,1 days,19.5,1.0113616173283846,15573.528696736445
2022-09-01_2022-11-30,z500,HRES,1 days,20.5,1.0123280366498173,14397.229376438057
2022-09-01_2022-11-30,z500,HRES,1 days,21.5,1.0103710423170127,13246.800589684113
2022-09-01_2022-11-30,z500,HRES,1 days,22.5,1.012088076856623,12204.956960519223
2022-09-01_2022-11-30,z500,HRES,1 days,23.5,1.008240534318406,11308.657926622895
2022-09-01_2022-11-30,z500,HRES,1 days,24.5,1.0089101594019276,10554.810998733166
2022-09-01_2022-11-30,z500,HRES,1 days,25.5,1.0093664901681936,9807.405315796643
2022-09-01_2022-11-30,z500,HRES,1 days,26.5,1.010432334576032,9177.737299018174
2022-09-01_2022-11-30,z500,HRES,1 days,27.5,1.0085715749702635,8759.144538353317
2022-09-01_2022-11-30,z500,HRES,1 days,28.5,1.0079347669025198,8237.710730265266
2022-09-01_2022-11-30,z500,HRES,1 days,29.5,1.0103331243794977,7693.98738074186
2022-09-01_2022-11-30,z500,HRES,1 days,30.5,1.0131269106975325,7196.222667554945
2022-09-01_2022-11-30,z500,HRES,1 days,31.5,1.0116318299445721,6749.00919346443
2022-09-01_2022-11-30,z500,HRES,1 days,32.5,1.0108894098814807,6507.481632548584
2022-09-01_2022-11-30,z500,HRES,1 days,33.5,1.009604432936019,6092.287535785854
2022-09-01_2022-11-30,z500,HRES,1 days,34.5,1.0128002976038357,5742.827365364999
2022-09-01_2022-11-30,z500,HRES,1 days,35.5,1.014831914869107,5519.352033382417
2022-09-01_2022-11-30,z500,HRES,1 days,36.5,1.0167392869316254,5200.023526774791
2022-09-01_2022-11-30,z500,HRES,1 days,37.5,1.0146941185451208,4978.161012545804
2022-09-01_2022-11-30,z500,HRES,1 days,38.5,1.0145739539024148,4669.35164963228
2022-09-01_2022-11-30,z500,HRES,1 days,39.5,1.0134037633597477,4480.395512116601
2022-09-01_2022-11-30,z500,HRES,1 days,40.5,1.0151501305293331,4326.48870103295
2022-09-01_2022-11-30,z500,HRES,1 days,41.5,1.0127827519515962,4032.051732644897
2022-09-01_2022-11-30,z500,HRES,1 days,42.5,1.0127289296537543,3933.967254544846
2022-09-01_2022-11-30,z500,HRES,1 days,43.5,1.0135572033756712,3705.427283265408
2022-09-01_2022-11-30,z500,HRES,1 days,44.5,1.0135228833485974,3577.8808317869875
2022-09-01_2022-11-30,z500,HRES,1 days,45.5,1.0137265982256163,3444.945293857923
