window,model,lead,sector,truth_frac_mean,truth_frac_q90,truth_frac_q95,truth_frac_max,n_valid_times
2018-01-01_2018-12-31,HRES,1 days,EuroAtlantic,0.06547046703296702,0.2375,0.3081249999999997,0.5375,728
2018-01-01_2018-12-31,HRES,1 days,Pacific,0.02675137362637363,0.1125,0.1625,0.4,728
2018-01-01_2018-12-31,HRES,3 days,EuroAtlantic,0.06559046961325966,0.2375,0.31062500000000026,0.5375,724
2018-01-01_2018-12-31,HRES,3 days,Pacific,0.026467541436464084,0.1125,0.1625,0.4,724
2018-01-01_2018-12-31,HRES,5 days,EuroAtlantic,0.06583333333333334,0.2375,0.3125,0.5375,720
2018-01-01_2018-12-31,HRES,5 days,Pacific,0.026614583333333334,0.1125,0.1625,0.4,720
2018-01-01_2018-12-31,HRES,7 days,EuroAtlantic,0.06571229050279329,0.2375,0.3125,0.5375,716
2018-01-01_2018-12-31,HRES,7 days,Pacific,0.02676326815642458,0.1125,0.1625,0.4,716
2018-01-01_2018-12-31,GraphCast,1 days,EuroAtlantic,,,,,0
2018-01-01_2018-12-31,GraphCast,1 days,Pacific,,,,,0
2018-01-01_2018-12-31,GraphCast,3 days,EuroAtlantic,,,,,0
2018-01-01_2018-12-31,GraphCast,3 days,Pacific,,,,,0
2018-01-01_2018-12-31,GraphCast,5 days,EuroAtlantic,,,,,0
2018-01-01_2018-12-31,GraphCast,5 days,Pacific,,,,,0
2018-01-01_2018-12-31,GraphCast,7 days,EuroAtlantic,,,,,0
2018-01-01_2018-12-31,GraphCast,7 days,Pacific,,,,,0
2018-01-01_2018-12-31,NeuralGCM,1 days,EuroAtlantic,,,,,0
2018-01-01_2018-12-31,NeuralGCM,1 days,Pacific,,,,,0
2018-01-01_2018-12-31,NeuralGCM,3 days,EuroAtlantic,,,,,0
2018-01-01_2018-12-31,NeuralGCM,3 days,Pacific,,,,,0
2018-01-01_2018-12-31,NeuralGCM,5 days,EuroAtlantic,,,,,0
2018-01-01_2018-12-31,NeuralGCM,5 days,Pacific,,,,,0
2018-01-01_2018-12-31,NeuralGCM,7 days,EuroAtlantic,,,,,0
2018-01-01_2018-12-31,NeuralGCM,7 days,Pacific,,,,,0
