hits,misses,false_alarms,correct_negatives,POD,FAR,CSI,frequency_bias,truth_positive_count,forecast_positive_count,window,model,lead,sector
171,1,2,554,0.9941860465116279,0.011560693641618497,0.9827586206896551,1.005813953488372,172,173,2018-01-01_2018-12-31,HRES,1 days,EuroAtlantic
76,5,4,643,0.9382716049382716,0.05,0.8941176470588236,0.9876543209876543,81,80,2018-01-01_2018-12-31,HRES,1 days,Pacific
163,9,16,536,0.9476744186046512,0.0893854748603352,0.8670212765957447,1.0406976744186047,172,179,2018-01-01_2018-12-31,HRES,3 days,EuroAtlantic
69,10,12,633,0.8734177215189873,0.14814814814814814,0.7582417582417582,1.0253164556962024,79,81,2018-01-01_2018-12-31,HRES,3 days,Pacific
149,23,34,514,0.8662790697674418,0.18579234972677597,0.7233009708737864,1.063953488372093,172,183,2018-01-01_2018-12-31,HRES,5 days,EuroAtlantic
53,26,21,620,0.6708860759493671,0.28378378378378377,0.53,0.9367088607594937,79,74,2018-01-01_2018-12-31,HRES,5 days,Pacific
115,55,66,480,0.6764705882352942,0.36464088397790057,0.4872881355932203,1.0647058823529412,170,181,2018-01-01_2018-12-31,HRES,7 days,EuroAtlantic
35,44,31,606,0.4430379746835443,0.4696969696969697,0.3181818181818182,0.8354430379746836,79,66,2018-01-01_2018-12-31,HRES,7 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,GraphCast,1 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,GraphCast,1 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,GraphCast,3 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,GraphCast,3 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,GraphCast,5 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,GraphCast,5 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,GraphCast,7 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,GraphCast,7 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,NeuralGCM,1 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,NeuralGCM,1 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,NeuralGCM,3 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,NeuralGCM,3 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,NeuralGCM,5 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,NeuralGCM,5 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,NeuralGCM,7 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2018-01-01_2018-12-31,NeuralGCM,7 days,Pacific
