hits,misses,false_alarms,correct_negatives,POD,FAR,CSI,frequency_bias,truth_positive_count,forecast_positive_count,window,model,lead,sector
23,0,2,155,1.0,0.08,0.92,1.0869565217391304,23,25,2019-09-01_2019-11-30,HRES,1 days,EuroAtlantic
9,0,0,171,1.0,0.0,1.0,1.0,9,9,2019-09-01_2019-11-30,HRES,1 days,Pacific
19,4,2,151,0.8260869565217391,0.09523809523809523,0.76,0.9130434782608695,23,21,2019-09-01_2019-11-30,HRES,3 days,EuroAtlantic
8,1,1,166,0.8888888888888888,0.1111111111111111,0.8,1.0,9,9,2019-09-01_2019-11-30,HRES,3 days,Pacific
14,9,3,146,0.6086956521739131,0.17647058823529413,0.5384615384615384,0.7391304347826086,23,17,2019-09-01_2019-11-30,HRES,5 days,EuroAtlantic
7,2,1,162,0.7777777777777778,0.125,0.7,0.8888888888888888,9,8,2019-09-01_2019-11-30,HRES,5 days,Pacific
10,13,4,141,0.43478260869565216,0.2857142857142857,0.37037037037037035,0.6086956521739131,23,14,2019-09-01_2019-11-30,HRES,7 days,EuroAtlantic
1,8,8,151,0.1111111111111111,0.8888888888888888,0.058823529411764705,1.0,9,9,2019-09-01_2019-11-30,HRES,7 days,Pacific
11,0,0,17,1.0,0.0,1.0,1.0,11,11,2019-09-01_2019-11-30,GraphCast,1 days,EuroAtlantic
5,0,0,23,1.0,0.0,1.0,1.0,5,5,2019-09-01_2019-11-30,GraphCast,1 days,Pacific
7,4,0,13,0.6363636363636364,0.0,0.6363636363636364,0.6363636363636364,11,7,2019-09-01_2019-11-30,GraphCast,3 days,EuroAtlantic
4,1,1,18,0.8,0.2,0.6666666666666666,1.0,5,5,2019-09-01_2019-11-30,GraphCast,3 days,Pacific
3,7,0,10,0.3,0.0,0.3,0.3,10,3,2019-09-01_2019-11-30,GraphCast,5 days,EuroAtlantic
4,1,1,14,0.8,0.2,0.6666666666666666,1.0,5,5,2019-09-01_2019-11-30,GraphCast,5 days,Pacific
1,5,1,9,0.16666666666666666,0.5,0.14285714285714285,0.3333333333333333,6,2,2019-09-01_2019-11-30,GraphCast,7 days,EuroAtlantic
2,3,1,10,0.4,0.3333333333333333,0.3333333333333333,0.6,5,3,2019-09-01_2019-11-30,GraphCast,7 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-09-01_2019-11-30,NeuralGCM,1 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-09-01_2019-11-30,NeuralGCM,1 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-09-01_2019-11-30,NeuralGCM,3 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-09-01_2019-11-30,NeuralGCM,3 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-09-01_2019-11-30,NeuralGCM,5 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-09-01_2019-11-30,NeuralGCM,5 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-09-01_2019-11-30,NeuralGCM,7 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2019-09-01_2019-11-30,NeuralGCM,7 days,Pacific
