window,model,lead,sector,truth_frac_mean,truth_frac_q90,truth_frac_q95,truth_frac_max,n_valid_times
2019-09-01_2019-11-30,HRES,1 days,EuroAtlantic,0.02701388888888889,0.1125,0.1381249999999998,0.3375,180
2019-09-01_2019-11-30,HRES,1 days,Pacific,0.01423611111111111,0.075,0.1006249999999998,0.1875,180
2019-09-01_2019-11-30,HRES,3 days,EuroAtlantic,0.027627840909090904,0.1125,0.140625,0.3375,176
2019-09-01_2019-11-30,HRES,3 days,Pacific,0.01455965909090909,0.075,0.10312500000000001,0.1875,176
2019-09-01_2019-11-30,HRES,5 days,EuroAtlantic,0.028270348837209303,0.1125,0.14312499999999986,0.3375,172
2019-09-01_2019-11-30,HRES,5 days,Pacific,0.014898255813953489,0.075,0.10562499999999986,0.1875,172
2019-09-01_2019-11-30,HRES,7 days,EuroAtlantic,0.028943452380952375,0.11625000000000014,0.14562500000000006,0.3375,168
2019-09-01_2019-11-30,HRES,7 days,Pacific,0.01525297619047619,0.075,0.10812500000000008,0.1875,168
2019-09-01_2019-11-30,GraphCast,1 days,EuroAtlantic,0.0732142857142857,0.18625000000000003,0.23687499999999995,0.3375,28
2019-09-01_2019-11-30,GraphCast,1 days,Pacific,0.032589285714285716,0.125,0.125,0.1875,28
2019-09-01_2019-11-30,GraphCast,3 days,EuroAtlantic,0.08541666666666665,0.20124999999999996,0.24437499999999993,0.3375,24
2019-09-01_2019-11-30,GraphCast,3 days,Pacific,0.03802083333333333,0.125,0.125,0.1875,24
2019-09-01_2019-11-30,GraphCast,5 days,EuroAtlantic,0.095,0.21625000000000005,0.2543750000000001,0.3375,20
2019-09-01_2019-11-30,GraphCast,5 days,Pacific,0.045625,0.125,0.12812500000000004,0.1875,20
2019-09-01_2019-11-30,GraphCast,7 days,EuroAtlantic,0.0578125,0.125,0.125,0.125,16
2019-09-01_2019-11-30,GraphCast,7 days,Pacific,0.05703125,0.125,0.140625,0.1875,16
2019-09-01_2019-11-30,NeuralGCM,1 days,EuroAtlantic,,,,,0
2019-09-01_2019-11-30,NeuralGCM,1 days,Pacific,,,,,0
2019-09-01_2019-11-30,NeuralGCM,3 days,EuroAtlantic,,,,,0
2019-09-01_2019-11-30,NeuralGCM,3 days,Pacific,,,,,0
2019-09-01_2019-11-30,NeuralGCM,5 days,EuroAtlantic,,,,,0
2019-09-01_2019-11-30,NeuralGCM,5 days,Pacific,,,,,0
2019-09-01_2019-11-30,NeuralGCM,7 days,EuroAtlantic,,,,,0
2019-09-01_2019-11-30,NeuralGCM,7 days,Pacific,,,,,0
