hits,misses,false_alarms,correct_negatives,POD,FAR,CSI,frequency_bias,truth_positive_count,forecast_positive_count,window,model,lead,sector
79,1,0,102,0.9875,0.0,0.9875,0.9875,80,79,2022-03-01_2022-05-31,HRES,1 days,EuroAtlantic
36,1,1,144,0.972972972972973,0.02702702702702703,0.9473684210526315,1.0,37,37,2022-03-01_2022-05-31,HRES,1 days,Pacific
77,2,2,97,0.9746835443037974,0.02531645569620253,0.9506172839506173,1.0,79,79,2022-03-01_2022-05-31,HRES,3 days,EuroAtlantic
32,5,5,136,0.8648648648648649,0.13513513513513514,0.7619047619047619,1.0,37,37,2022-03-01_2022-05-31,HRES,3 days,Pacific
66,9,8,91,0.88,0.10810810810810811,0.7951807228915663,0.9866666666666667,75,74,2022-03-01_2022-05-31,HRES,5 days,EuroAtlantic
27,10,12,125,0.7297297297297297,0.3076923076923077,0.5510204081632653,1.054054054054054,37,39,2022-03-01_2022-05-31,HRES,5 days,Pacific
63,8,12,87,0.8873239436619719,0.16,0.7590361445783133,1.056338028169014,71,75,2022-03-01_2022-05-31,HRES,7 days,EuroAtlantic
23,12,13,122,0.6571428571428571,0.3611111111111111,0.4791666666666667,1.0285714285714285,35,36,2022-03-01_2022-05-31,HRES,7 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-03-01_2022-05-31,GraphCast,1 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-03-01_2022-05-31,GraphCast,1 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-03-01_2022-05-31,GraphCast,3 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-03-01_2022-05-31,GraphCast,3 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-03-01_2022-05-31,GraphCast,5 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-03-01_2022-05-31,GraphCast,5 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-03-01_2022-05-31,GraphCast,7 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-03-01_2022-05-31,GraphCast,7 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-03-01_2022-05-31,NeuralGCM,1 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-03-01_2022-05-31,NeuralGCM,1 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-03-01_2022-05-31,NeuralGCM,3 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-03-01_2022-05-31,NeuralGCM,3 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-03-01_2022-05-31,NeuralGCM,5 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-03-01_2022-05-31,NeuralGCM,5 days,Pacific
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-03-01_2022-05-31,NeuralGCM,7 days,EuroAtlantic
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-03-01_2022-05-31,NeuralGCM,7 days,Pacific
