window,variable,model,lead,wavenumber,spectral_retention,spectral_rmse
2021-01-01_2021-12-31,z500,HRES,1 days,0.5,0.8690836938558488,0.01716600583410061
2021-01-01_2021-12-31,z500,HRES,1 days,1.5,0.9922518550568127,230584.5568563605
2021-01-01_2021-12-31,z500,HRES,1 days,2.5,0.9970133728782082,113553.28219381042
2021-01-01_2021-12-31,z500,HRES,1 days,3.5,0.9847775815066635,107948.70572217568
2021-01-01_2021-12-31,z500,HRES,1 days,4.5,0.9912762052613677,83980.31692052871
2021-01-01_2021-12-31,z500,HRES,1 days,5.5,0.9911897404769806,72677.93316985537
2021-01-01_2021-12-31,z500,HRES,1 days,6.5,0.9967503163195895,63812.515578017694
2021-01-01_2021-12-31,z500,HRES,1 days,7.5,0.9938931456344587,52158.63936670746
2021-01-01_2021-12-31,z500,HRES,1 days,8.5,0.9965289878351817,46703.897654875334
2021-01-01_2021-12-31,z500,HRES,1 days,9.5,0.9951223595432876,41853.10565301415
2021-01-01_2021-12-31,z500,HRES,1 days,10.5,0.9941292507545548,36889.336573203465
2021-01-01_2021-12-31,z500,HRES,1 days,11.5,0.9967801915487612,34350.183886586645
2021-01-01_2021-12-31,z500,HRES,1 days,12.5,0.9987722018825854,29994.10820823359
2021-01-01_2021-12-31,z500,HRES,1 days,13.5,1.0023067533853425,26636.612412227492
2021-01-01_2021-12-31,z500,HRES,1 days,14.5,1.0030394889434322,24454.541162334135
2021-01-01_2021-12-31,z500,HRES,1 days,15.5,1.003884221768399,22081.396218886883
2021-01-01_2021-12-31,z500,HRES,1 days,16.5,1.005324141704776,20402.157425082733
2021-01-01_2021-12-31,z500,HRES,1 days,17.5,1.005643717918398,18390.139353195296
2021-01-01_2021-12-31,z500,HRES,1 days,18.5,1.007516139035656,16969.785902912623
2021-01-01_2021-12-31,z500,HRES,1 days,19.5,1.0089095184036676,15671.154713962367
2021-01-01_2021-12-31,z500,HRES,1 days,20.5,1.0080944175462578,14585.534642164692
2021-01-01_2021-12-31,z500,HRES,1 days,21.5,1.0065758652806707,13242.241932718469
2021-01-01_2021-12-31,z500,HRES,1 days,22.5,1.0079317336764686,12375.428918816815
2021-01-01_2021-12-31,z500,HRES,1 days,23.5,1.0079906539943189,11572.05596025495
2021-01-01_2021-12-31,z500,HRES,1 days,24.5,1.009044519752701,10703.67635909118
2021-01-01_2021-12-31,z500,HRES,1 days,25.5,1.0093369830312906,9955.70572793653
2021-01-01_2021-12-31,z500,HRES,1 days,26.5,1.010128166204069,9243.48772857267
2021-01-01_2021-12-31,z500,HRES,1 days,27.5,1.0114428702908937,8789.074697331753
2021-01-01_2021-12-31,z500,HRES,1 days,28.5,1.0103009022461173,8259.926991528058
2021-01-01_2021-12-31,z500,HRES,1 days,29.5,1.0113618844826184,7749.994201399758
2021-01-01_2021-12-31,z500,HRES,1 days,30.5,1.0132106020475178,7301.470875718901
2021-01-01_2021-12-31,z500,HRES,1 days,31.5,1.0144738698689686,6820.786783687183
2021-01-01_2021-12-31,z500,HRES,1 days,32.5,1.0147447636083748,6511.480964777835
2021-01-01_2021-12-31,z500,HRES,1 days,33.5,1.0146929768001336,6140.066714403011
2021-01-01_2021-12-31,z500,HRES,1 days,34.5,1.0153714944043808,5796.029366132725
2021-01-01_2021-12-31,z500,HRES,1 days,35.5,1.0149412763619845,5599.453101845791
2021-01-01_2021-12-31,z500,HRES,1 days,36.5,1.0160223767554608,5240.058707023396
2021-01-01_2021-12-31,z500,HRES,1 days,37.5,1.0148951993844855,5039.458573216176
2021-01-01_2021-12-31,z500,HRES,1 days,38.5,1.0147429229642184,4723.007545852419
2021-01-01_2021-12-31,z500,HRES,1 days,39.5,1.0144438581886899,4530.725348416178
2021-01-01_2021-12-31,z500,HRES,1 days,40.5,1.0154601116593445,4368.802012326783
2021-01-01_2021-12-31,z500,HRES,1 days,41.5,1.0141574222925998,4119.082643948432
2021-01-01_2021-12-31,z500,HRES,1 days,42.5,1.0152009126046233,3980.0720470938645
2021-01-01_2021-12-31,z500,HRES,1 days,43.5,1.0154556494453895,3771.023374246981
2021-01-01_2021-12-31,z500,HRES,1 days,44.5,1.0151379121356083,3646.2620070292583
2021-01-01_2021-12-31,z500,HRES,1 days,45.5,1.0156554981776544,3508.889606371934
