window,variable,model,lead,wavenumber,spectral_retention,spectral_rmse
2019-01-01_2019-12-31,z500,HRES,1 days,0.5,1.055431639953075,0.015094342112786876
2019-01-01_2019-12-31,z500,HRES,1 days,1.5,0.9907444450090035,262865.80768739764
2019-01-01_2019-12-31,z500,HRES,1 days,2.5,1.000860721400939,114144.12585181097
2019-01-01_2019-12-31,z500,HRES,1 days,3.5,0.9912058707231926,106211.155619529
2019-01-01_2019-12-31,z500,HRES,1 days,4.5,0.9978405650477616,84731.35657371183
2019-01-01_2019-12-31,z500,HRES,1 days,5.5,0.9989565897292764,72566.98839540746
2019-01-01_2019-12-31,z500,HRES,1 days,6.5,1.001787450232948,64606.86008901554
2019-01-01_2019-12-31,z500,HRES,1 days,7.5,0.9982774339667975,54040.54523131586
2019-01-01_2019-12-31,z500,HRES,1 days,8.5,1.0002774149611156,48227.91717540603
2019-01-01_2019-12-31,z500,HRES,1 days,9.5,0.997575920206419,43591.79173223661
2019-01-01_2019-12-31,z500,HRES,1 days,10.5,0.9964658269821809,38332.071513339535
2019-01-01_2019-12-31,z500,HRES,1 days,11.5,1.004112191761506,35736.28758818843
2019-01-01_2019-12-31,z500,HRES,1 days,12.5,1.0063065887659817,31522.61037764936
2019-01-01_2019-12-31,z500,HRES,1 days,13.5,1.0113502752820487,28051.404949531905
2019-01-01_2019-12-31,z500,HRES,1 days,14.5,1.0124021552651457,25580.351884987598
2019-01-01_2019-12-31,z500,HRES,1 days,15.5,1.0135721678466325,23342.062350495187
2019-01-01_2019-12-31,z500,HRES,1 days,16.5,1.0145796128453521,21452.958556259247
2019-01-01_2019-12-31,z500,HRES,1 days,17.5,1.0128122687679506,19358.434748311636
2019-01-01_2019-12-31,z500,HRES,1 days,18.5,1.0119951530348135,17864.6042800892
2019-01-01_2019-12-31,z500,HRES,1 days,19.5,1.0131340804811058,16443.417841168404
2019-01-01_2019-12-31,z500,HRES,1 days,20.5,1.0134932835139763,15218.61806936888
2019-01-01_2019-12-31,z500,HRES,1 days,21.5,1.0120454875016147,13898.967738578534
2019-01-01_2019-12-31,z500,HRES,1 days,22.5,1.013006022409403,12960.511098601213
2019-01-01_2019-12-31,z500,HRES,1 days,23.5,1.0143037557115786,12112.46445226563
2019-01-01_2019-12-31,z500,HRES,1 days,24.5,1.0142677025280153,11185.102901846716
2019-01-01_2019-12-31,z500,HRES,1 days,25.5,1.0144522431588796,10412.146270646464
2019-01-01_2019-12-31,z500,HRES,1 days,26.5,1.015577358918836,9680.6991820427
2019-01-01_2019-12-31,z500,HRES,1 days,27.5,1.0161601080763967,9175.709615642094
2019-01-01_2019-12-31,z500,HRES,1 days,28.5,1.014636501955463,8626.942870598737
2019-01-01_2019-12-31,z500,HRES,1 days,29.5,1.0153068713603355,8011.937070068289
2019-01-01_2019-12-31,z500,HRES,1 days,30.5,1.0163347924134052,7628.519527764944
2019-01-01_2019-12-31,z500,HRES,1 days,31.5,1.0162906862207262,7134.173635151625
2019-01-01_2019-12-31,z500,HRES,1 days,32.5,1.0169830940860372,6811.000271255392
2019-01-01_2019-12-31,z500,HRES,1 days,33.5,1.0171526630084171,6423.817825922833
2019-01-01_2019-12-31,z500,HRES,1 days,34.5,1.0182315828595405,6047.099939131992
2019-01-01_2019-12-31,z500,HRES,1 days,35.5,1.0172960517245833,5813.905227722942
2019-01-01_2019-12-31,z500,HRES,1 days,36.5,1.0185089732783115,5481.719871656984
2019-01-01_2019-12-31,z500,HRES,1 days,37.5,1.0174001229917706,5237.205220174965
2019-01-01_2019-12-31,z500,HRES,1 days,38.5,1.018118408715591,4919.235265912851
2019-01-01_2019-12-31,z500,HRES,1 days,39.5,1.0178131898793974,4726.737318356842
2019-01-01_2019-12-31,z500,HRES,1 days,40.5,1.0178818787130341,4543.593903148244
2019-01-01_2019-12-31,z500,HRES,1 days,41.5,1.0176072344723799,4270.814632611616
2019-01-01_2019-12-31,z500,HRES,1 days,42.5,1.018364570253569,4125.604474931481
2019-01-01_2019-12-31,z500,HRES,1 days,43.5,1.0180915888398931,3907.350457444147
2019-01-01_2019-12-31,z500,HRES,1 days,44.5,1.017462681474974,3783.0433899909544
2019-01-01_2019-12-31,z500,HRES,1 days,45.5,1.0185229646354055,3653.6810988342245
2019-01-01_2019-12-31,z500,HRES,1 days,46.5,1.0185094791682592,3474.1708841281143
2019-01-01_2019-12-31,z500,HRES,1 days,47.5,1.0183150920198072,3368.3983790863185
2019-01-01_2019-12-31,z500,HRES,1 days,48.5,1.0183867612028086,3212.9596227539764
2019-01-01_2019-12-31,z500,HRES,1 days,49.5,1.0189594810495581,3132.2926613972872
2019-01-01_2019-12-31,z500,HRES,1 days,50.5,1.018096271737834,2992.9864928164093
2019-01-01_2019-12-31,z500,HRES,1 days,51.5,1.0176512499441859,2898.625799430966
2019-01-01_2019-12-31,z500,HRES,1 days,52.5,1.0180488909444347,2837.405357092309
2019-01-01_2019-12-31,z500,HRES,1 days,53.5,1.0182678990229688,2701.7264788259276
2019-01-01_2019-12-31,z500,HRES,1 days,54.5,1.0179755902993024,2660.840327131419
2019-01-01_2019-12-31,z500,HRES,1 days,55.5,1.0176516432307734,2524.579214096451
2019-01-01_2019-12-31,z500,HRES,1 days,56.5,1.0180034964421316,2499.5801856680478
2019-01-01_2019-12-31,z500,HRES,1 days,57.5,1.0178285286832036,2426.2439879455837
2019-01-01_2019-12-31,z500,HRES,1 days,58.5,1.0179846267675103,2350.130321513356
2019-01-01_2019-12-31,z500,HRES,1 days,59.5,1.0184590817684067,2310.387076796962
2019-01-01_2019-12-31,z500,HRES,1 days,60.5,1.0182774665594094,2227.9723747774783
2019-01-01_2019-12-31,z500,HRES,1 days,61.5,1.083951090579461,1867.8685709361444
2019-01-01_2019-12-31,z500,HRES,1 days,62.5,1.0944416655051281,1796.632946512728
2019-01-01_2019-12-31,z500,HRES,1 days,63.5,1.0948471760807084,1757.3132898930626
2019-01-01_2019-12-31,z500,HRES,1 days,64.5,1.0836649802124996,1727.0401655988608
2019-01-01_2019-12-31,z500,HRES,1 days,65.5,1.0828154505085743,1667.7365825788158
2019-01-01_2019-12-31,z500,HRES,1 days,66.5,1.0805051611631633,1649.1864554322124
2019-01-01_2019-12-31,z500,HRES,1 days,67.5,1.0962021103595825,1592.2692111030092
2019-01-01_2019-12-31,z500,HRES,1 days,68.5,1.0977623277764197,1563.7504421668766
2019-01-01_2019-12-31,z500,HRES,1 days,69.5,1.092302379411479,1536.8623574797964
2019-01-01_2019-12-31,z500,HRES,1 days,70.5,1.1003120900459484,1481.6382891166502
2019-01-01_2019-12-31,z500,HRES,1 days,71.5,1.0938716631512841,1469.8429343488224
2019-01-01_2019-12-31,z500,HRES,1 days,72.5,1.0951361669573596,1418.792383437982
2019-01-01_2019-12-31,z500,HRES,1 days,73.5,1.1065752936034794,1394.0367739622714
2019-01-01_2019-12-31,z500,HRES,1 days,74.5,1.1022993292623433,1362.2310333748137
2019-01-01_2019-12-31,z500,HRES,1 days,75.5,1.1133314541716208,1328.8725275413813
2019-01-01_2019-12-31,z500,HRES,1 days,76.5,1.1122537444098284,1310.3271954310715
2019-01-01_2019-12-31,z500,HRES,1 days,77.5,1.1178017858743636,1259.4663911132964
