window,variable,model,lead,regime,metric,n,mean,ci_lo,ci_hi,median,std
2019-01-01_2019-12-31,z500,HRES,1 days,0,RMSE,167,48.894251106590545,47.989661050791824,49.73671784939397,48.363053750787444,3.3177985879427054
2019-01-01_2019-12-31,z500,HRES,1 days,1,RMSE,253,49.27946223599269,48.6208832823301,49.86060857732348,49.350517420253546,2.791813989624171
2019-01-01_2019-12-31,z500,HRES,1 days,2,RMSE,147,47.79641981461358,46.653185380878334,48.719139183908084,47.712754835912854,3.4702168732712253
2019-01-01_2019-12-31,z500,HRES,1 days,3,RMSE,161,48.52483389606593,47.96005880522291,49.07076464702089,48.5069093550591,2.373670734831854
2019-01-01_2019-12-31,z500,HRES,3 days,0,RMSE,167,144.26141853681185,140.11812039005642,147.8155204673717,142.38815319157027,14.509032201673923
2019-01-01_2019-12-31,z500,HRES,3 days,1,RMSE,249,143.75485672660005,141.57178288447955,146.12992563398944,142.59260960189687,11.748849986587391
2019-01-01_2019-12-31,z500,HRES,3 days,2,RMSE,147,138.2895616969366,134.05355145433646,141.99062459017483,136.63316574031546,14.10676765535125
2019-01-01_2019-12-31,z500,HRES,3 days,3,RMSE,161,141.8946206371785,138.6661589031695,145.11610259819756,141.20141256734502,12.005150536526072
2019-01-01_2019-12-31,z500,HRES,5 days,0,RMSE,167,316.08840285420706,304.8101134738348,326.2802095118289,311.6087989551333,40.30038712725291
2019-01-01_2019-12-31,z500,HRES,5 days,1,RMSE,245,308.42075624800566,301.8875497458661,315.2422290339016,305.35517926314725,33.41619293197148
2019-01-01_2019-12-31,z500,HRES,5 days,2,RMSE,147,300.5667073888738,289.3561320058097,310.66299968878917,298.71665802516293,38.56845142946179
2019-01-01_2019-12-31,z500,HRES,5 days,3,RMSE,161,307.4921519615665,299.53196603895475,314.62472449261753,303.59455084825777,32.49951612357454
2019-01-01_2019-12-31,z500,HRES,7 days,0,RMSE,167,540.1539049603678,517.5152305359888,558.5400331440424,534.2409973897649,75.45925957430893
2019-01-01_2019-12-31,z500,HRES,7 days,1,RMSE,241,509.28716403032684,496.9453575194871,522.7214804422947,505.28531935952213,61.143766635751284
2019-01-01_2019-12-31,z500,HRES,7 days,2,RMSE,147,514.1778627175007,495.4344233490005,529.439118451185,508.9216102265131,68.64784696752471
2019-01-01_2019-12-31,z500,HRES,7 days,3,RMSE,161,512.7705651890609,498.11427581979,526.8696145386191,509.2986230901226,62.818762199222746
2019-01-01_2019-12-31,z500,GraphCast,1 days,1,RMSE,80,36.35851276430098,35.78062822832489,36.802674042408405,36.323327549212514,1.640089381488201
2019-01-01_2019-12-31,z500,GraphCast,1 days,2,RMSE,10,36.346920930102684,35.35307651827589,37.21889567339047,36.136014312178744,1.407123456056269
2019-01-01_2019-12-31,z500,GraphCast,3 days,1,RMSE,80,115.22662887255456,111.84606771958386,118.56556673281861,116.61691742519787,9.478834868514134
2019-01-01_2019-12-31,z500,GraphCast,3 days,2,RMSE,6,112.75309917314024,109.92083906635618,113.93811161247537,113.95110482795992,2.587054322350121
2019-01-01_2019-12-31,z500,GraphCast,5 days,1,RMSE,80,250.6009131431881,238.79312224822021,262.004555677555,246.5850257699439,32.12871158165336
2019-01-01_2019-12-31,z500,GraphCast,5 days,2,RMSE,2,270.6001052098934,255.61945953010917,270.6001052098934,270.6001052098934,14.980645679784203
2019-01-01_2019-12-31,z500,GraphCast,7 days,1,RMSE,78,442.9627159330045,418.5262302158063,467.1188167645887,431.0238138658416,61.91202399110041
2019-01-01_2019-12-31,z500,HRES,1 days,0,ACC,167,0.9986880980161544,0.9985860174458038,0.9988120365444426,0.9987128220567253,0.0003435246780470471
2019-01-01_2019-12-31,z500,HRES,1 days,1,ACC,253,0.9991069443089762,0.9990754619985729,0.9991375485528404,0.9991250481188999,0.00013096924857053542
2019-01-01_2019-12-31,z500,HRES,1 days,2,ACC,147,0.9984956593269039,0.9983688881221687,0.9985999143497563,0.9986001742836521,0.00035661616865898064
2019-01-01_2019-12-31,z500,HRES,1 days,3,ACC,161,0.9992268904515114,0.9991694507191807,0.9992793431993057,0.999275727992357,0.0001765654317544822
2019-01-01_2019-12-31,z500,HRES,3 days,0,ACC,167,0.9884801958703517,0.9875831830844676,0.9895783321242397,0.9884118674304773,0.0032793184461292774
2019-01-01_2019-12-31,z500,HRES,3 days,1,ACC,249,0.9923558264552644,0.9920033971070217,0.992671508047598,0.9924857182323392,0.0015037207108662383
2019-01-01_2019-12-31,z500,HRES,3 days,2,ACC,147,0.9873142209326915,0.9863174343668846,0.9881783485271234,0.9881389198981629,0.0032342177483137735
2019-01-01_2019-12-31,z500,HRES,3 days,3,ACC,161,0.9932103510780032,0.9926209101696127,0.9937100619923414,0.9937774022701623,0.0018978483314271834
2019-01-01_2019-12-31,z500,HRES,5 days,0,ACC,167,0.9443691039578995,0.9399662723205752,0.9500386808219982,0.945510790943458,0.017644305829785687
2019-01-01_2019-12-31,z500,HRES,5 days,1,ACC,245,0.9646786144112435,0.9625792951893117,0.9666855885762208,0.9665573027753315,0.009559446817935724
2019-01-01_2019-12-31,z500,HRES,5 days,2,ACC,147,0.939717090246859,0.9342663224046738,0.9442449237878062,0.9434849108393568,0.01796067243982574
2019-01-01_2019-12-31,z500,HRES,5 days,3,ACC,161,0.9673987515450335,0.964032628414328,0.9705655381708266,0.9704338093067666,0.012322966884172382
2019-01-01_2019-12-31,z500,HRES,7 days,0,ACC,167,0.8359162766623238,0.8209247480842257,0.8552319269180417,0.8455585599787082,0.05652182732636247
2019-01-01_2019-12-31,z500,HRES,7 days,1,ACC,241,0.9038702048051576,0.8977074695712859,0.9093497267374575,0.9096722266068952,0.0270955096775779
2019-01-01_2019-12-31,z500,HRES,7 days,2,ACC,147,0.824290207226499,0.8077565502183184,0.8370635185662063,0.8383179431850151,0.0528728108747579
2019-01-01_2019-12-31,z500,HRES,7 days,3,ACC,161,0.9085064105675881,0.8983294384917477,0.9176280103542793,0.9184894404147398,0.03373497677565685
2019-01-01_2019-12-31,z500,GraphCast,1 days,1,ACC,80,0.9988907719150675,0.9988364071175243,0.9989563530082569,0.9989276201973827,0.00017283401168604777
2019-01-01_2019-12-31,z500,GraphCast,1 days,2,ACC,10,0.9989325386392556,0.9988879553617835,0.9989519800937661,0.9989682728525644,8.760151509108734e-05
2019-01-01_2019-12-31,z500,GraphCast,3 days,1,ACC,80,0.9887711237937113,0.9881621961031205,0.9894171853228273,0.9890753098336458,0.0018773906412817233
2019-01-01_2019-12-31,z500,GraphCast,3 days,2,ACC,6,0.9898469537714109,0.989762195077522,0.9899087369133104,0.9898449811859649,0.00017661387966252804
2019-01-01_2019-12-31,z500,GraphCast,5 days,1,ACC,80,0.9460587508511002,0.9428117418468259,0.9497949169907234,0.9467935878797127,0.011237972142423861
2019-01-01_2019-12-31,z500,GraphCast,5 days,2,ACC,2,0.9407219566225756,0.9407219566225756,0.9455659147128408,0.9407219566225756,0.004843958090265166
2019-01-01_2019-12-31,z500,GraphCast,7 days,1,ACC,78,0.828187092280973,0.8143484751429598,0.8397044431814158,0.8343304236709572,0.03889902939775054
2019-01-01_2019-12-31,z500,HRES,1 days,0,MAE,167,36.420982792108624,35.53922950363379,37.221303092430276,35.887223627285124,3.0292011187376766
