window,variable,model,lead,regime,metric,n,mean,ci_lo,ci_hi,median,std
2021-12-01_2022-02-28,z500,HRES,1 days,0,RMSE,36,46.29119943805516,45.839514670647034,46.729624437414266,46.019554651984464,1.608470486241886
2021-12-01_2022-02-28,z500,HRES,1 days,1,RMSE,76,46.76234097107131,45.856223087891905,47.70296758257934,46.650602627282495,2.4244268881042577
2021-12-01_2022-02-28,z500,HRES,1 days,2,RMSE,27,48.555713280516,46.91479349345284,49.78126173059403,48.347695825862075,2.760117542808044
2021-12-01_2022-02-28,z500,HRES,1 days,3,RMSE,39,47.1804112303423,46.26089766363023,48.03281761673021,47.58846795246388,2.0571337994323646
2021-12-01_2022-02-28,z500,HRES,3 days,0,RMSE,36,133.1856379705934,130.0466710869212,136.16897724719087,131.89163154265123,8.139111536665647
2021-12-01_2022-02-28,z500,HRES,3 days,1,RMSE,76,136.14942773345055,132.89373040482926,139.79221271142458,135.897801556324,10.9065594524505
2021-12-01_2022-02-28,z500,HRES,3 days,2,RMSE,23,141.37667741020513,131.4809640451878,148.37157379845067,143.7125397166981,13.540145086229966
2021-12-01_2022-02-28,z500,HRES,3 days,3,RMSE,39,140.99153933843345,132.17307620489882,148.74398635378336,140.94500219602494,15.462212444758055
2021-12-01_2022-02-28,z500,HRES,5 days,0,RMSE,36,280.77403250100116,268.77574005959224,289.846874788357,286.18738407237765,23.0767672478598
2021-12-01_2022-02-28,z500,HRES,5 days,1,RMSE,76,294.84412912576323,285.78678520646463,306.22024484717303,292.41679582552155,30.62424950196544
2021-12-01_2022-02-28,z500,HRES,5 days,2,RMSE,19,305.58154249890396,270.6275417850552,324.0769119862075,302.7402012368936,41.870037037203495
2021-12-01_2022-02-28,z500,HRES,5 days,3,RMSE,39,307.8192705083393,293.6784826612971,326.2873200271537,307.61403624699153,35.14339031361184
2021-12-01_2022-02-28,z500,HRES,7 days,0,RMSE,36,487.6737123301878,460.61173011564813,510.0042695259615,497.7662619701679,50.621551527378756
2021-12-01_2022-02-28,z500,HRES,7 days,1,RMSE,76,499.9367737607267,482.42704365984196,515.5167921155703,496.5582038773943,51.8695358512437
2021-12-01_2022-02-28,z500,HRES,7 days,2,RMSE,15,511.5613867083164,450.73463292055783,544.0275287041061,498.1806206748235,68.09613698341334
2021-12-01_2022-02-28,z500,HRES,7 days,3,RMSE,39,519.4879770333696,498.9911039464277,542.2372435817731,506.84655695509497,51.72234072589023
2021-12-01_2022-02-28,z500,HRES,1 days,0,ACC,36,0.9982334273331287,0.9981759037259794,0.9983203169056523,0.9982345596828601,0.00016780179007219913
2021-12-01_2022-02-28,z500,HRES,1 days,1,ACC,76,0.9981582828624077,0.9980016869637626,0.9983059758724988,0.9982001964576218,0.00036849970835162095
2021-12-01_2022-02-28,z500,HRES,1 days,2,ACC,27,0.9986035094641184,0.9985113722536542,0.9987203088656683,0.9986606937007957,0.00020251511757528909
2021-12-01_2022-02-28,z500,HRES,1 days,3,ACC,39,0.9986068497476523,0.9985333389916722,0.9986837727510836,0.9986141921806057,0.0001624719107878762
2021-12-01_2022-02-28,z500,HRES,3 days,0,ACC,36,0.9849218491312541,0.9842718517046435,0.9858393927563598,0.9849680785549713,0.0020376812115259334
2021-12-01_2022-02-28,z500,HRES,3 days,1,ACC,76,0.9839690558225506,0.9825027073973892,0.9852252016815705,0.9848153819194607,0.0036223136182623344
2021-12-01_2022-02-28,z500,HRES,3 days,2,ACC,23,0.9880954401895888,0.9873142866367285,0.9891048410493738,0.9880040639625803,0.0018208577973256135
2021-12-01_2022-02-28,z500,HRES,3 days,3,ACC,39,0.98724067695146,0.9858781838954521,0.9885258780857886,0.98818285894418,0.00282826067622385
2021-12-01_2022-02-28,z500,HRES,5 days,0,ACC,36,0.9321410524919251,0.9278285108342421,0.9397940971895264,0.9299152769463894,0.011867423497014513
2021-12-01_2022-02-28,z500,HRES,5 days,1,ACC,76,0.923798049609541,0.9166099114225229,0.9310561821205497,0.925967666492598,0.018611644370281354
2021-12-01_2022-02-28,z500,HRES,5 days,2,ACC,19,0.9444417025256986,0.9393025915820441,0.953091258471165,0.9446853950019722,0.011839096470464223
2021-12-01_2022-02-28,z500,HRES,5 days,3,ACC,39,0.9392872859289594,0.9328268917492513,0.9427500482894793,0.9402945181224963,0.01163835100080255
2021-12-01_2022-02-28,z500,HRES,7 days,0,ACC,36,0.7956448315719555,0.7781976570274249,0.8189251743850584,0.7858717459338173,0.04123152636541791
2021-12-01_2022-02-28,z500,HRES,7 days,1,ACC,76,0.7816684375763605,0.764766192201277,0.8022340383691094,0.7955157888090768,0.05281894403406414
2021-12-01_2022-02-28,z500,HRES,7 days,2,ACC,15,0.8443133199516317,0.8320792803797835,0.8651724690580328,0.8550907041779696,0.02967716911239644
2021-12-01_2022-02-28,z500,HRES,7 days,3,ACC,39,0.8292953627053566,0.8174932060827128,0.8383043966451615,0.8298566264393249,0.027222501346163986
2021-12-01_2022-02-28,z500,HRES,1 days,0,MAE,36,33.6600728538263,33.36195270880591,33.96490860638049,33.64276643996486,1.201625427206074
