window,variable,model,lead,regime,metric,n,mean,ci_lo,ci_hi,median,std
2018-12-01_2019-02-28,z500,HRES,1 days,0,RMSE,53,50.009269809736146,49.10098520936951,51.04081992032939,49.96078351184644,2.5192282339776133
2018-12-01_2019-02-28,z500,HRES,1 days,1,RMSE,41,49.06913677924462,47.994124373651616,50.2618275456531,49.3942138191642,2.3905460673620946
2018-12-01_2019-02-28,z500,HRES,1 days,2,RMSE,27,48.804377185642714,48.0772577820753,49.699403370256846,48.32782293223095,1.5639244123138285
2018-12-01_2019-02-28,z500,HRES,1 days,3,RMSE,57,50.7770676906194,50.035035854185395,51.46578531241896,50.84436759762949,2.1151607212090116
2018-12-01_2019-02-28,z500,HRES,3 days,0,RMSE,53,145.19773151833044,141.09282819618346,150.36541849183956,141.57479771538758,13.180936884143422
2018-12-01_2019-02-28,z500,HRES,3 days,1,RMSE,37,144.07432462424953,139.99660549491895,150.8018640793386,139.76515003906312,11.831745873983857
2018-12-01_2019-02-28,z500,HRES,3 days,2,RMSE,27,139.59256252661348,136.22078075385943,144.1277598923817,138.23397931385438,7.92374124641629
2018-12-01_2019-02-28,z500,HRES,3 days,3,RMSE,57,145.92729452478545,141.89792389163898,149.16163819508085,144.63358762361815,11.106789667514926
2018-12-01_2019-02-28,z500,HRES,5 days,0,RMSE,53,321.7193920664316,309.5040094174533,336.3353349973343,317.01354214982223,31.931606608029693
2018-12-01_2019-02-28,z500,HRES,5 days,1,RMSE,33,312.4323163998114,298.82860583340477,330.22591169795606,313.11074951198583,32.35102349040951
2018-12-01_2019-02-28,z500,HRES,5 days,2,RMSE,27,295.88813829959,288.53430467432634,306.71023456301356,296.9937894387006,27.35296422972621
2018-12-01_2019-02-28,z500,HRES,5 days,3,RMSE,57,303.4919665699812,293.5757630141712,313.16630234403226,300.47827057338094,26.942853880449498
2018-12-01_2019-02-28,z500,HRES,7 days,0,RMSE,53,527.3115570753858,503.431357586207,562.5312360999471,526.2574893916496,67.71966848401804
2018-12-01_2019-02-28,z500,HRES,7 days,1,RMSE,29,530.5669626369341,508.9217326463172,555.2350924763688,520.259104934492,49.49571054672243
2018-12-01_2019-02-28,z500,HRES,7 days,2,RMSE,27,510.6901096200083,482.949782300609,532.9255622389752,517.3504384561968,53.146702936823885
2018-12-01_2019-02-28,z500,HRES,7 days,3,RMSE,57,498.6518157104662,483.78071759923984,510.3381826457578,505.28531935952213,42.419078911626414
2018-12-01_2019-02-28,z500,HRES,1 days,0,ACC,53,0.9977828386918677,0.997482570353562,0.9980358488979902,0.9979578604716287,0.0005226629131615177
2018-12-01_2019-02-28,z500,HRES,1 days,1,ACC,41,0.9981543349273896,0.9979884455246948,0.9983031463597422,0.9980906641160954,0.0002953309841191971
2018-12-01_2019-02-28,z500,HRES,1 days,2,ACC,27,0.9981191850839264,0.9980215917913773,0.9982674134309069,0.9981113329227189,0.00022294931860649374
2018-12-01_2019-02-28,z500,HRES,1 days,3,ACC,57,0.99773163595387,0.9975912748938789,0.9979243094229423,0.9977157576268498,0.0003393744151657691
