hits,misses,false_alarms,correct_negatives,POD,FAR,CSI,frequency_bias,truth_positive_count,forecast_positive_count,window,model,lead,sector
57,5,0,120,0.9193548387096774,0.0,0.9193548387096774,0.9193548387096774,62,57,2020-03-01_2020-05-31,HRES,1 days,EuroAtlantic
35,1,1,145,0.9722222222222222,0.027777777777777776,0.9459459459459459,1.0,36,36,2020-03-01_2020-05-31,HRES,1 days,Pacific
59,3,3,113,0.9516129032258065,0.04838709677419355,0.9076923076923077,1.0,62,62,2020-03-01_2020-05-31,HRES,3 days,EuroAtlantic
31,5,1,141,0.8611111111111112,0.03125,0.8378378378378378,0.8888888888888888,36,32,2020-03-01_2020-05-31,HRES,3 days,Pacific
47,15,1,111,0.7580645161290323,0.020833333333333332,0.746031746031746,0.7741935483870968,62,48,2020-03-01_2020-05-31,HRES,5 days,EuroAtlantic
27,9,8,130,0.75,0.22857142857142856,0.6136363636363636,0.9722222222222222,36,35,2020-03-01_2020-05-31,HRES,5 days,Pacific
38,24,7,101,0.6129032258064516,0.15555555555555556,0.5507246376811594,0.7258064516129032,62,45,2020-03-01_2020-05-31,HRES,7 days,EuroAtlantic
18,18,14,120,0.5,0.4375,0.36,0.8888888888888888,36,32,2020-03-01_2020-05-31,HRES,7 days,Pacific
59,3,1,119,0.9516129032258065,0.016666666666666666,0.9365079365079365,0.967741935483871,62,60,2020-03-01_2020-05-31,GraphCast,1 days,EuroAtlantic
35,1,0,146,0.9722222222222222,0.0,0.9722222222222222,0.9722222222222222,36,35,2020-03-01_2020-05-31,GraphCast,1 days,Pacific
55,7,3,113,0.8870967741935484,0.05172413793103448,0.8461538461538461,0.9354838709677419,62,58,2020-03-01_2020-05-31,GraphCast,3 days,EuroAtlantic
33,3,1,141,0.9166666666666666,0.029411764705882353,0.8918918918918919,0.9444444444444444,36,34,2020-03-01_2020-05-31,GraphCast,3 days,Pacific
47,15,5,107,0.7580645161290323,0.09615384615384616,0.7014925373134329,0.8387096774193549,62,52,2020-03-01_2020-05-31,GraphCast,5 days,EuroAtlantic
27,9,4,134,0.75,0.12903225806451613,0.675,0.8611111111111112,36,31,2020-03-01_2020-05-31,GraphCast,5 days,Pacific
38,24,6,102,0.6129032258064516,0.13636363636363635,0.5588235294117647,0.7096774193548387,62,44,2020-03-01_2020-05-31,GraphCast,7 days,EuroAtlantic
10,26,13,121,0.2777777777777778,0.5652173913043478,0.20408163265306123,0.6388888888888888,36,23,2020-03-01_2020-05-31,GraphCast,7 days,Pacific
58,4,1,119,0.9354838709677419,0.01694915254237288,0.9206349206349206,0.9516129032258065,62,59,2020-03-01_2020-05-31,NeuralGCM,1 days,EuroAtlantic
35,1,0,146,0.9722222222222222,0.0,0.9722222222222222,0.9722222222222222,36,35,2020-03-01_2020-05-31,NeuralGCM,1 days,Pacific
57,5,4,112,0.9193548387096774,0.06557377049180328,0.8636363636363636,0.9838709677419355,62,61,2020-03-01_2020-05-31,NeuralGCM,3 days,EuroAtlantic
34,2,2,140,0.9444444444444444,0.05555555555555555,0.8947368421052632,1.0,36,36,2020-03-01_2020-05-31,NeuralGCM,3 days,Pacific
50,12,5,107,0.8064516129032258,0.09090909090909091,0.746268656716418,0.8870967741935484,62,55,2020-03-01_2020-05-31,NeuralGCM,5 days,EuroAtlantic
29,7,5,133,0.8055555555555556,0.14705882352941177,0.7073170731707317,0.9444444444444444,36,34,2020-03-01_2020-05-31,NeuralGCM,5 days,Pacific
48,14,12,96,0.7741935483870968,0.2,0.6486486486486487,0.967741935483871,62,60,2020-03-01_2020-05-31,NeuralGCM,7 days,EuroAtlantic
17,19,12,122,0.4722222222222222,0.41379310344827586,0.3541666666666667,0.8055555555555556,36,29,2020-03-01_2020-05-31,NeuralGCM,7 days,Pacific
